offset,sigma,solved,method,witness,seconds
247,863,0,,,33.538535
307,863,0,,,33.871511
471,863,0,,,32.585366
487,863,0,,,34.268703
1053,863,0,,,34.276357
81,877,0,,,33.660052
159,877,0,,,34.222548
217,877,0,,,35.574601
247,877,0,,,34.529267
307,877,0,,,35.001258
471,877,0,,,35.257871
487,877,0,,,34.272665
1053,877,0,,,35.522602
81,881,0,,,35.328976
159,881,0,,,34.484281
217,881,0,,,32.968449
247,881,0,,,35.349441
307,881,0,,,35.933209
471,881,0,,,34.218374
487,881,0,,,34.265811
1053,881,0,,,33.998572
81,883,0,,,34.350745
159,883,0,,,34.387437
217,883,0,,,34.960368
247,883,0,,,34.349664
307,883,0,,,34.442228
471,883,0,,,35.975739
487,883,0,,,34.341947
1053,883,0,,,34.409464
81,887,0,,,34.168355
159,887,0,,,34.836967
217,887,0,,,34.974126
247,887,0,,,35.338962
307,887,0,,,34.945289
471,887,0,,,34.784822
487,887,0,,,34.655513
1053,887,0,,,33.735577
81,907,0,,,35.208080
159,907,0,,,35.063047
217,907,0,,,33.692922
247,907,0,,,33.808894
307,907,0,,,34.721320
471,907,0,,,34.193820
487,907,0,,,34.251203
1053,907,0,,,32.350555
81,911,0,,,34.912833
159,911,0,,,34.602141
217,911,0,,,34.891282
247,911,0,,,34.829500
307,911,0,,,34.320660
471,911,0,,,34.494191
487,911,0,,,34.690809
1053,911,0,,,34.625061
81,919,0,,,34.286089
159,919,0,,,35.375922
217,919,0,,,35.462133
247,919,0,,,34.445084
307,919,0,,,34.794387
471,919,0,,,34.057454
487,919,0,,,34.543904
1053,919,0,,,35.679337
81,929,0,,,33.378278
159,929,0,,,34.170113
217,929,0,,,34.941344
247,929,0,,,35.355736
307,929,0,,,34.698018
471,929,0,,,33.281238
487,929,0,,,34.395810
1053,929,0,,,33.438850
81,937,0,,,34.965544
159,937,0,,,34.411200
217,937,0,,,34.820769
247,937,0,,,34.274932
307,937,0,,,35.011197
471,937,0,,,33.718650
487,937,0,,,33.975380
1053,937,0,,,34.028694
81,941,0,,,34.250902
159,941,0,,,35.418750
217,941,0,,,34.203772
247,941,0,,,33.778860
307,941,0,,,34.437979
471,941,0,,,34.119447
487,941,0,,,34.768558
1053,941,0,,,34.685319
81,947,0,,,33.561943
159,947,0,,,34.048823
217,947,0,,,34.187785
247,947,0,,,34.514926
307,947,0,,,34.359176
471,947,0,,,35.295145
487,947,0,,,34.313868
1053,947,0,,,35.463369
81,953,0,,,34.327554
159,953,0,,,34.602448
217,953,0,,,34.874698
247,953,0,,,34.919495
307,953,0,,,35.160132
471,953,0,,,34.259943
487,953,0,,,35.947295
1053,953,0,,,33.274284
81,967,0,,,34.592967
159,967,0,,,33.473173
217,967,0,,,35.383160
247,967,0,,,33.662969
307,967,0,,,33.872911
471,967,0,,,33.216380
487,967,0,,,36.578047
1053,967,0,,,35.837556
81,971,0,,,33.875998
159,971,0,,,34.189307
217,971,0,,,33.443717
247,971,0,,,34.956320
307,971,0,,,33.355098
471,971,0,,,34.180382
487,971,0,,,35.171665
1053,971,0,,,33.278058
81,977,0,,,34.466833
159,977,0,,,34.800900
217,977,0,,,33.546785
247,977,0,,,34.388559
307,977,0,,,34.439654
471,977,0,,,35.212199
487,977,0,,,35.109366
1053,977,0,,,34.370895
81,983,0,,,34.236264
159,983,0,,,34.238984
217,983,0,,,35.341359
247,983,0,,,34.931545
307,983,0,,,35.553500
471,983,0,,,33.328780
487,983,0,,,34.319043
1053,983,0,,,35.508619
81,991,0,,,34.764048
159,991,0,,,33.361797
217,991,0,,,34.571219
