offset,sigma,solved,method,witness,seconds
81,1657,0,,,6.942513
159,1657,0,,,7.135157
217,1657,0,,,7.419062
247,1657,0,,,7.255923
307,1657,0,,,6.823184
471,1657,0,,,7.286862
487,1657,0,,,7.463802
1053,1657,0,,,7.915290
81,1663,0,,,7.337921
159,1663,0,,,6.855287
217,1663,0,,,6.717545
247,1663,0,,,6.648290
307,1663,0,,,7.549135
471,1663,0,,,6.617175
487,1663,0,,,7.428958
1053,1663,0,,,7.245532
81,1667,0,,,7.402695
159,1667,0,,,7.152863
217,1667,0,,,6.821919
247,1667,0,,,7.348462
307,1667,0,,,6.362782
471,1667,0,,,6.902892
487,1667,0,,,7.313776
1053,1667,0,,,7.399347
81,1669,0,,,8.293736
159,1669,0,,,7.529640
217,1669,0,,,7.708911
247,1669,0,,,7.766419
307,1669,0,,,7.786618
471,1669,0,,,7.584731
487,1669,0,,,7.380017
1053,1669,0,,,7.697703
81,1693,0,,,6.621544
159,1693,0,,,6.489621
217,1693,0,,,7.342600
247,1693,0,,,7.703810
307,1693,0,,,7.711328
471,1693,0,,,6.829691
487,1693,0,,,7.608549
1053,1693,0,,,7.290135
81,1697,0,,,6.941654
159,1697,0,,,6.834884
217,1697,0,,,6.626873
247,1697,0,,,7.037704
307,1697,0,,,6.925826
471,1697,0,,,7.622710
487,1697,0,,,7.729253
1053,1697,0,,,7.478749
81,1699,0,,,6.832153
159,1699,0,,,7.677794
217,1699,0,,,7.670745
247,1699,0,,,7.602006
307,1699,0,,,6.951559
471,1699,0,,,7.240332
487,1699,0,,,7.620729
1053,1699,0,,,7.409546
81,1709,0,,,8.013888
159,1709,0,,,7.219016
217,1709,0,,,7.200000
247,1709,0,,,7.657753
307,1709,0,,,7.969950
471,1709,0,,,7.270760
487,1709,0,,,7.475199
1053,1709,0,,,7.183308
81,1721,0,,,6.684286
159,1721,0,,,7.074116
217,1721,0,,,6.696893
247,1721,0,,,7.166557
307,1721,0,,,7.933883
471,1721,0,,,6.751667
487,1721,0,,,7.380998
1053,1721,0,,,7.789297
81,1723,0,,,7.571924
159,1723,0,,,7.832610
217,1723,0,,,7.950697
247,1723,0,,,7.059763
307,1723,0,,,6.977091
471,1723,0,,,6.842209
487,1723,0,,,7.074325
1053,1723,0,,,7.500377
81,1733,0,,,7.218008
159,1733,0,,,7.078688
217,1733,0,,,7.263231
247,1733,0,,,7.309255
307,1733,0,,,7.281914
471,1733,0,,,6.969827
487,1733,0,,,7.081575
1053,1733,0,,,7.301134
81,1741,0,,,7.406610
159,1741,0,,,7.467478
217,1741,0,,,7.470381
247,1741,0,,,7.165607
307,1741,0,,,6.681552
471,1741,0,,,7.635465
487,1741,0,,,7.017196
1053,1741,0,,,7.403751
81,1747,0,,,6.858999
159,1747,0,,,7.642811
217,1747,0,,,6.691179
247,1747,0,,,7.422713
307,1747,0,,,7.584748
471,1747,0,,,7.049857
487,1747,0,,,7.568344
1053,1747,0,,,7.148658
81,1753,0,,,7.963094
159,1753,0,,,6.988000
217,1753,0,,,7.322539
247,1753,0,,,6.931879
307,1753,0,,,6.919313
471,1753,0,,,7.126315
487,1753,0,,,7.303795
1053,1753,0,,,7.040521
81,1759,0,,,7.552607
159,1759,0,,,7.687603
217,1759,0,,,7.468541
247,1759,0,,,7.140050
307,1759,0,,,7.284730
471,1759,0,,,6.979196
487,1759,0,,,6.683014
1053,1759,0,,,7.253894
81,1777,0,,,6.843727
159,1777,0,,,7.051244
217,1777,0,,,6.547832
247,1777,0,,,6.449040
307,1777,0,,,7.324783
471,1777,0,,,7.200957
487,1777,0,,,7.638320
1053,1777,0,,,7.178170
81,1783,0,,,7.285395
159,1783,0,,,7.565066
217,1783,0,,,6.850498
247,1783,0,,,7.308088
307,1783,0,,,7.419620
471,1783,0,,,6.840856
487,1783,0,,,7.446418
1053,1783,0,,,7.036417
81,1787,0,,,7.420577
159,1787,0,,,7.727083
217,1787,0,,,7.248412
247,1787,0,,,6.762950
307,1787,0,,,7.301480
471,1787,0,,,7.698011
487,1787,0,,,6.086754
1053,1787,0,,,7.658267
81,1789,0,,,7.441339
159,1789,0,,,7.130582
217,1789,0,,,6.500991
247,1789,0,,,7.434101
307,1789,0,,,7.058303
471,1789,0,,,7.565229
487,1789,0,,,6.996741
1053,1789,0,,,6.398416
81,1801,0,,,6.764506
159,1801,0,,,6.758648
217,1801,0,,,7.646585
247,1801,0,,,6.548691
307,1801,0,,,7.290939
471,1801,0,,,7.373734
487,1801,0,,,7.762475
1053,1801,0,,,7.464216
81,1811,0,,,6.969394
159,1811,0,,,7.199775
217,1811,0,,,7.747854
247,1811,0,,,7.546868
307,1811,0,,,7.804663
471,1811,0,,,6.926479
487,1811,0,,,7.619562
1053,1811,0,,,6.888041
81,1823,0,,,7.145578
159,1823,0,,,6.280572
217,1823,0,,,6.569118
247,1823,0,,,7.361688
307,1823,0,,,6.852397
471,1823,0,,,7.161718
487,1823,0,,,6.828381
1053,1823,0,,,6.972026
81,1831,0,,,6.429119
159,1831,0,,,6.848238
217,1831,0,,,7.615240
247,1831,0,,,6.909063
307,1831,0,,,8.330877
471,1831,0,,,7.147787
487,1831,0,,,7.824128
1053,1831,0,,,7.707441
81,1847,0,,,7.809659
159,1847,0,,,7.421872
217,1847,0,,,7.442273
247,1847,0,,,7.227175
307,1847,0,,,7.334331
471,1847,0,,,7.595961
487,1847,0,,,7.164413
1053,1847,0,,,7.639205
81,1861,0,,,7.156271
159,1861,0,,,7.513499
217,1861,0,,,6.874215
247,1861,0,,,7.443314
307,1861,0,,,7.256601
471,1861,0,,,7.282071
487,1861,0,,,6.806128
1053,1861,0,,,7.569536
81,1867,0,,,7.337994
159,1867,0,,,7.053104
217,1867,0,,,7.355767
247,1867,0,,,7.113535
307,1867,0,,,7.485428
471,1867,0,,,8.468261
487,1867,0,,,7.202332
1053,1867,0,,,6.706082
81,1871,0,,,6.480310
159,1871,0,,,7.234800
217,1871,0,,,6.679789
247,1871,0,,,7.364649
307,1871,0,,,6.803298
471,1871,0,,,7.269893
487,1871,0,,,7.254222
1053,1871,0,,,7.167980
81,1873,0,,,7.571459
159,1873,0,,,6.830893
217,1873,0,,,7.358091
247,1873,0,,,7.268957
307,1873,0,,,7.672215
471,1873,0,,,6.755379
487,1873,0,,,7.322931
1053,1873,0,,,6.733163
81,1877,0,,,7.204539
159,1877,0,,,6.866660
217,1877,0,,,6.832273
247,1877,0,,,7.434851
307,1877,0,,,7.861794
471,1877,0,,,6.545646
487,1877,0,,,7.077291
1053,1877,0,,,6.855544
81,1879,0,,,5.853580
159,1879,0,,,6.962712
217,1879,0,,,6.416446
247,1879,0,,,6.790829
307,1879,0,,,7.150547
471,1879,0,,,7.225846
487,1879,0,,,6.958805
1053,1879,0,,,7.015490
81,1889,0,,,7.013787
159,1889,0,,,7.291772
217,1889,0,,,6.910460
247,1889,0,,,7.147282
307,1889,0,,,7.168939
471,1889,0,,,7.344952
487,1889,0,,,6.859617
1053,1889,0,,,7.745417
81,1901,0,,,7.406436
159,1901,0,,,7.150767
217,1901,0,,,7.086713
247,1901,0,,,7.132045
307,1901,0,,,6.785852
471,1901,0,,,6.958709
487,1901,0,,,6.963334
1053,1901,0,,,6.634371
81,1907,0,,,6.696220
159,1907,0,,,7.150662
217,1907,0,,,6.864808
247,1907,0,,,7.376753
307,1907,0,,,7.685758
471,1907,0,,,7.368825
487,1907,0,,,7.352176
1053,1907,0,,,7.506111
81,1913,0,,,7.356862
159,1913,0,,,7.172441
217,1913,0,,,7.218598
247,1913,0,,,7.320258
307,1913,0,,,7.393284
471,1913,0,,,7.276224
487,1913,0,,,7.011186
1053,1913,0,,,7.559813
81,1931,0,,,7.383201
159,1931,0,,,7.055260
217,1931,0,,,7.151898
247,1931,0,,,7.538161
307,1931,0,,,6.898321
471,1931,0,,,7.192497
487,1931,0,,,7.442051
1053,1931,0,,,7.530320
81,1933,0,,,7.465496
159,1933,0,,,6.561520
217,1933,0,,,7.436969
247,1933,0,,,6.928935
307,1933,0,,,7.197524
471,1933,0,,,6.550608
487,1933,0,,,7.698619
1053,1933,0,,,7.103433
81,1949,0,,,6.610473
159,1949,0,,,6.755415
217,1949,0,,,7.270213
247,1949,0,,,7.841095
307,1949,0,,,7.409150
471,1949,0,,,6.727218
487,1949,0,,,7.328043
1053,1949,0,,,7.832885
81,1951,0,,,7.809144
159,1951,0,,,7.155237
217,1951,0,,,7.494602
247,1951,0,,,6.949533
307,1951,0,,,6.928526
471,1951,0,,,7.713123
487,1951,0,,,6.392312
1053,1951,0,,,7.185585
81,1973,0,,,7.135071
159,1973,0,,,6.899791
217,1973,0,,,6.651607
247,1973,0,,,7.536497
307,1973,0,,,7.109923
471,1973,0,,,6.716093
487,1973,0,,,7.371104
1053,1973,0,,,7.806410
81,1979,0,,,7.959794
159,1979,0,,,7.782252
217,1979,0,,,6.615014
247,1979,0,,,7.788114
307,1979,0,,,7.174437
471,1979,0,,,6.835011
