scale_digits,candidate_bound,factor_bound,q_gap,prime_count,wheel_open_count,pre_q_wheel_open_count,pre_q_closed_count,pre_q_unresolved_count,all_unresolved_count,q_closed,first_wheel_unresolved_offset,full_certificate_entries,hybrid_certificate_entries,horizon_rule_succeeds,exact_count,pre_q_exact_count,nextprime_seconds,strip_seconds,total_seconds
1234,4096,1000000000,1269,50847534,1093,339,311,28,105,0,81,339,28,0,0,0,0.600244,2.809309,8.474295
pre_q_unresolved_offsets,81,97,159,217,247,259,307,423,471,487,511,601,679,769,783,819,877,907,921,957,987,997,1021,1047,1053,1083,1087,1243,1269,1297,1323,1329,1363,1399,1413,1533,1551,1567,1581,1593,1617,1621,1633,1687,1689,1713,1729,1789,1801,1803,1857,1861,1887,1963,1999,2011,2109,2173,2181,2191,2203,2287,2299,2329,2337,2347,2361,2373,2389,2467,2511,2539,2583,2637,2643,2671,2697,2743,2767,2827,2869,2877,2907,2979,3031,3057,3099,3111,3183,3211,3219,3241,3297,3349,3471,3517,3541,3657,3721,3751,3769,3843,3861,3913,3973
