offset,solved,method,witness,seconds
81,0,,,88.447307
159,0,,,80.997002
217,0,,,77.260213
247,0,,,78.278951
307,0,,,84.122638
471,0,,,76.911303
487,0,,,146.166499
1053,0,,,149.144659
