scale,q,candidate,sixth_layer_normal_form,fifth_remainder,fifth_remainder_signature,sixth_factor,sixth_remainder,sixth_remainder_tau,sixth_remainder_family,sixth_remainder_signature,sixth_strip_terminal,sixth_strip_accounted
1000000000000000000,999999999999958571,999999999999958573,distinct_4_prime_product,37863011623943,11*17*21617*9366517,11,3442091965813,8,multi_prime_family,17*21617*9366517,seventh_layer_multi_prime,False
1000000000000000000,999999999999893597,999999999999893599,distinct_3_prime_product,651372866021,1451*3191*140681,1451,448913071,4,semiprime_distinct,3191*140681,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999839207,999999999999839209,distinct_3_prime_product,544638874471,277*641*3067403,277,1966205323,4,semiprime_distinct,641*3067403,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999803339,999999999999803341,distinct_3_prime_product,1203950402059,239*1289*3908029,239,5037449381,4,semiprime_distinct,1289*3908029,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999790697,999999999999790699,distinct_3_prime_product,868765197961,379*16417*139627,379,2292256459,4,semiprime_distinct,16417*139627,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999699011,999999999999699013,distinct_3_prime_product,104955814127,2621*5869*6823,2621,40044187,4,semiprime_distinct,5869*6823,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999641639,999999999999641641,one_square_3_distinct_prime_product,37863011623931,13^2*761*2917*100927,13,2912539355687,16,multi_prime_family,13*761*2917*100927,seventh_layer_multi_prime,False
1000000000000000000,999999999999614381,999999999999614383,distinct_3_prime_product,78261891053,773*1279*79159,773,101244361,4,semiprime_distinct,1279*79159,sixth_strip_semiprime_distinct,True
1000000000000000000,999999999999540797,999999999999540799,distinct_3_prime_product,9685886694493,809*54647*219091,809,11972665877,4,semiprime_distinct,54647*219091,sixth_strip_semiprime_distinct,True
