k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
34673,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
34679,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
34693,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
34721,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
34759,2,"[10, 12]",11.0,10,12,2,1.0,2.0,1.0,0.0
34763,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
34807,1,[60],60.0,60,60,1,1.0,8.0,1.0,0.0
34841,1,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
34847,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
34849,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
34871,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
34883,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
34939,2,"[30, 42]",36.0,30,42,2,1.0,1.5,1.0,0.0
34981,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
35051,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
35053,2,"[18, 22]",20.0,18,22,2,1.0,2.5,1.0,0.0
35069,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
35081,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
35089,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
35107,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
35111,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
35117,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
35141,2,"[18, 30]",24.0,18,30,2,1.0,2.0,1.0,0.0
35171,1,[18],18.0,18,18,1,1.0,10.0,1.0,0.0
35201,2,"[18, 38]",28.0,18,38,2,1.0,4.5,1.0,0.0
35221,2,"[10, 24]",17.0,10,24,2,1.0,1.5,1.0,0.0
35227,2,"[10, 24]",17.0,10,24,2,1.0,2.5,1.0,0.0
35251,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
35257,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
35267,2,"[30, 46]",38.0,30,46,2,1.0,4.0,1.0,0.0
35291,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
35311,3,"[6, 10, 18]",11.3333,6,18,3,1.0,3.0,1.0,0.0
35317,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
35323,1,[14],14.0,14,14,1,1.0,8.0,1.0,0.0
35327,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
35339,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
35381,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
35401,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
35419,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
35423,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
35437,2,"[10, 12]",11.0,10,12,2,1.0,5.0,1.0,0.0
35447,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
35449,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
35461,2,"[10, 14]",12.0,10,14,2,1.0,3.0,1.0,0.0
35491,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
35507,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
35509,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
35521,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
35527,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
35531,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
35543,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
35591,5,"[6, 10, 12, 14, 18]",12.0,6,18,5,1.0,3.4,1.0,0.0
35593,3,"[4, 22, 32]",19.3333,4,32,3,1.0,2.0,0.6667,0.0
35603,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
35617,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
35671,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
35729,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
35731,2,"[4, 8]",6.0,4,8,2,1.0,4.0,0.5,0.0
35747,3,"[6, 10, 12]",9.3333,6,12,3,1.0,2.6667,1.0,0.0
35753,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
35759,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
35771,2,"[22, 64]",43.0,22,64,2,1.0,2.5,1.0,0.0
35797,2,"[6, 20]",13.0,6,20,2,1.0,2.5,1.0,0.0
35801,1,[26],26.0,26,26,1,1.0,8.0,1.0,0.0
35809,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
35831,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
35837,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
35839,2,"[12, 26]",19.0,12,26,2,1.0,4.0,1.0,0.0
35863,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
35869,2,"[6, 12]",9.0,6,12,2,1.0,2.0,0.5,0.0
35899,2,"[12, 22]",17.0,12,22,2,1.0,2.5,1.0,0.0
35911,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
35923,2,"[4, 18]",11.0,4,18,2,1.0,2.5,1.0,0.0
35933,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
35963,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
35977,2,"[10, 20]",15.0,10,20,2,1.0,3.0,1.0,0.0
35993,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
35999,2,"[6, 20]",13.0,6,20,2,1.0,1.5,1.0,0.0
36007,2,"[18, 20]",19.0,18,20,2,1.0,2.0,1.0,0.0
36011,1,[4],4.0,4,4,1,1.0,2.0,1.0,0.0
36013,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
36061,4,"[4, 6, 10]",6.5,4,10,3,1.0,3.0,0.75,0.0
36067,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
36073,2,"[14, 16]",15.0,14,16,2,1.0,3.0,1.0,0.0
36097,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
36107,2,"[6, 26]",16.0,6,26,2,1.0,4.5,1.0,0.0
36131,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
36151,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
36161,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
36191,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
36209,4,"[10, 12, 18, 20]",15.0,10,20,4,1.0,3.25,1.0,0.0
36217,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
36241,1,[22],22.0,22,22,1,1.0,2.0,1.0,0.0
36251,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
36263,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
36293,2,"[4, 14]",9.0,4,14,2,1.0,3.5,1.0,0.0
36299,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
36307,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
36313,2,"[4, 10]",7.0,4,10,2,1.0,5.5,0.5,0.0
36341,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
36353,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
36383,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
36457,4,"[8, 12, 24, 26]",17.5,8,26,4,1.0,2.75,1.0,0.0
36467,2,"[6, 16]",11.0,6,16,2,1.0,2.0,0.5,0.0
36469,1,[26],26.0,26,26,1,1.0,6.0,1.0,0.0
36479,2,"[16, 30]",23.0,16,30,2,1.0,3.5,1.0,0.0
36523,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
36527,1,[8],8.0,8,8,1,1.0,2.0,1.0,0.0
36551,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
36559,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
36571,2,"[4, 38]",21.0,4,38,2,1.0,2.0,0.5,0.0
36583,2,"[6, 10]",8.0,6,10,2,1.0,3.0,1.0,0.0
36599,2,"[12, 40]",26.0,12,40,2,1.0,6.0,1.0,0.0
36607,3,"[6, 10, 12]",9.3333,6,12,3,1.0,2.3333,0.6667,0.0
36637,2,"[12, 18]",15.0,12,18,2,1.0,3.0,1.0,0.0
36643,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
36671,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
36697,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
36713,2,"[6, 22]",14.0,6,22,2,1.0,1.5,0.5,0.0
36761,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
36767,3,"[10, 12, 40]",20.6667,10,40,3,1.0,3.3333,0.6667,0.0
36779,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
36781,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
36791,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
36809,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
36821,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
36871,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
36887,2,"[6, 28]",17.0,6,28,2,1.0,2.5,1.0,0.0
36901,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
36913,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
36919,3,"[12, 16, 26]",18.0,12,26,3,1.0,4.3333,1.0,0.0
36931,1,[28],28.0,28,28,1,1.0,1.0,1.0,0.0
36943,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
36973,2,"[4, 16]",10.0,4,16,2,1.0,3.5,0.5,0.0
37003,3,"[6, 18, 22]",15.3333,6,22,3,1.0,6.0,1.0,0.0
37013,3,"[6, 12, 22]",13.3333,6,22,3,1.0,3.6667,0.6667,0.0
37019,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
37039,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
37057,2,"[12, 20]",16.0,12,20,2,1.0,2.0,1.0,0.0
37061,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
37087,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
37159,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
37189,2,"[6, 28]",17.0,6,28,2,1.0,3.0,1.0,0.0
37217,2,"[8, 10]",9.0,8,10,2,1.0,2.5,1.0,0.0
37253,1,[34],34.0,34,34,1,1.0,6.0,1.0,0.0
37273,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
37277,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
37321,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
37339,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
37357,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
37361,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
37369,2,"[12, 18]",15.0,12,18,2,1.0,3.5,1.0,0.0
37379,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
37397,1,[8],8.0,8,8,1,1.0,3.0,1.0,0.0
37423,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
37441,2,"[4, 6]",5.0,4,6,2,1.0,2.0,0.5,0.0
37447,1,[28],28.0,28,28,1,1.0,6.0,1.0,0.0
37489,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
37493,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
37507,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
37537,2,"[12, 24]",18.0,12,24,2,1.0,4.0,1.0,0.0
37547,2,"[24, 50]",37.0,24,50,2,1.0,4.0,1.0,0.0
37561,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
37567,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
37571,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
37573,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
37591,1,[32],32.0,32,32,1,1.0,2.0,1.0,0.0
37607,1,[34],34.0,34,34,1,1.0,1.0,1.0,0.0
37633,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
37649,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
37663,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
37693,3,"[10, 24, 26]",20.0,10,26,3,1.0,2.6667,1.0,0.0
37699,1,[16],16.0,16,16,1,1.0,4.0,1.0,0.0
37717,1,[16],16.0,16,16,1,1.0,7.0,1.0,0.0
37781,2,"[18, 22]",20.0,18,22,2,1.0,2.5,1.0,0.0
37783,1,[34],34.0,34,34,1,1.0,4.0,1.0,0.0
37799,2,"[10, 20]",15.0,10,20,2,1.0,1.5,1.0,0.0
37811,2,"[6, 22]",14.0,6,22,2,1.0,2.5,1.0,0.0
37813,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
37831,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
37847,3,"[10, 18, 36]",21.3333,10,36,3,1.0,5.3333,1.0,0.0
37853,1,[16],16.0,16,16,1,1.0,1.0,1.0,0.0
37871,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
37879,2,"[6, 10]",8.0,6,10,2,1.0,3.0,1.0,0.0
37907,2,"[12, 24]",18.0,12,24,2,1.0,5.0,1.0,0.0
37951,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
37987,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
37991,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
37997,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
38011,2,"[24, 26]",25.0,24,26,2,1.0,7.5,1.0,0.0
38047,2,"[26, 38]",32.0,26,38,2,1.0,7.5,1.0,0.0
38053,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
38069,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
38083,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
38177,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
38183,2,"[18, 20]",19.0,18,20,2,1.0,4.0,1.0,0.0
38201,2,"[12, 16]",14.0,12,16,2,1.0,4.5,1.0,0.0
38273,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
38287,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
38299,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
38303,1,[32],32.0,32,32,1,1.0,2.0,1.0,0.0
38317,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
38327,1,[12],12.0,12,12,1,1.0,9.0,1.0,0.0
38329,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
38333,3,"[6, 12, 22]",13.3333,6,22,3,1.0,6.3333,0.6667,0.0
38351,1,[4],4.0,4,4,1,1.0,1.0,1.0,0.0
38447,3,"[6, 28, 36]",23.3333,6,36,3,1.0,3.3333,1.0,0.0
38459,2,"[22, 42]",32.0,22,42,2,1.0,3.0,1.0,0.0
38461,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
38501,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
38561,2,"[6, 24]",15.0,6,24,2,1.0,3.0,1.0,0.0
38569,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
38593,3,"[6, 14, 18]",12.6667,6,18,3,1.0,3.0,1.0,0.0
38609,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
38629,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
38651,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
38653,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
38671,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
38693,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
38699,2,"[12, 16]",14.0,12,16,2,1.0,2.5,1.0,0.0
38707,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
38723,2,"[18, 20]",19.0,18,20,2,1.0,2.0,1.0,0.0
38737,1,[38],38.0,38,38,1,1.0,2.0,1.0,0.0
38747,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
38749,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
38767,3,"[6, 12, 22]",13.3333,6,22,3,1.0,3.3333,0.6667,0.0
38803,2,"[14, 36]",25.0,14,36,2,1.0,3.5,1.0,0.0
38851,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
38861,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
38867,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
38873,2,"[6, 30]",18.0,6,30,2,1.0,2.5,1.0,0.0
38903,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
38921,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
38933,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
38953,1,[22],22.0,22,22,1,1.0,1.0,1.0,0.0
38971,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
38993,1,[28],28.0,28,28,1,1.0,4.0,1.0,0.0
39019,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
39023,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
39041,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
39043,1,[66],66.0,66,66,1,1.0,6.0,1.0,0.0
39079,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
39089,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
39103,3,"[10, 12, 22]",14.6667,10,22,3,1.0,5.3333,1.0,0.0
39107,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
39119,3,"[16, 24, 36]",25.3333,16,36,3,1.0,3.0,1.0,0.0
39133,1,[14],14.0,14,14,1,1.0,4.0,1.0,0.0
39209,3,"[16, 42]",24.6667,16,42,2,1.0,2.6667,1.0,0.0
39227,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
39233,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
39241,2,"[4, 34]",19.0,4,34,2,1.0,3.0,0.5,0.0
39251,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
39293,2,"[10, 20]",15.0,10,20,2,1.0,3.0,1.0,0.0
39301,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
39323,2,"[4, 10]",7.0,4,10,2,1.0,2.0,0.5,0.0
39343,2,"[4, 12]",8.0,4,12,2,1.0,3.5,0.5,0.0
39359,1,[52],52.0,52,52,1,1.0,1.0,1.0,0.0
39367,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
39371,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
39383,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
39397,1,[28],28.0,28,28,1,1.0,4.0,1.0,0.0
39409,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
39419,2,"[16, 20]",18.0,16,20,2,1.0,3.5,1.0,0.0
39439,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
39443,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
39451,2,"[8, 14]",11.0,8,14,2,1.0,5.0,1.0,0.0
39461,2,[22],22.0,22,22,1,1.0,6.0,1.0,0.0
39503,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
39509,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
39551,2,"[8, 24]",16.0,8,24,2,1.0,2.0,1.0,0.0
39581,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
39607,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
39623,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
39631,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
39671,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
39679,2,"[10, 22]",16.0,10,22,2,1.0,3.0,0.5,0.0
39703,1,[34],34.0,34,34,1,1.0,4.0,1.0,0.0
39727,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
39761,2,"[6, 38]",22.0,6,38,2,1.0,2.0,1.0,0.0
39779,2,"[20, 26]",23.0,20,26,2,1.0,2.0,1.0,0.0
39839,2,"[12, 16]",14.0,12,16,2,1.0,4.0,1.0,0.0
39841,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
39847,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
39857,2,"[6, 20]",13.0,6,20,2,1.0,3.5,0.5,0.0
39869,2,"[10, 22]",16.0,10,22,2,1.0,1.0,1.0,0.0
39883,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
39929,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
39953,2,"[18, 22]",20.0,18,22,2,1.0,2.5,1.0,0.0
39979,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
39989,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
40009,1,[34],34.0,34,34,1,1.0,9.0,1.0,0.0
40031,1,[14],14.0,14,14,1,1.0,6.0,1.0,0.0
40039,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
40063,2,"[10, 38]",24.0,10,38,2,1.0,3.0,1.0,0.0
40087,2,"[6, 12]",9.0,6,12,2,1.0,1.5,1.0,0.0
40093,2,"[20, 32]",26.0,20,32,2,1.0,3.5,1.0,0.0
40099,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
40151,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
40163,1,[16],16.0,16,16,1,1.0,6.0,1.0,0.0
40169,1,[10],10.0,10,10,1,1.0,2.0,1.0,0.0
40189,2,"[10, 20]",15.0,10,20,2,1.0,6.5,1.0,0.0
40213,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
40237,1,[14],14.0,14,14,1,1.0,2.0,1.0,0.0
40241,1,[26],26.0,26,26,1,1.0,2.0,1.0,0.0
40253,1,[4],4.0,4,4,1,1.0,3.0,1.0,0.0
40277,2,"[6, 34]",20.0,6,34,2,1.0,3.5,1.0,0.0
40351,3,"[14, 20, 36]",23.3333,14,36,3,1.0,3.3333,1.0,0.0
40357,2,"[6, 12]",9.0,6,12,2,1.0,5.0,1.0,0.0
40361,1,[28],28.0,28,28,1,1.0,3.0,1.0,0.0
40387,1,[10],10.0,10,10,1,1.0,7.0,1.0,0.0
40423,2,"[6, 24]",15.0,6,24,2,1.0,2.0,1.0,0.0
40427,1,[44],44.0,44,44,1,1.0,2.0,1.0,0.0
40429,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
40459,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
40487,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
40519,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
40531,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
40543,2,"[4, 16]",10.0,4,16,2,1.0,1.0,0.5,0.0
40559,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
40583,1,[22],22.0,22,22,1,1.0,4.0,1.0,0.0
40591,2,"[18, 38]",28.0,18,38,2,1.0,5.0,1.0,0.0
40597,1,[44],44.0,44,44,1,1.0,2.0,1.0,0.0
40609,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
40627,1,[16],16.0,16,16,1,1.0,2.0,1.0,0.0
40637,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
40751,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
40759,2,"[10, 22]",16.0,10,22,2,1.0,3.5,1.0,0.0
40771,1,[14],14.0,14,14,1,1.0,5.0,1.0,0.0
40787,2,"[12, 34]",23.0,12,34,2,1.0,5.0,1.0,0.0
40801,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
40819,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
40841,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
40847,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
40879,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
40897,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
40927,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
40939,3,"[12, 18, 20]",16.6667,12,20,3,1.0,2.0,1.0,0.0
40949,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
40961,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
40973,1,[10],10.0,10,10,1,1.0,4.0,1.0,0.0
40993,1,[10],10.0,10,10,1,1.0,7.0,1.0,0.0
41011,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
41023,1,[22],22.0,22,22,1,1.0,3.0,1.0,0.0
41039,2,"[24, 26]",25.0,24,26,2,1.0,4.0,1.0,0.0
41047,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
41077,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
41117,1,[14],14.0,14,14,1,1.0,12.0,1.0,0.0
41131,1,[4],4.0,4,4,1,1.0,2.0,0.0,0.0
41143,1,[10],10.0,10,10,1,1.0,7.0,1.0,0.0
41177,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
41189,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
41203,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
41221,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
41243,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
41257,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
41263,2,"[14, 18]",16.0,14,18,2,1.0,2.5,1.0,0.0
41281,1,[10],10.0,10,10,1,1.0,1.0,1.0,0.0
41333,2,"[24, 84]",54.0,24,84,2,1.0,4.0,1.0,0.0
41381,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
41387,3,"[10, 12, 14]",12.0,10,14,3,1.0,3.3333,1.0,0.0
41389,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
41411,1,[10],10.0,10,10,1,1.0,7.0,0.0,0.0
41443,2,"[12, 18]",15.0,12,18,2,1.0,3.0,1.0,0.0
41453,1,[4],4.0,4,4,1,1.0,1.0,0.0,0.0
41467,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
41491,1,[20],20.0,20,20,1,1.0,6.0,1.0,0.0
41507,2,[6],6.0,6,6,1,1.0,3.0,0.5,0.0
41519,2,"[10, 30]",20.0,10,30,2,1.0,3.0,1.0,0.0
41521,1,[32],32.0,32,32,1,1.0,6.0,1.0,0.0
41539,1,[26],26.0,26,26,1,1.0,3.0,1.0,0.0
41579,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
41593,1,[20],20.0,20,20,1,1.0,2.0,1.0,0.0
41597,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
41603,1,[44],44.0,44,44,1,1.0,2.0,1.0,0.0
41611,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
41621,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
41627,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
41641,1,[28],28.0,28,28,1,1.0,2.0,1.0,0.0
41681,2,"[10, 12]",11.0,10,12,2,1.0,6.0,1.0,0.0
41737,1,[10],10.0,10,10,1,1.0,6.0,1.0,0.0
41801,1,[36],36.0,36,36,1,1.0,10.0,1.0,0.0
41843,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
41893,3,"[4, 6, 14]",8.0,4,14,3,1.0,4.0,0.3333,0.0
41903,2,"[10, 18]",14.0,10,18,2,1.0,5.0,1.0,0.0
41911,1,[10],10.0,10,10,1,1.0,3.0,1.0,0.0
41927,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
41941,2,"[6, 22]",14.0,6,22,2,1.0,3.5,0.5,0.0
41957,3,"[10, 12, 20]",14.0,10,20,3,1.0,4.6667,1.0,0.0
