offset,sigma,solved,method,witness,seconds
81,419,0,,,29.355881
159,419,0,,,29.246091
217,419,0,,,29.434022
247,419,0,,,29.109915
307,419,0,,,29.358340
471,419,0,,,29.181746
487,419,0,,,29.353951
1053,419,0,,,29.161005
81,421,0,,,29.260170
159,421,0,,,29.230107
217,421,0,,,29.226945
247,421,0,,,29.114508
307,421,0,,,29.300004
471,421,0,,,28.647051
487,421,0,,,28.614128
1053,421,0,,,29.283673
81,431,0,,,29.202895
159,431,0,,,29.232604
217,431,0,,,29.149716
247,431,0,,,29.101616
307,431,0,,,29.208029
471,431,0,,,29.390491
487,431,0,,,29.210246
1053,431,0,,,29.289230
81,433,0,,,29.495492
159,433,0,,,29.141124
217,433,0,,,29.260413
247,433,0,,,28.902719
307,433,0,,,28.893918
471,433,0,,,28.442253
487,433,0,,,28.528854
1053,433,0,,,28.484429
81,439,0,,,28.461902
159,439,0,,,28.596837
217,439,0,,,28.489104
247,439,0,,,28.460236
307,439,0,,,28.578440
471,439,0,,,28.538640
487,439,0,,,28.502373
1053,439,0,,,28.528530
81,443,0,,,28.561256
159,443,0,,,28.464883
217,443,0,,,28.571303
247,443,0,,,28.392372
307,443,0,,,28.516737
471,443,0,,,28.565667
487,443,0,,,28.588671
1053,443,0,,,30.383878
81,449,0,,,35.860659
159,449,0,,,31.757746
217,449,0,,,28.035003
247,449,0,,,27.717506
307,449,0,,,27.746587
471,449,0,,,27.713065
487,449,0,,,27.613515
1053,449,0,,,27.705162
81,457,0,,,27.669850
159,457,0,,,27.736687
217,457,0,,,27.768577
247,457,0,,,27.597193
307,457,0,,,27.695220
471,457,0,,,27.703233
487,457,0,,,27.684421
1053,457,0,,,27.681384
81,461,0,,,27.665407
159,461,0,,,27.731248
217,461,0,,,27.737311
247,461,0,,,27.582722
307,461,0,,,27.729128
471,461,0,,,27.638587
487,461,0,,,27.717551
1053,461,0,,,27.717017
81,463,0,,,27.646035
159,463,0,,,27.648738
217,463,0,,,27.824682
247,463,0,,,28.688879
307,463,0,,,28.901278
471,463,0,,,27.647057
487,463,0,,,27.664688
1053,463,0,,,27.683508
81,467,0,,,27.622349
159,467,0,,,27.748055
217,467,0,,,27.713402
247,467,0,,,27.598993
307,467,0,,,27.695433
471,467,0,,,27.763551
487,467,0,,,27.748971
1053,467,0,,,27.689203
81,479,0,,,27.677831
159,479,0,,,28.344593
217,479,0,,,27.706215
247,479,0,,,27.692558
307,479,0,,,27.687417
471,479,0,,,27.588030
487,479,0,,,27.721436
1053,479,0,,,27.664306
81,487,0,,,27.628961
159,487,0,,,27.721984
217,487,0,,,27.836023
247,487,0,,,27.681320
307,487,0,,,28.192067
471,487,0,,,28.930400
487,487,0,,,28.344936
1053,487,0,,,27.639895
81,491,0,,,27.868737
159,491,0,,,27.899890
217,491,0,,,27.770266
247,491,0,,,27.866899
307,491,0,,,27.854081
471,491,0,,,27.790579
487,491,0,,,27.867407
1053,491,0,,,27.841652
81,499,0,,,27.747820
159,499,0,,,27.880541
217,499,0,,,27.893982
247,499,0,,,27.734385
307,499,0,,,43.286836
471,499,0,,,55.783281
