offset,sigma,solved,method,witness,seconds
81,601,0,,,134.284933
159,601,0,,,133.584232
217,601,0,,,132.992030
247,601,0,,,134.589049
307,601,0,,,134.212116
471,601,0,,,133.794934
487,601,0,,,133.805364
1053,601,0,,,132.547969
