offset,sigma,solved,method,witness,seconds
81,103,0,,,2.716066
97,103,0,,,2.751520
159,103,0,,,2.725904
217,103,0,,,2.737782
247,103,0,,,2.715907
307,103,0,,,2.744872
423,103,0,,,2.734205
471,103,0,,,2.709294
487,103,0,,,2.722133
1053,103,0,,,2.725435
1083,103,0,,,2.725912
1087,103,0,,,2.715038
81,107,0,,,2.731515
97,107,0,,,2.718550
159,107,0,,,2.730183
217,107,0,,,2.722542
247,107,0,,,2.757508
307,107,0,,,2.732762
423,107,0,,,2.731240
471,107,0,,,2.720546
487,107,0,,,2.728127
1053,107,0,,,2.718030
1083,107,0,,,2.736994
1087,107,0,,,2.715391
81,109,0,,,2.731955
97,109,0,,,2.729360
159,109,0,,,2.720258
217,109,0,,,2.734423
247,109,0,,,2.720744
307,109,0,,,2.727397
423,109,0,,,2.724707
471,109,0,,,2.757914
487,109,0,,,2.722089
1053,109,0,,,2.718128
1083,109,0,,,2.719227
1087,109,0,,,2.734449
81,113,0,,,2.729544
97,113,0,,,2.723871
159,113,0,,,2.725104
217,113,0,,,2.738856
247,113,0,,,2.722627
307,113,0,,,2.718929
423,113,0,,,2.724656
471,113,0,,,2.729464
487,113,0,,,2.728633
1053,113,0,,,2.752160
1083,113,0,,,2.724454
1087,113,0,,,2.726617
81,127,0,,,2.723090
97,127,0,,,2.714760
159,127,0,,,2.730000
217,127,0,,,2.716360
247,127,0,,,2.716069
307,127,0,,,2.725656
423,127,0,,,2.732255
471,127,0,,,2.721244
487,127,0,,,2.726520
1053,127,0,,,2.727801
1083,127,0,,,2.768919
1087,127,0,,,2.722216
81,131,0,,,2.722067
97,131,0,,,2.721887
159,131,0,,,2.721695
217,131,0,,,2.724327
247,131,0,,,2.712078
307,131,0,,,2.737732
423,131,0,,,2.716150
471,131,0,,,2.721077
487,131,0,,,2.717461
1053,131,0,,,2.724014
1083,131,0,,,2.717861
1087,131,0,,,2.716780
81,137,0,,,2.719262
97,137,1,gmp_ecm_b50k_sigma_137,13485985878505098653087,2.234729
159,137,0,,,2.725386
217,137,0,,,2.729635
247,137,0,,,2.719052
307,137,0,,,2.722471
423,137,0,,,2.721728
471,137,0,,,2.716619
487,137,0,,,2.729343
1053,137,0,,,2.713396
1083,137,0,,,2.721135
1087,137,0,,,2.748975
81,139,0,,,2.731389
159,139,0,,,2.720374
217,139,0,,,2.723786
247,139,0,,,2.711263
307,139,0,,,2.727054
423,139,0,,,2.724584
471,139,0,,,2.725517
487,139,0,,,2.720018
1053,139,0,,,2.721830
1083,139,0,,,2.727750
1087,139,0,,,2.720389
81,149,0,,,2.733188
159,149,0,,,2.723292
217,149,0,,,2.726906
247,149,0,,,2.719549
307,149,0,,,2.732991
423,149,0,,,2.755378
471,149,0,,,2.722509
487,149,0,,,2.719931
1053,149,0,,,2.728583
1083,149,0,,,2.715899
1087,149,0,,,2.718947
81,151,0,,,2.720160
159,151,0,,,2.730083
217,151,0,,,2.729896
247,151,0,,,2.717813
307,151,0,,,2.729458
423,151,0,,,2.726384
471,151,0,,,2.719124
487,151,0,,,2.726605
1053,151,0,,,2.723065
1083,151,0,,,2.718498
1087,151,0,,,2.718416
81,157,0,,,2.723761
159,157,0,,,2.728927
217,157,0,,,2.720922
247,157,0,,,2.723456
307,157,0,,,2.728977
423,157,0,,,2.736152
471,157,0,,,2.760447
487,157,0,,,2.723676
1053,157,0,,,2.716360
1083,157,0,,,2.725621
1087,157,0,,,2.715271
81,163,0,,,2.715677
159,163,0,,,2.730147
217,163,0,,,2.724265
247,163,0,,,2.720176
307,163,0,,,2.723152
423,163,0,,,2.732158
471,163,0,,,2.713613
487,163,0,,,2.721406
1053,163,0,,,2.751198
1083,163,0,,,2.726852
1087,163,0,,,2.722277
81,167,0,,,2.727995
159,167,0,,,2.730246
217,167,0,,,2.732498
247,167,0,,,2.730005
307,167,0,,,2.722844
423,167,0,,,2.730175
471,167,0,,,2.711578
487,167,0,,,2.729787
1053,167,0,,,2.713545
1083,167,0,,,2.723865
1087,167,0,,,2.712696
81,173,0,,,2.777929
159,173,0,,,2.815388
217,173,0,,,2.734760
247,173,0,,,2.713474
307,173,0,,,2.737390
423,173,0,,,2.830590
471,173,0,,,2.800725
487,173,0,,,2.815433
1053,173,0,,,2.751766
1083,173,0,,,2.798998
1087,173,0,,,2.731234
81,179,0,,,2.731974
159,179,0,,,2.746173
217,179,0,,,2.757446
247,179,0,,,2.731434
307,179,0,,,2.725956
423,179,0,,,2.732121
471,179,0,,,2.749757
487,179,0,,,2.732855
1053,179,0,,,2.778606
1083,179,0,,,2.808541
1087,179,0,,,2.773264
81,181,0,,,2.847026
159,181,0,,,2.779668
217,181,0,,,2.866455
247,181,0,,,2.850809
307,181,0,,,2.873503
423,181,0,,,2.936321
471,181,0,,,2.925277
487,181,0,,,2.926467
1053,181,0,,,2.976508
1083,181,0,,,2.925050
1087,181,0,,,2.857596
81,191,0,,,2.851176
159,191,0,,,2.920636
217,191,0,,,2.902870
247,191,0,,,2.866987
307,191,0,,,2.878081
423,191,0,,,2.906001
471,191,0,,,2.877430
487,191,0,,,2.908305
1053,191,0,,,2.970942
1083,191,0,,,2.917394
1087,191,0,,,2.727370
81,193,0,,,2.745865
159,193,0,,,2.988874
217,193,0,,,3.007258
247,193,0,,,2.726945
307,193,0,,,2.746880
423,193,0,,,2.772092
471,193,0,,,2.757623
487,193,0,,,2.746801
1053,193,0,,,2.747816
1083,193,0,,,2.745746
1087,193,0,,,2.738300
81,197,0,,,2.791169
159,197,0,,,3.197928
217,197,0,,,2.733854
247,197,0,,,2.726999
307,197,0,,,2.780005
423,197,0,,,2.767318
471,197,0,,,2.730122
487,197,0,,,2.752924
1053,197,0,,,2.731656
1083,197,0,,,2.741662
1087,197,0,,,2.731586
81,199,0,,,2.737300
159,199,0,,,2.740604
217,199,0,,,2.743536
247,199,0,,,2.729908
307,199,0,,,2.763377
423,199,0,,,2.745914
471,199,0,,,2.730133
487,199,0,,,2.735616
1053,199,0,,,2.729785
1083,199,0,,,2.758090
1087,199,0,,,2.738672
