offset,sigma,solved,method,witness,seconds
471,31,0,,,0.744150
487,31,0,,,0.743721
957,31,0,,,0.744219
1053,31,0,,,0.786201
1083,31,0,,,0.750777
1087,31,0,,,0.741815
81,37,0,,,0.744018
97,37,0,,,0.740630
159,37,0,,,0.745208
217,37,0,,,0.744482
247,37,0,,,0.744039
307,37,0,,,0.744716
423,37,0,,,0.754862
471,37,0,,,0.743755
487,37,0,,,0.743289
957,37,1,gmp_ecm_b11k_sigma_37,5141226043043,0.755426
1053,37,0,,,0.748179
1083,37,0,,,0.745401
1087,37,0,,,0.749400
81,41,0,,,0.750501
97,41,0,,,0.743826
159,41,0,,,0.751168
217,41,0,,,0.754711
247,41,0,,,0.749626
307,41,0,,,0.743748
423,41,0,,,0.746825
471,41,0,,,0.747922
487,41,0,,,0.779623
1053,41,0,,,0.742064
1083,41,0,,,0.743927
1087,41,0,,,0.746501
81,43,0,,,0.754618
97,43,0,,,0.745732
159,43,0,,,0.746003
217,43,0,,,0.745385
247,43,0,,,0.744812
307,43,0,,,0.756257
423,43,0,,,0.744128
471,43,0,,,0.743755
487,43,0,,,0.748351
1053,43,0,,,0.743306
1083,43,0,,,0.742307
1087,43,0,,,0.741445
81,47,0,,,0.748396
97,47,0,,,0.742357
159,47,0,,,0.748624
217,47,0,,,0.744848
247,47,0,,,0.743474
307,47,0,,,0.746550
423,47,0,,,0.742581
471,47,0,,,0.746710
487,47,0,,,0.741666
1053,47,0,,,0.742097
1083,47,0,,,0.751848
1087,47,0,,,0.741113
81,53,0,,,0.744819
97,53,0,,,0.746515
159,53,0,,,0.742059
217,53,0,,,0.747866
247,53,0,,,0.745889
307,53,0,,,0.744887
423,53,0,,,0.743187
471,53,0,,,0.744149
487,53,0,,,0.748287
1053,53,0,,,0.740355
1083,53,0,,,0.744061
1087,53,0,,,0.776910
81,59,0,,,0.754175
97,59,0,,,0.745139
159,59,0,,,0.744586
217,59,0,,,0.749328
247,59,0,,,0.741718
307,59,0,,,0.747074
423,59,0,,,0.747744
471,59,0,,,0.744205
487,59,0,,,0.743285
1053,59,0,,,0.744780
1083,59,0,,,0.743747
1087,59,0,,,0.741392
81,61,0,,,0.745047
97,61,0,,,0.745180
159,61,0,,,0.750385
217,61,0,,,0.743227
247,61,0,,,0.747248
307,61,0,,,0.745130
423,61,0,,,0.741242
471,61,0,,,0.748624
487,61,0,,,0.744945
1053,61,0,,,0.742628
1083,61,0,,,0.744592
1087,61,0,,,0.748708
81,67,0,,,0.744985
97,67,0,,,0.742796
159,67,0,,,0.747829
217,67,0,,,0.751562
247,67,0,,,0.746794
307,67,0,,,0.747057
423,67,0,,,0.748592
471,67,0,,,0.743034
487,67,0,,,0.745033
1053,67,0,,,0.749126
1083,67,0,,,0.742367
1087,67,0,,,0.745114
81,71,0,,,0.751286
97,71,0,,,0.744030
159,71,0,,,0.745429
217,71,0,,,0.746775
247,71,0,,,0.741976
307,71,0,,,0.755094
423,71,0,,,0.747119
471,71,0,,,0.747591
487,71,0,,,0.744891
1053,71,0,,,0.741617
1083,71,0,,,0.744837
1087,71,0,,,0.748625
81,73,0,,,0.746645
97,73,0,,,0.744580
159,73,0,,,0.747768
217,73,0,,,0.745594
247,73,0,,,0.742799
307,73,0,,,0.744717
423,73,0,,,0.744177
471,73,0,,,0.754211
487,73,0,,,0.747103
1053,73,0,,,0.745033
1083,73,0,,,0.743681
1087,73,0,,,0.743036
81,79,0,,,0.783929
97,79,0,,,0.745409
159,79,0,,,0.744538
217,79,0,,,0.750657
247,79,0,,,0.744625
307,79,0,,,0.744131
423,79,0,,,0.744316
471,79,0,,,0.744286
487,79,0,,,0.752445
1053,79,0,,,0.750778
1083,79,0,,,0.749137
1087,79,0,,,0.744074
81,83,0,,,0.744922
97,83,0,,,0.743983
159,83,0,,,0.750740
217,83,0,,,0.746603
247,83,0,,,0.746801
307,83,0,,,0.743855
423,83,0,,,0.744409
471,83,0,,,0.743854
487,83,0,,,0.742407
1053,83,0,,,0.741830
1083,83,0,,,0.751068
1087,83,0,,,0.752861
81,89,0,,,0.744792
97,89,0,,,0.746539
159,89,0,,,0.744363
217,89,0,,,0.747241
247,89,0,,,0.748067
307,89,0,,,0.743856
423,89,0,,,0.749867
471,89,0,,,0.744535
487,89,0,,,0.743831
1053,89,0,,,0.742351
1083,89,0,,,0.743695
1087,89,0,,,0.742151
81,97,0,,,0.754101
97,97,0,,,0.746974
159,97,0,,,0.743511
217,97,0,,,0.743552
247,97,0,,,0.740620
307,97,0,,,0.745196
423,97,0,,,0.750712
471,97,0,,,0.746862
487,97,0,,,0.744785
1053,97,0,,,0.741939
1083,97,0,,,0.742980
1087,97,0,,,0.741665
81,101,0,,,0.743223
97,101,0,,,0.744362
159,101,0,,,0.755971
217,101,0,,,0.769651
247,101,0,,,0.743251
307,101,0,,,0.742924
423,101,0,,,0.747413
471,101,0,,,0.744877
487,101,0,,,0.752668
1053,101,0,,,0.752810
1083,101,0,,,0.743718
1087,101,0,,,0.741229
