rank,feature,high_exit_count,total_event_count,high_exit_rate
247,o2_even_semiprime|d<=4|r29 -> o4_even_semiprime|d<=4|r13,3,25,0.12
248,o6_higher_divisor_odd|5<=d<=16|r1 -> o4_higher_divisor_odd|5<=d<=16|r7,3,24,0.125
249,o2_even_semiprime|d<=4|r29 -> o4_odd_semiprime|d<=4|r19,3,23,0.13043478260869565
250,o2_odd_semiprime|d<=4|r29 -> o4_higher_divisor_odd|5<=d<=16|r13,3,21,0.14285714285714285
251,o4_even_semiprime|d<=4|r7 -> o6_even_semiprime|d<=4|r23,3,21,0.14285714285714285
252,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_odd|5<=d<=16|r11,3,21,0.14285714285714285
253,o4_odd_semiprime|d<=4|r13 -> o4_higher_divisor_even|5<=d<=16|r7,3,20,0.15
254,o4_odd_semiprime|d<=4|r19 -> o6_higher_divisor_even|5<=d<=16|r23,3,20,0.15
255,o4_odd_semiprime|d<=4|r13 -> o4_higher_divisor_even|5<=d<=16|r13,3,19,0.15789473684210525
256,o2_even_semiprime|d<=4|r29 -> o4_higher_divisor_odd|5<=d<=16|r7,3,18,0.16666666666666666
257,o4_even_semiprime|d<=4|r19 -> o4_higher_divisor_odd|5<=d<=16|r7,3,18,0.16666666666666666
258,o4_even_semiprime|d<=4|r19 -> o2_odd_semiprime|d<=4|r17,3,15,0.2
259,o4_even_semiprime|d<=4|r7 -> o4_higher_divisor_odd|5<=d<=16|r13,3,13,0.23076923076923078
260,o2_higher_divisor_even|5<=d<=16|r11 -> o4_odd_semiprime|d<=4|r19,3,6,0.5
261,o6_even_semiprime|d<=4|r1 -> o6_higher_divisor_even|5<=d<=16|r23,3,6,0.5
262,o4_higher_divisor_even|5<=d<=16|r7 -> o2_higher_divisor_even|5<=d<=16|r11,2,101,0.019801980198019802
263,o2_odd_semiprime|d<=4|r11 -> o4_higher_divisor_even|5<=d<=16|r19,2,73,0.0273972602739726
264,o2_odd_semiprime|d<=4|r17 -> o4_odd_semiprime|d<=4|r13,2,63,0.031746031746031744
265,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_even|5<=d<=16|r11,2,55,0.03636363636363636
266,o6_odd_semiprime|d<=4|r23 -> o2_even_semiprime|d<=4|r11,2,50,0.04
267,o2_higher_divisor_even|5<=d<=16|r17 -> o4_higher_divisor_even|5<=d<=16|r19,2,48,0.041666666666666664
268,o6_odd_semiprime|d<=4|r1 -> o6_even_semiprime|d<=4|r23,2,45,0.044444444444444446
269,o2_even_semiprime|d<=4|r17 -> o6_odd_semiprime|d<=4|r23,2,43,0.046511627906976744
270,o4_higher_divisor_odd|5<=d<=16|r7 -> o2_even_semiprime|d<=4|r11,2,40,0.05
271,o4_odd_semiprime|d<=4|r19 -> o6_higher_divisor_odd|5<=d<=16|r1,2,39,0.05128205128205128
272,o4_odd_semiprime|d<=4|r7 -> o6_even_semiprime|d<=4|r1,2,38,0.05263157894736842
273,o2_even_semiprime|d<=4|r29 -> o2_odd_semiprime|d<=4|r11,2,37,0.05405405405405406
274,o2_higher_divisor_even|5<=d<=16|r11 -> o4_higher_divisor_odd|5<=d<=16|r13,2,35,0.05714285714285714
275,o2_odd_semiprime|d<=4|r29 -> o2_even_semiprime|d<=4|r11,2,35,0.05714285714285714
276,o2_even_semiprime|d<=4|r29 -> o4_odd_semiprime|d<=4|r13,2,33,0.06060606060606061
277,o6_odd_semiprime|d<=4|r1 -> o2_higher_divisor_odd|5<=d<=16|r11,2,32,0.0625
278,o2_higher_divisor_even|d>64|r17 -> o4_odd_semiprime|d<=4|r19,2,30,0.06666666666666667
279,o6_even_semiprime|d<=4|r23 -> o4_odd_semiprime|d<=4|r13,2,30,0.06666666666666667
280,o2_even_semiprime|d<=4|r17 -> o2_odd_semiprime|d<=4|r29,2,29,0.06896551724137931
281,o2_even_semiprime|d<=4|r11 -> o2_odd_semiprime|d<=4|r29,2,28,0.07142857142857142
282,o2_even_semiprime|d<=4|r29 -> o2_odd_semiprime|d<=4|r17,2,27,0.07407407407407407
283,o2_odd_semiprime|d<=4|r11 -> o4_odd_semiprime|d<=4|r13,2,27,0.07407407407407407
284,o2_odd_semiprime|d<=4|r11 -> o2_even_semiprime|d<=4|r29,2,26,0.07692307692307693
285,o6_higher_divisor_odd|5<=d<=16|r23 -> o2_even_semiprime|d<=4|r29,2,26,0.07692307692307693
286,o2_higher_divisor_even|5<=d<=16|r29 -> o4_odd_semiprime|d<=4|r7,2,24,0.08333333333333333
287,o2_odd_semiprime|d<=4|r29 -> o6_even_semiprime|d<=4|r1,2,24,0.08333333333333333
288,o4_even_semiprime|d<=4|r19 -> o4_even_semiprime|d<=4|r7,2,21,0.09523809523809523
289,o2_higher_divisor_odd|5<=d<=16|r29 -> o4_even_semiprime|d<=4|r7,2,20,0.1
290,o2_even_semiprime|d<=4|r29 -> o4_higher_divisor_even|5<=d<=16|r13,2,19,0.10526315789473684
291,o4_even_semiprime|d<=4|r7 -> o2_even_semiprime|d<=4|r11,2,19,0.10526315789473684
292,o2_odd_semiprime|d<=4|r17 -> o2_even_semiprime|d<=4|r11,2,18,0.1111111111111111
293,o6_even_semiprime|d<=4|r1 -> o4_higher_divisor_odd|5<=d<=16|r13,2,18,0.1111111111111111
294,o6_even_semiprime|d<=4|r23 -> o2_even_semiprime|d<=4|r29,2,18,0.1111111111111111
295,o6_odd_semiprime|d<=4|r23 -> o6_even_semiprime|d<=4|r23,2,18,0.1111111111111111
296,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_odd|5<=d<=16|r11,2,17,0.11764705882352941
297,o2_even_semiprime|d<=4|r11 -> o6_even_semiprime|d<=4|r23,2,16,0.125
298,o4_odd_semiprime|d<=4|r19 -> o2_even_semiprime|d<=4|r17,2,14,0.14285714285714285
299,o4_odd_semiprime|d<=4|r19 -> o4_even_semiprime|d<=4|r19,2,14,0.14285714285714285
300,o6_odd_semiprime|d<=4|r1 -> o2_even_semiprime|d<=4|r17,2,14,0.14285714285714285
301,o4_even_semiprime|d<=4|r19 -> o4_even_semiprime|d<=4|r13,2,13,0.15384615384615385
302,o6_odd_semiprime|d<=4|r1 -> o6_even_semiprime|d<=4|r1,2,12,0.16666666666666666
303,o4_odd_semiprime|d<=4|r13 -> o2_higher_divisor_odd|5<=d<=16|r11,2,11,0.18181818181818182
304,o4_even_semiprime|d<=4|r13 -> o4_even_semiprime|d<=4|r13,2,10,0.2
305,o4_even_semiprime|d<=4|r7 -> o4_even_semiprime|d<=4|r19,2,10,0.2
306,o4_odd_semiprime|d<=4|r19 -> o4_higher_divisor_odd|5<=d<=16|r13,2,10,0.2
307,o6_odd_semiprime|d<=4|r23 -> o4_higher_divisor_odd|5<=d<=16|r13,2,10,0.2
308,o4_higher_divisor_even|5<=d<=16|r7 -> o2_odd_semiprime|d<=4|r17,2,9,0.2222222222222222
309,o6_odd_semiprime|d<=4|r23 -> o2_even_semiprime|d<=4|r17,2,9,0.2222222222222222
310,o4_even_semiprime|d<=4|r7 -> o2_higher_divisor_odd|5<=d<=16|r11,2,8,0.25
311,o4_even_semiprime|d<=4|r7 -> o4_higher_divisor_odd|5<=d<=16|r19,2,8,0.25
312,o2_higher_divisor_even|5<=d<=16|r29 -> o4_higher_divisor_odd|5<=d<=16|r7,2,7,0.2857142857142857
313,o2_even_semiprime|d<=4|r17 -> o6_even_semiprime|d<=4|r23,2,6,0.3333333333333333
314,o2_higher_divisor_even|5<=d<=16|r29 -> o4_even_semiprime|d<=4|r7,2,6,0.3333333333333333
315,o4_even_semiprime|d<=4|r13 -> o2_even_semiprime|d<=4|r11,2,6,0.3333333333333333
316,o2_even_semiprime|d<=4|r11 -> o2_even_semiprime|d<=4|r17,2,5,0.4
317,o2_even_semiprime|d<=4|r11 -> o6_higher_divisor_odd|5<=d<=16|r23,2,5,0.4
318,o2_higher_divisor_even|17<=d<=64|r17 -> o4_prime_square|d<=4|r19,2,5,0.4
319,o6_odd_semiprime|d<=4|r1 -> o2_prime_square|d<=4|r17,2,3,0.6666666666666666
320,o2_even_semiprime|d<=4|r29 -> o6_even_semiprime|d<=4|r23,2,2,1.0
321,o4_higher_divisor_even|5<=d<=16|r19 -> o2_even_semiprime|d<=4|r29,2,2,1.0
322,o2_odd_semiprime|d<=4|r29 -> o2_higher_divisor_even|5<=d<=16|r11,1,120,0.008333333333333333
323,o2_higher_divisor_even|5<=d<=16|r17 -> o4_higher_divisor_odd|5<=d<=16|r19,1,80,0.0125
324,o2_odd_semiprime|d<=4|r11 -> o4_higher_divisor_odd|5<=d<=16|r19,1,69,0.014492753623188406
325,o6_odd_semiprime|d<=4|r23 -> o2_even_semiprime|d<=4|r29,1,64,0.015625
326,o4_odd_semiprime|d<=4|r7 -> o4_higher_divisor_odd|5<=d<=16|r19,1,57,0.017543859649122806
327,o4_even_semiprime|d<=4|r13 -> o4_even_semiprime|d<=4|r19,1,52,0.019230769230769232
328,o4_odd_semiprime|d<=4|r19 -> o6_higher_divisor_even|5<=d<=16|r1,1,48,0.020833333333333332
329,o4_odd_semiprime|d<=4|r7 -> o2_even_semiprime|d<=4|r11,1,45,0.022222222222222223
330,o6_odd_semiprime|d<=4|r1 -> o4_higher_divisor_even|5<=d<=16|r19,1,43,0.023255813953488372
331,o4_even_semiprime|d<=4|r7 -> o2_higher_divisor_even|5<=d<=16|r11,1,41,0.024390243902439025
332,o4_even_semiprime|d<=4|r13 -> o4_higher_divisor_odd|5<=d<=16|r19,1,40,0.025
333,o4_odd_semiprime|d<=4|r13 -> o4_higher_divisor_odd|5<=d<=16|r19,1,40,0.025
334,o4_higher_divisor_even|5<=d<=16|r13 -> o4_even_semiprime|d<=4|r19,1,36,0.027777777777777776
335,o4_odd_semiprime|d<=4|r7 -> o4_higher_divisor_even|5<=d<=16|r19,1,35,0.02857142857142857
336,o4_higher_divisor_even|5<=d<=16|r7 -> o4_even_semiprime|d<=4|r13,1,34,0.029411764705882353
337,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_even|5<=d<=16|r11,1,34,0.029411764705882353
338,o6_even_semiprime|d<=4|r1 -> o2_odd_semiprime|d<=4|r29,1,33,0.030303030303030304
339,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_even|5<=d<=16|r29,1,32,0.03125
340,o4_higher_divisor_odd|5<=d<=16|r19 -> o2_odd_semiprime|d<=4|r29,1,32,0.03125
341,o2_even_semiprime|d<=4|r17 -> o6_odd_semiprime|d<=4|r1,1,31,0.03225806451612903
342,o4_odd_semiprime|d<=4|r13 -> o2_even_semiprime|d<=4|r29,1,31,0.03225806451612903
343,o4_odd_semiprime|d<=4|r13 -> o4_even_semiprime|d<=4|r13,1,29,0.034482758620689655
344,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_odd|5<=d<=16|r17,1,27,0.037037037037037035
345,o6_even_semiprime|d<=4|r1 -> o2_even_semiprime|d<=4|r11,1,27,0.037037037037037035
346,o6_higher_divisor_even|5<=d<=16|r23 -> o6_odd_semiprime|d<=4|r1,1,26,0.038461538461538464
347,o6_odd_semiprime|d<=4|r1 -> o4_higher_divisor_odd|5<=d<=16|r13,1,26,0.038461538461538464
348,o4_higher_divisor_even|5<=d<=16|r19 -> o2_odd_semiprime|d<=4|r29,1,24,0.041666666666666664
349,o6_even_semiprime|d<=4|r23 -> o4_higher_divisor_odd|5<=d<=16|r7,1,24,0.041666666666666664
350,o6_odd_semiprime|d<=4|r1 -> o4_higher_divisor_odd|5<=d<=16|r19,1,24,0.041666666666666664
351,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_even|5<=d<=16|r11,1,23,0.043478260869565216
352,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_odd|5<=d<=16|r29,1,23,0.043478260869565216
353,o6_even_semiprime|d<=4|r23 -> o4_odd_semiprime|d<=4|r19,1,22,0.045454545454545456
354,o4_odd_semiprime|d<=4|r13 -> o6_higher_divisor_even|5<=d<=16|r1,1,21,0.047619047619047616
355,o4_odd_semiprime|d<=4|r13 -> o4_even_semiprime|d<=4|r7,1,20,0.05
356,o2_even_semiprime|d<=4|r11 -> o4_even_semiprime|d<=4|r19,1,19,0.05263157894736842
357,o4_odd_semiprime|d<=4|r13 -> o6_higher_divisor_even|5<=d<=16|r23,1,19,0.05263157894736842
358,o6_even_semiprime|d<=4|r1 -> o2_higher_divisor_odd|5<=d<=16|r11,1,19,0.05263157894736842
359,o2_higher_divisor_even|d>64|r29 -> o6_higher_divisor_odd|5<=d<=16|r1,1,18,0.05555555555555555
360,o6_even_semiprime|d<=4|r23 -> o6_higher_divisor_even|5<=d<=16|r1,1,18,0.05555555555555555
361,o2_even_semiprime|d<=4|r17 -> o6_even_semiprime|d<=4|r1,1,17,0.058823529411764705
362,o4_odd_semiprime|d<=4|r7 -> o4_even_semiprime|d<=4|r7,1,17,0.058823529411764705
363,o2_even_semiprime|d<=4|r29 -> o4_even_semiprime|d<=4|r7,1,16,0.0625
364,o2_odd_semiprime|d<=4|r11 -> o4_higher_divisor_odd|5<=d<=16|r7,1,16,0.0625
365,o4_even_semiprime|d<=4|r13 -> o2_even_semiprime|d<=4|r29,1,16,0.0625
366,o4_higher_divisor_even|5<=d<=16|r13 -> o6_odd_semiprime|d<=4|r23,1,16,0.0625
367,o4_odd_semiprime|d<=4|r7 -> o2_even_semiprime|d<=4|r29,1,16,0.0625
368,o2_odd_semiprime|d<=4|r29 -> o2_even_semiprime|d<=4|r17,1,15,0.06666666666666667
369,o2_even_semiprime|d<=4|r11 -> o4_higher_divisor_odd|5<=d<=16|r19,1,14,0.07142857142857142
370,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_odd|5<=d<=16|r11,1,14,0.07142857142857142
371,o6_even_semiprime|d<=4|r1 -> o4_higher_divisor_even|5<=d<=16|r19,1,14,0.07142857142857142
372,o6_even_semiprime|d<=4|r23 -> o2_higher_divisor_even|5<=d<=16|r11,1,14,0.07142857142857142
373,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_odd|5<=d<=16|r29,1,14,0.07142857142857142
374,o2_even_semiprime|d<=4|r29 -> o2_higher_divisor_even|5<=d<=16|r11,1,13,0.07692307692307693
375,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_even|5<=d<=16|r11,1,13,0.07692307692307693
376,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_odd|5<=d<=16|r11,1,13,0.07692307692307693
377,o4_even_semiprime|d<=4|r13 -> o4_even_semiprime|d<=4|r7,1,13,0.07692307692307693
378,o4_even_semiprime|d<=4|r13 -> o4_higher_divisor_even|5<=d<=16|r13,1,13,0.07692307692307693
379,o4_even_semiprime|d<=4|r13 -> o4_higher_divisor_even|5<=d<=16|r7,1,13,0.07692307692307693
380,o4_odd_semiprime|d<=4|r13 -> o6_higher_divisor_odd|5<=d<=16|r1,1,13,0.07692307692307693
381,o4_odd_semiprime|d<=4|r7 -> o4_higher_divisor_even|5<=d<=16|r7,1,13,0.07692307692307693
382,o6_even_semiprime|d<=4|r1 -> o6_higher_divisor_odd|5<=d<=16|r23,1,13,0.07692307692307693
383,o4_even_semiprime|d<=4|r7 -> o4_odd_semiprime|d<=4|r7,1,12,0.08333333333333333
384,o2_odd_semiprime|d<=4|r11 -> o6_higher_divisor_odd|5<=d<=16|r1,1,11,0.09090909090909091
385,o4_even_semiprime|d<=4|r19 -> o6_higher_divisor_even|5<=d<=16|r23,1,11,0.09090909090909091
386,o4_higher_divisor_odd|5<=d<=16|r13 -> o6_odd_semiprime|d<=4|r23,1,11,0.09090909090909091
387,o4_higher_divisor_odd|5<=d<=16|r13 -> o4_higher_divisor_even|5<=d<=16|r19,1,10,0.1
388,o2_even_semiprime|d<=4|r11 -> o4_odd_semiprime|d<=4|r7,1,9,0.1111111111111111
389,o2_even_semiprime|d<=4|r17 -> o2_odd_semiprime|d<=4|r11,1,9,0.1111111111111111
390,o2_odd_semiprime|d<=4|r17 -> o4_higher_divisor_even|5<=d<=16|r19,1,9,0.1111111111111111
391,o2_prime_square|d<=4|r17 -> o6_odd_semiprime|d<=4|r23,1,9,0.1111111111111111
392,o4_odd_semiprime|d<=4|r13 -> o2_even_semiprime|d<=4|r11,1,9,0.1111111111111111
393,o2_even_semiprime|d<=4|r11 -> o4_odd_semiprime|d<=4|r13,1,8,0.125
394,o2_even_semiprime|d<=4|r29 -> o4_higher_divisor_even|5<=d<=16|r7,1,8,0.125
395,o2_higher_divisor_odd|5<=d<=16|r29 -> o4_higher_divisor_odd|5<=d<=16|r7,1,8,0.125
396,o2_odd_semiprime|d<=4|r11 -> o2_even_semiprime|d<=4|r11,1,8,0.125
397,o4_even_semiprime|d<=4|r7 -> o6_even_semiprime|d<=4|r1,1,8,0.125
398,o6_even_semiprime|d<=4|r23 -> o6_odd_semiprime|d<=4|r23,1,8,0.125
399,o2_odd_semiprime|d<=4|r29 -> o2_even_semiprime|d<=4|r29,1,7,0.14285714285714285
400,o2_odd_semiprime|d<=4|r29 -> o6_higher_divisor_even|5<=d<=16|r23,1,7,0.14285714285714285
401,o6_odd_semiprime|d<=4|r23 -> o6_higher_divisor_odd|5<=d<=16|r23,1,7,0.14285714285714285
402,o2_higher_divisor_even|5<=d<=16|r17 -> o6_higher_divisor_odd|5<=d<=16|r23,1,6,0.16666666666666666
403,o2_odd_semiprime|d<=4|r17 -> o4_higher_divisor_odd|5<=d<=16|r13,1,6,0.16666666666666666
404,o4_higher_divisor_even|5<=d<=16|r7 -> o4_higher_divisor_odd|5<=d<=16|r13,1,6,0.16666666666666666
405,o2_even_semiprime|d<=4|r17 -> o4_odd_semiprime|d<=4|r7,1,5,0.2
406,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_odd|5<=d<=16|r11,1,5,0.2
407,o4_even_semiprime|d<=4|r7 -> o6_higher_divisor_odd|5<=d<=16|r23,1,5,0.2
408,o2_even_semiprime|d<=4|r17 -> o4_higher_divisor_even|5<=d<=16|r13,1,4,0.25
409,o2_even_semiprime|d<=4|r29 -> o4_higher_divisor_odd|5<=d<=16|r19,1,4,0.25
410,o2_odd_semiprime|d<=4|r17 -> o2_prime_square|d<=4|r29,1,4,0.25
411,o4_even_semiprime|d<=4|r7 -> o4_higher_divisor_even|5<=d<=16|r7,1,4,0.25
412,o4_higher_divisor_odd|5<=d<=16|r7 -> o4_odd_semiprime|d<=4|r19,1,4,0.25
413,o6_even_semiprime|d<=4|r23 -> o2_higher_divisor_odd|5<=d<=16|r11,1,4,0.25
414,o6_even_semiprime|d<=4|r23 -> o4_higher_divisor_odd|5<=d<=16|r13,1,4,0.25
415,o6_higher_divisor_even|5<=d<=16|r1 -> o2_even_semiprime|d<=4|r11,1,4,0.25
416,o6_higher_divisor_even|5<=d<=16|r23 -> o2_higher_divisor_odd|5<=d<=16|r29,1,4,0.25
417,o6_higher_divisor_odd|5<=d<=16|r1 -> o4_odd_semiprime|d<=4|r13,1,4,0.25
418,o6_odd_semiprime|d<=4|r1 -> o4_prime_square|d<=4|r13,1,4,0.25
419,o2_even_semiprime|d<=4|r11 -> o4_higher_divisor_even|5<=d<=16|r13,1,3,0.3333333333333333
420,o2_even_semiprime|d<=4|r11 -> o6_higher_divisor_even|5<=d<=16|r23,1,3,0.3333333333333333
421,o2_even_semiprime|d<=4|r17 -> o2_even_semiprime|d<=4|r29,1,3,0.3333333333333333
422,o2_higher_divisor_even|5<=d<=16|r11 -> o4_higher_divisor_odd|5<=d<=16|r19,1,3,0.3333333333333333
423,o4_even_semiprime|d<=4|r7 -> o6_higher_divisor_even|5<=d<=16|r23,1,3,0.3333333333333333
424,o4_higher_divisor_even|5<=d<=16|r13 -> o6_even_semiprime|d<=4|r23,1,3,0.3333333333333333
425,o4_higher_divisor_odd|5<=d<=16|r13 -> o6_even_semiprime|d<=4|r23,1,3,0.3333333333333333
426,o4_prime_square|d<=4|r19 -> o4_odd_semiprime|d<=4|r7,1,3,0.3333333333333333
427,o6_higher_divisor_odd|5<=d<=16|r23 -> o4_odd_semiprime|d<=4|r7,1,3,0.3333333333333333
428,o2_even_semiprime|d<=4|r17 -> o4_higher_divisor_odd|5<=d<=16|r7,1,2,0.5
429,o4_even_semiprime|d<=4|r7 -> o2_higher_divisor_odd|5<=d<=16|r29,1,2,0.5
430,o4_odd_semiprime|d<=4|r19 -> o4_prime_square|d<=4|r13,1,2,0.5
431,o4_prime_square|d<=4|r13 -> o2_odd_semiprime|d<=4|r17,1,2,0.5
432,o4_prime_square|d<=4|r13 -> o6_higher_divisor_odd|5<=d<=16|r23,1,2,0.5
433,o6_prime_square|d<=4|r23 -> o4_odd_semiprime|d<=4|r19,1,2,0.5
434,o2_even_semiprime|d<=4|r17 -> o6_higher_divisor_even|5<=d<=16|r23,1,1,1.0
435,o2_higher_divisor_even|5<=d<=16|r11 -> o4_higher_divisor_even|17<=d<=64|r13,1,1,1.0
436,o4_higher_divisor_even|17<=d<=64|r19 -> o6_even_semiprime|d<=4|r23,1,1,1.0
437,o4_prime_square|d<=4|r19 -> o2_higher_divisor_odd|5<=d<=16|r11,1,1,1.0
438,o6_even_semiprime|d<=4|r1 -> o4_higher_divisor_even|17<=d<=64|r7,1,1,1.0
439,o6_odd_semiprime|d<=4|r23 -> o4_higher_divisor_even|17<=d<=64|r7,1,1,1.0
440,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_even|17<=d<=64|r29,0,185,0.0
441,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_even|17<=d<=64|r29,0,152,0.0
442,o4_higher_divisor_even|5<=d<=16|r13 -> o2_higher_divisor_even|17<=d<=64|r17,0,141,0.0
443,o2_odd_semiprime|d<=4|r29 -> o2_higher_divisor_even|17<=d<=64|r11,0,120,0.0
444,o4_higher_divisor_even|5<=d<=16|r13 -> o2_higher_divisor_even|5<=d<=16|r17,0,110,0.0
445,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_even|17<=d<=64|r29,0,104,0.0
446,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_even|17<=d<=64|r17,0,101,0.0
447,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_even|5<=d<=16|r17,0,100,0.0
448,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_even|17<=d<=64|r17,0,99,0.0
449,o2_higher_divisor_even|17<=d<=64|r17 -> o4_higher_divisor_even|5<=d<=16|r19,0,97,0.0
450,o4_higher_divisor_even|5<=d<=16|r7 -> o2_higher_divisor_even|17<=d<=64|r11,0,96,0.0
451,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_even|5<=d<=16|r17,0,90,0.0
452,o6_higher_divisor_odd|5<=d<=16|r23 -> o2_higher_divisor_even|17<=d<=64|r29,0,88,0.0
453,o6_odd_semiprime|d<=4|r1 -> o2_higher_divisor_even|17<=d<=64|r11,0,88,0.0
454,o4_even_semiprime|d<=4|r13 -> o2_higher_divisor_even|17<=d<=64|r17,0,85,0.0
455,o4_higher_divisor_odd|5<=d<=16|r7 -> o2_higher_divisor_even|17<=d<=64|r11,0,82,0.0
456,o4_odd_semiprime|d<=4|r13 -> o2_higher_divisor_even|17<=d<=64|r29,0,72,0.0
457,o6_odd_semiprime|d<=4|r1 -> o2_higher_divisor_even|17<=d<=64|r17,0,68,0.0
458,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_even|17<=d<=64|r11,0,63,0.0
459,o6_odd_semiprime|d<=4|r23 -> o6_higher_divisor_even|5<=d<=16|r1,0,63,0.0
460,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_even|17<=d<=64|r29,0,61,0.0
461,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_even|17<=d<=64|r11,0,61,0.0
462,o2_odd_semiprime|d<=4|r29 -> o2_higher_divisor_even|17<=d<=64|r17,0,59,0.0
463,o6_even_semiprime|d<=4|r23 -> o2_higher_divisor_even|17<=d<=64|r29,0,58,0.0
464,o6_even_semiprime|d<=4|r1 -> o2_higher_divisor_even|17<=d<=64|r11,0,57,0.0
465,o6_even_semiprime|d<=4|r1 -> o2_higher_divisor_even|5<=d<=16|r11,0,53,0.0
466,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_even|d>64|r29,0,49,0.0
467,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_even|17<=d<=64|r11,0,49,0.0
468,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_even|d>64|r29,0,47,0.0
469,o6_odd_semiprime|d<=4|r23 -> o6_higher_divisor_odd|5<=d<=16|r1,0,47,0.0
470,o6_higher_divisor_even|5<=d<=16|r23 -> o2_higher_divisor_even|17<=d<=64|r29,0,46,0.0
471,o4_even_semiprime|d<=4|r13 -> o2_higher_divisor_even|5<=d<=16|r17,0,45,0.0
472,o2_odd_semiprime|d<=4|r17 -> o6_higher_divisor_even|5<=d<=16|r1,0,44,0.0
473,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_even|17<=d<=64|r29,0,44,0.0
474,o2_odd_semiprime|d<=4|r29 -> o2_higher_divisor_even|5<=d<=16|r17,0,42,0.0
475,o4_even_semiprime|d<=4|r7 -> o2_higher_divisor_even|17<=d<=64|r17,0,42,0.0
476,o6_odd_semiprime|d<=4|r1 -> o2_higher_divisor_even|5<=d<=16|r17,0,40,0.0
477,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_even|17<=d<=64|r17,0,40,0.0
478,o4_higher_divisor_odd|5<=d<=16|r7 -> o2_higher_divisor_even|5<=d<=16|r11,0,37,0.0
479,o4_even_semiprime|d<=4|r19 -> o2_higher_divisor_even|17<=d<=64|r29,0,36,0.0
480,o4_higher_divisor_even|5<=d<=16|r13 -> o2_higher_divisor_odd|5<=d<=16|r17,0,36,0.0
481,o2_odd_semiprime|d<=4|r17 -> o2_higher_divisor_even|17<=d<=64|r11,0,34,0.0
482,o6_higher_divisor_odd|5<=d<=16|r23 -> o6_even_semiprime|d<=4|r1,0,34,0.0
483,o4_even_semiprime|d<=4|r13 -> o2_higher_divisor_even|17<=d<=64|r29,0,33,0.0
484,o4_even_semiprime|d<=4|r13 -> o4_higher_divisor_even|5<=d<=16|r19,0,32,0.0
485,o4_even_semiprime|d<=4|r7 -> o2_higher_divisor_even|17<=d<=64|r11,0,31,0.0
486,o4_odd_semiprime|d<=4|r7 -> o2_higher_divisor_odd|5<=d<=16|r17,0,31,0.0
487,o2_higher_divisor_odd|5<=d<=16|r11 -> o2_higher_divisor_even|5<=d<=16|r17,0,29,0.0
488,o2_odd_semiprime|d<=4|r17 -> o6_higher_divisor_odd|5<=d<=16|r1,0,29,0.0
489,o4_odd_semiprime|d<=4|r13 -> o2_higher_divisor_even|d>64|r29,0,29,0.0
490,o6_odd_semiprime|d<=4|r1 -> o2_higher_divisor_even|17<=d<=64|r29,0,29,0.0
491,o6_even_semiprime|d<=4|r1 -> o6_even_semiprime|d<=4|r23,0,27,0.0
492,o2_even_semiprime|d<=4|r11 -> o2_higher_divisor_even|5<=d<=16|r17,0,26,0.0
493,o4_even_semiprime|d<=4|r13 -> o2_higher_divisor_odd|5<=d<=16|r17,0,26,0.0
494,o4_higher_divisor_odd|5<=d<=16|r13 -> o2_higher_divisor_even|17<=d<=64|r17,0,26,0.0
495,o6_odd_semiprime|d<=4|r23 -> o2_higher_divisor_even|d>64|r29,0,26,0.0
496,o2_higher_divisor_odd|5<=d<=16|r11 -> o2_higher_divisor_even|17<=d<=64|r17,0,25,0.0
497,o2_odd_semiprime|d<=4|r11 -> o2_higher_divisor_even|d>64|r29,0,25,0.0
498,o2_odd_semiprime|d<=4|r29 -> o4_higher_divisor_even|5<=d<=16|r19,0,25,0.0
499,o4_odd_semiprime|d<=4|r19 -> o2_higher_divisor_even|5<=d<=16|r29,0,25,0.0
