q,q_mod30,w,tau_w,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_fixed_point,endpoint_family,factor_signature,least_factor,least_factor_mod30,cofactor,cofactor_mod30,cofactor_tau,cofactor_family,reduced_obstruction_family,low_complexity_cofactor_obstruction,higher_cofactor_obstruction,second_factor,second_factor_mod30,second_remainder,second_remainder_mod30,second_remainder_tau,second_remainder_family,second_strip_family,second_strip_low_complexity_remainder,third_factor,third_factor_mod30,third_remainder,third_remainder_mod30,third_remainder_tau,third_remainder_family,third_strip_family,third_strip_low_complexity_remainder,third_strip_prime_power_tail
11,11,12,6,13,13,unresolved,prime_closure,2,True,fixed_point,13,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
17,17,18,6,19,19,unresolved,prime_closure,2,True,fixed_point,19,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
29,29,30,8,31,1,unresolved,prime_closure,2,True,fixed_point,31,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
41,11,42,8,43,13,unresolved,prime_closure,2,True,fixed_point,43,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
47,17,48,10,49,19,excluded,composite_obstruction,3,False,prime_square,7^2,7,7,7,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
59,29,60,12,61,1,unresolved,prime_closure,2,True,fixed_point,61,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
71,11,72,12,73,13,unresolved,prime_closure,2,True,fixed_point,73,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
89,29,90,12,91,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*13,7,7,13,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
101,11,102,8,103,13,unresolved,prime_closure,2,True,fixed_point,103,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
107,17,108,12,109,19,unresolved,prime_closure,2,True,fixed_point,109,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
131,11,132,12,133,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*19,7,7,19,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
137,17,138,8,139,19,unresolved,prime_closure,2,True,fixed_point,139,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
149,29,150,12,151,1,unresolved,prime_closure,2,True,fixed_point,151,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
167,17,168,16,169,19,excluded,composite_obstruction,3,False,prime_square,13^2,13,13,13,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
179,29,180,18,181,1,unresolved,prime_closure,2,True,fixed_point,181,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
191,11,192,14,193,13,unresolved,prime_closure,2,True,fixed_point,193,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
197,17,198,12,199,19,unresolved,prime_closure,2,True,fixed_point,199,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
227,17,228,12,229,19,unresolved,prime_closure,2,True,fixed_point,229,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
239,29,240,20,241,1,unresolved,prime_closure,2,True,fixed_point,241,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
251,11,252,18,253,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*23,11,11,23,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
257,17,258,8,259,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*37,7,7,37,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
269,29,270,16,271,1,unresolved,prime_closure,2,True,fixed_point,271,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
281,11,282,8,283,13,unresolved,prime_closure,2,True,fixed_point,283,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
311,11,312,16,313,13,unresolved,prime_closure,2,True,fixed_point,313,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
317,17,318,8,319,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*29,11,11,29,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
347,17,348,12,349,19,unresolved,prime_closure,2,True,fixed_point,349,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
359,29,360,24,361,1,excluded,composite_obstruction,3,False,prime_square,19^2,19,19,19,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
389,29,390,16,391,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*23,17,17,23,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
401,11,402,8,403,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*31,13,13,31,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
419,29,420,24,421,1,unresolved,prime_closure,2,True,fixed_point,421,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
431,11,432,20,433,13,unresolved,prime_closure,2,True,fixed_point,433,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
449,29,450,18,451,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*41,11,11,41,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
461,11,462,16,463,13,unresolved,prime_closure,2,True,fixed_point,463,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
467,17,468,18,469,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*67,7,7,67,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
479,29,480,24,481,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*37,13,13,37,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
491,11,492,12,493,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*29,17,17,29,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
509,29,510,16,511,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*73,7,7,73,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
521,11,522,12,523,13,unresolved,prime_closure,2,True,fixed_point,523,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
557,17,558,12,559,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*43,13,13,43,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
569,29,570,16,571,1,unresolved,prime_closure,2,True,fixed_point,571,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
587,17,588,18,589,19,excluded,composite_obstruction,4,False,semiprime_distinct,19*31,19,19,31,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
599,29,600,24,601,1,unresolved,prime_closure,2,True,fixed_point,601,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
617,17,618,8,619,19,unresolved,prime_closure,2,True,fixed_point,619,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
641,11,642,8,643,13,unresolved,prime_closure,2,True,fixed_point,643,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
647,17,648,20,649,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*59,11,11,59,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
659,29,660,24,661,1,unresolved,prime_closure,2,True,fixed_point,661,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
677,17,678,8,679,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*97,7,7,97,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
701,11,702,16,703,13,excluded,composite_obstruction,4,False,semiprime_distinct,19*37,19,19,37,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
719,29,720,30,721,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*103,7,7,103,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
761,11,762,8,763,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*109,7,7,109,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
797,17,798,16,799,19,excluded,composite_obstruction,4,False,semiprime_distinct,17*47,17,17,47,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
809,29,810,20,811,1,unresolved,prime_closure,2,True,fixed_point,811,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
821,11,822,8,823,13,unresolved,prime_closure,2,True,fixed_point,823,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
827,17,828,18,829,19,unresolved,prime_closure,2,True,fixed_point,829,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
839,29,840,32,841,1,excluded,composite_obstruction,3,False,prime_square,29^2,29,29,29,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
857,17,858,16,859,19,unresolved,prime_closure,2,True,fixed_point,859,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
881,11,882,18,883,13,unresolved,prime_closure,2,True,fixed_point,883,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
887,17,888,16,889,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*127,7,7,127,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
911,11,912,20,913,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*83,11,11,83,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
929,29,930,16,931,1,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*19,7,7,133,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
941,11,942,8,943,13,excluded,composite_obstruction,4,False,semiprime_distinct,23*41,23,23,41,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
947,17,948,12,949,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*73,13,13,73,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
971,11,972,18,973,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*139,7,7,139,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
977,17,978,8,979,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*89,11,11,89,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1019,29,1020,24,1021,1,unresolved,prime_closure,2,True,fixed_point,1021,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1031,11,1032,16,1033,13,unresolved,prime_closure,2,True,fixed_point,1033,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1049,29,1050,24,1051,1,unresolved,prime_closure,2,True,fixed_point,1051,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1061,11,1062,12,1063,13,unresolved,prime_closure,2,True,fixed_point,1063,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1091,11,1092,24,1093,13,unresolved,prime_closure,2,True,fixed_point,1093,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1097,17,1098,12,1099,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*157,7,7,157,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1109,29,1110,16,1111,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*101,11,11,101,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1151,11,1152,24,1153,13,unresolved,prime_closure,2,True,fixed_point,1153,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1181,11,1182,8,1183,13,excluded,composite_obstruction,6,False,two_prime_power_family,7*13^2,7,7,169,19,3,prime_square,least_factor_times_higher_cofactor,False,True,13,13,13,13,2,fixed_point,second_factor_times_fixed_point_remainder,True,,,,,,,not_third_stripped,False,False
1187,17,1188,24,1189,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*41,29,29,41,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1217,17,1218,16,1219,19,excluded,composite_obstruction,4,False,semiprime_distinct,23*53,23,23,53,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1229,29,1230,16,1231,1,unresolved,prime_closure,2,True,fixed_point,1231,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1259,29,1260,36,1261,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*97,13,13,97,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1277,17,1278,12,1279,19,unresolved,prime_closure,2,True,fixed_point,1279,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1289,29,1290,16,1291,1,unresolved,prime_closure,2,True,fixed_point,1291,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1301,11,1302,16,1303,13,unresolved,prime_closure,2,True,fixed_point,1303,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1307,17,1308,12,1309,19,excluded,composite_obstruction,8,False,multi_prime_family,7*11*17,7,7,187,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1319,29,1320,32,1321,1,unresolved,prime_closure,2,True,fixed_point,1321,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1361,11,1362,8,1363,13,excluded,composite_obstruction,4,False,semiprime_distinct,29*47,29,29,47,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1367,17,1368,24,1369,19,excluded,composite_obstruction,3,False,prime_square,37^2,37,7,37,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1409,29,1410,16,1411,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*83,17,17,83,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1427,17,1428,24,1429,19,unresolved,prime_closure,2,True,fixed_point,1429,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1439,29,1440,36,1441,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*131,11,11,131,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1451,11,1452,18,1453,13,unresolved,prime_closure,2,True,fixed_point,1453,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1481,11,1482,16,1483,13,unresolved,prime_closure,2,True,fixed_point,1483,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1487,17,1488,20,1489,19,unresolved,prime_closure,2,True,fixed_point,1489,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1499,29,1500,24,1501,1,excluded,composite_obstruction,4,False,semiprime_distinct,19*79,19,19,79,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1511,11,1512,32,1513,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*89,17,17,89,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1559,29,1560,32,1561,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*223,7,7,223,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1571,11,1572,12,1573,13,excluded,composite_obstruction,6,False,two_prime_power_family,11^2*13,11,11,143,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1601,11,1602,12,1603,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*229,7,7,229,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1607,17,1608,16,1609,19,unresolved,prime_closure,2,True,fixed_point,1609,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1619,29,1620,30,1621,1,unresolved,prime_closure,2,True,fixed_point,1621,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1637,17,1638,24,1639,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*149,11,11,149,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1667,17,1668,12,1669,19,unresolved,prime_closure,2,True,fixed_point,1669,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1697,17,1698,8,1699,19,unresolved,prime_closure,2,True,fixed_point,1699,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1709,29,1710,24,1711,1,excluded,composite_obstruction,4,False,semiprime_distinct,29*59,29,29,59,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1721,11,1722,16,1723,13,unresolved,prime_closure,2,True,fixed_point,1723,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1787,17,1788,12,1789,19,unresolved,prime_closure,2,True,fixed_point,1789,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1811,11,1812,12,1813,13,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*37,7,7,259,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1847,17,1848,32,1849,19,excluded,composite_obstruction,3,False,prime_square,43^2,43,13,43,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1871,11,1872,30,1873,13,unresolved,prime_closure,2,True,fixed_point,1873,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1877,17,1878,8,1879,19,unresolved,prime_closure,2,True,fixed_point,1879,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1889,29,1890,32,1891,1,excluded,composite_obstruction,4,False,semiprime_distinct,31*61,31,1,61,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1901,11,1902,8,1903,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*173,11,11,173,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1907,17,1908,18,1909,19,excluded,composite_obstruction,4,False,semiprime_distinct,23*83,23,23,83,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1931,11,1932,24,1933,13,unresolved,prime_closure,2,True,fixed_point,1933,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1949,29,1950,24,1951,1,unresolved,prime_closure,2,True,fixed_point,1951,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1979,29,1980,36,1981,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*283,7,7,283,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
1997,17,1998,16,1999,19,unresolved,prime_closure,2,True,fixed_point,1999,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2027,17,2028,18,2029,19,unresolved,prime_closure,2,True,fixed_point,2029,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2039,29,2040,32,2041,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*157,13,13,157,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2069,29,2070,24,2071,1,excluded,composite_obstruction,4,False,semiprime_distinct,19*109,19,19,109,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2081,11,2082,8,2083,13,unresolved,prime_closure,2,True,fixed_point,2083,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2087,17,2088,24,2089,19,unresolved,prime_closure,2,True,fixed_point,2089,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2099,29,2100,36,2101,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*191,11,11,191,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2111,11,2112,28,2113,13,unresolved,prime_closure,2,True,fixed_point,2113,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2129,29,2130,16,2131,1,unresolved,prime_closure,2,True,fixed_point,2131,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2141,11,2142,24,2143,13,unresolved,prime_closure,2,True,fixed_point,2143,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2207,17,2208,24,2209,19,excluded,composite_obstruction,3,False,prime_square,47^2,47,17,47,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2237,17,2238,8,2239,19,unresolved,prime_closure,2,True,fixed_point,2239,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2267,17,2268,30,2269,19,unresolved,prime_closure,2,True,fixed_point,2269,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2297,17,2298,8,2299,19,excluded,composite_obstruction,6,False,two_prime_power_family,11^2*19,11,11,209,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2309,29,2310,32,2311,1,unresolved,prime_closure,2,True,fixed_point,2311,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2339,29,2340,36,2341,1,unresolved,prime_closure,2,True,fixed_point,2341,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2351,11,2352,30,2353,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*181,13,13,181,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2357,17,2358,12,2359,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*337,7,7,337,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2381,11,2382,8,2383,13,unresolved,prime_closure,2,True,fixed_point,2383,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2399,29,2400,36,2401,1,excluded,composite_obstruction,5,False,prime_power,7^4,7,7,343,13,4,prime_cube,least_factor_times_higher_cofactor,False,True,7,7,49,19,3,prime_square,second_factor_times_higher_remainder,False,7,7,7,7,2,fixed_point,third_factor_times_fixed_point_remainder,True,False
