q,q_mod30,w,tau_w,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_fixed_point,endpoint_family,factor_signature,least_factor,least_factor_mod30,cofactor,cofactor_mod30,cofactor_tau,cofactor_family,reduced_obstruction_family,low_complexity_cofactor_obstruction,higher_cofactor_obstruction,second_factor,second_factor_mod30,second_remainder,second_remainder_mod30,second_remainder_tau,second_remainder_family,second_strip_family,second_strip_low_complexity_remainder,third_factor,third_factor_mod30,third_remainder,third_remainder_mod30,third_remainder_tau,third_remainder_family,third_strip_family,third_strip_low_complexity_remainder,third_strip_prime_power_tail
528929,29,528930,40,528931,1,excluded,composite_obstruction,16,False,multi_prime_family,13*23*29*61,13,13,40687,7,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,23,23,1769,29,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
528947,17,528948,36,528949,19,excluded,composite_obstruction,4,False,semiprime_distinct,547*967,547,7,967,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
528971,11,528972,24,528973,13,unresolved,prime_closure,2,True,fixed_point,528973,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529007,17,529008,40,529009,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*40693,13,13,40693,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529037,17,529038,32,529039,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*75577,7,7,75577,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529049,29,529050,24,529051,1,unresolved,prime_closure,2,True,fixed_point,529051,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529097,17,529098,16,529099,19,excluded,composite_obstruction,8,False,multi_prime_family,53*67*149,53,23,9983,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529121,11,529122,16,529123,13,excluded,composite_obstruction,8,False,multi_prime_family,7*269*281,7,7,75589,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529127,17,529128,24,529129,19,unresolved,prime_closure,2,True,fixed_point,529129,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529157,17,529158,32,529159,19,excluded,composite_obstruction,6,False,two_prime_power_family,17^2*1831,17,17,31127,17,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529181,11,529182,12,529183,13,unresolved,prime_closure,2,True,fixed_point,529183,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529229,29,529230,64,529231,1,excluded,composite_obstruction,4,False,semiprime_distinct,137*3863,137,17,3863,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529241,11,529242,16,529243,13,excluded,composite_obstruction,8,False,multi_prime_family,11*13*3701,11,11,48113,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529259,29,529260,24,529261,1,excluded,composite_obstruction,8,False,multi_prime_family,17*163*191,17,17,31133,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529271,11,529272,24,529273,13,unresolved,prime_closure,2,True,fixed_point,529273,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529301,11,529302,16,529303,13,excluded,composite_obstruction,4,False,semiprime_distinct,179*2957,179,29,2957,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529307,17,529308,72,529309,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*48119,11,11,48119,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529349,29,529350,24,529351,1,excluded,composite_obstruction,4,False,semiprime_distinct,41*12911,41,11,12911,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529421,11,529422,8,529423,13,unresolved,prime_closure,2,True,fixed_point,529423,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529517,17,529518,32,529519,19,unresolved,prime_closure,2,True,fixed_point,529519,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529547,17,529548,12,529549,19,excluded,composite_obstruction,8,False,multi_prime_family,19*47*593,19,19,27871,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529577,17,529578,40,529579,19,unresolved,prime_closure,2,True,fixed_point,529579,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529619,29,529620,96,529621,1,excluded,composite_obstruction,4,False,semiprime_distinct,23*23027,23,23,23027,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529637,17,529638,16,529639,19,excluded,composite_obstruction,8,False,multi_prime_family,11*89*541,11,11,48149,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529649,29,529650,72,529651,1,excluded,composite_obstruction,4,False,semiprime_distinct,673*787,673,13,787,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529691,11,529692,24,529693,13,unresolved,prime_closure,2,True,fixed_point,529693,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529709,29,529710,16,529711,1,excluded,composite_obstruction,8,False,multi_prime_family,7*13*5821,7,7,75673,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529751,11,529752,16,529753,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*75679,7,7,75679,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529811,11,529812,18,529813,13,unresolved,prime_closure,2,True,fixed_point,529813,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529829,29,529830,72,529831,1,excluded,composite_obstruction,4,False,semiprime_distinct,47*11273,47,17,11273,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529847,17,529848,64,529849,19,excluded,composite_obstruction,4,False,semiprime_distinct,109*4861,109,19,4861,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529871,11,529872,80,529873,13,excluded,composite_obstruction,8,False,multi_prime_family,17*71*439,17,17,31169,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529961,11,529962,8,529963,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*75709,7,7,75709,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
529979,29,529980,72,529981,1,unresolved,prime_closure,2,True,fixed_point,529981,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530021,11,530022,8,530023,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*40771,13,13,40771,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530027,17,530028,18,530029,19,excluded,composite_obstruction,4,False,semiprime_distinct,61*8689,61,1,8689,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530051,11,530052,12,530053,13,excluded,composite_obstruction,8,False,multi_prime_family,53*73*137,53,23,10001,11,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530087,17,530088,32,530089,19,excluded,composite_obstruction,8,False,multi_prime_family,7*41*1847,7,7,75727,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530129,29,530130,32,530131,1,excluded,composite_obstruction,12,False,multi_prime_family,7^2*31*349,7,7,75733,13,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,7,7,10819,19,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
530177,17,530178,32,530179,19,excluded,composite_obstruction,8,False,multi_prime_family,13*17*2399,13,13,40783,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530237,17,530238,16,530239,19,excluded,composite_obstruction,4,False,semiprime_distinct,163*3253,163,13,3253,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530249,29,530250,64,530251,1,unresolved,prime_closure,2,True,fixed_point,530251,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530261,11,530262,24,530263,13,excluded,composite_obstruction,4,False,semiprime_distinct,577*919,577,7,919,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530267,17,530268,12,530269,19,excluded,composite_obstruction,4,False,semiprime_distinct,449*1181,449,29,1181,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530279,29,530280,64,530281,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*31193,17,17,31193,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530297,17,530298,24,530299,19,excluded,composite_obstruction,16,False,multi_prime_family,7*11*71*97,7,7,75757,7,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,11,11,6887,17,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
530339,29,530340,24,530341,1,excluded,composite_obstruction,8,False,multi_prime_family,7*239*317,7,7,75763,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530429,29,530430,16,530431,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*48221,11,11,48221,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530447,17,530448,40,530449,19,excluded,composite_obstruction,4,False,semiprime_distinct,23*23063,23,23,23063,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530501,11,530502,32,530503,13,excluded,composite_obstruction,8,False,multi_prime_family,31*109*157,31,1,17113,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530507,17,530508,24,530509,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*75787,7,7,75787,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530531,11,530532,18,530533,13,unresolved,prime_closure,2,True,fixed_point,530533,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530549,29,530550,60,530551,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*75793,7,7,75793,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530567,17,530568,24,530569,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*40813,13,13,40813,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530597,17,530598,16,530599,19,unresolved,prime_closure,2,True,fixed_point,530599,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530609,29,530610,32,530611,1,excluded,composite_obstruction,4,False,semiprime_distinct,461*1151,461,11,1151,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530669,29,530670,72,530671,1,excluded,composite_obstruction,6,False,two_prime_power_family,29^2*631,29,29,18299,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530711,11,530712,112,530713,13,unresolved,prime_closure,2,True,fixed_point,530713,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530741,11,530742,16,530743,13,unresolved,prime_closure,2,True,fixed_point,530743,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530807,17,530808,32,530809,19,excluded,composite_obstruction,4,False,semiprime_distinct,281*1889,281,11,1889,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530837,17,530838,48,530839,19,excluded,composite_obstruction,4,False,semiprime_distinct,37*14347,37,7,14347,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530861,11,530862,16,530863,13,excluded,composite_obstruction,4,False,semiprime_distinct,23*23081,23,23,23081,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530897,17,530898,16,530899,19,excluded,composite_obstruction,4,False,semiprime_distinct,521*1019,521,11,1019,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
530969,29,530970,32,530971,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*75853,7,7,75853,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531017,17,531018,12,531019,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*18311,29,29,18311,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531071,11,531072,48,531073,13,excluded,composite_obstruction,4,False,semiprime_distinct,41*12953,41,11,12953,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531101,11,531102,32,531103,13,unresolved,prime_closure,2,True,fixed_point,531103,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531197,17,531198,24,531199,19,excluded,composite_obstruction,4,False,semiprime_distinct,17*31247,17,17,31247,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531239,29,531240,64,531241,1,excluded,composite_obstruction,8,False,multi_prime_family,47*89*127,47,17,11303,23,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531281,11,531282,8,531283,13,excluded,composite_obstruction,8,False,multi_prime_family,37*83*173,37,7,14359,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531287,17,531288,48,531289,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*48299,11,11,48299,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531299,29,531300,144,531301,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*31253,17,17,31253,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531347,17,531348,12,531349,19,excluded,composite_obstruction,8,False,multi_prime_family,7*13*5839,7,7,75907,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531359,29,531360,120,531361,1,excluded,composite_obstruction,4,False,semiprime_distinct,101*5261,101,11,5261,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531497,17,531498,16,531499,19,excluded,composite_obstruction,4,False,semiprime_distinct,311*1709,311,11,1709,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531521,11,531522,40,531523,13,excluded,composite_obstruction,8,False,multi_prime_family,43*47*263,43,13,12361,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531551,11,531552,72,531553,13,excluded,composite_obstruction,12,False,multi_prime_family,11^2*23*191,11,11,48323,23,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,11,11,4393,13,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
531569,29,531570,64,531571,1,unresolved,prime_closure,2,True,fixed_point,531571,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531581,11,531582,16,531583,13,excluded,composite_obstruction,8,False,multi_prime_family,13*103*397,13,13,40891,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531611,11,531612,18,531613,13,unresolved,prime_closure,2,True,fixed_point,531613,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531689,29,531690,32,531691,1,excluded,composite_obstruction,4,False,semiprime_distinct,23*23117,23,23,23117,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531701,11,531702,24,531703,13,excluded,composite_obstruction,4,False,semiprime_distinct,197*2699,197,17,2699,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531731,11,531732,24,531733,13,excluded,composite_obstruction,4,False,semiprime_distinct,257*2069,257,17,2069,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531821,11,531822,16,531823,13,unresolved,prime_closure,2,True,fixed_point,531823,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531827,17,531828,72,531829,19,excluded,composite_obstruction,8,False,multi_prime_family,19*23*1217,19,19,27991,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531857,17,531858,8,531859,19,excluded,composite_obstruction,4,False,semiprime_distinct,61*8719,61,1,8719,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531911,11,531912,32,531913,13,excluded,composite_obstruction,8,False,multi_prime_family,17*67*467,17,17,31289,29,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531977,17,531978,8,531979,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*75997,7,7,75997,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
531989,29,531990,48,531991,1,excluded,composite_obstruction,6,False,two_prime_power_family,31*131^2,31,1,17161,1,3,prime_square,least_factor_times_higher_cofactor,False,True,131,11,131,11,2,fixed_point,second_factor_times_fixed_point_remainder,True,,,,,,,not_third_stripped,False,False
532001,11,532002,8,532003,13,excluded,composite_obstruction,8,False,multi_prime_family,59*71*127,59,29,9017,17,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532061,11,532062,32,532063,13,excluded,composite_obstruction,8,False,multi_prime_family,7*29*2621,7,7,76009,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532187,17,532188,18,532189,19,excluded,composite_obstruction,6,False,two_prime_power_family,7^2*10861,7,7,76027,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532199,29,532200,48,532201,1,excluded,composite_obstruction,4,False,semiprime_distinct,103*5167,103,13,5167,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532241,11,532242,12,532243,13,excluded,composite_obstruction,8,False,multi_prime_family,23*73*317,23,23,23141,11,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532277,17,532278,16,532279,19,excluded,composite_obstruction,12,False,multi_prime_family,11^2*53*83,11,11,48389,29,8,multi_prime_family,least_factor_times_higher_cofactor,False,True,11,11,4399,19,4,semiprime_distinct,second_factor_times_semiprime_remainder,True,,,,,,,not_third_stripped,False,False
532307,17,532308,24,532309,19,excluded,composite_obstruction,4,False,semiprime_distinct,89*5981,89,29,5981,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532331,11,532332,60,532333,13,unresolved,prime_closure,2,True,fixed_point,532333,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532349,29,532350,108,532351,1,excluded,composite_obstruction,4,False,semiprime_distinct,269*1979,269,29,1979,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532379,29,532380,48,532381,1,excluded,composite_obstruction,8,False,multi_prime_family,23*79*293,23,23,23147,17,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532391,11,532392,32,532393,13,excluded,composite_obstruction,4,False,semiprime_distinct,37*14389,37,7,14389,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532421,11,532422,24,532423,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*31319,17,17,31319,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532439,29,532440,128,532441,1,excluded,composite_obstruction,8,False,multi_prime_family,7*13*5851,7,7,76063,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532451,11,532452,12,532453,13,unresolved,prime_closure,2,True,fixed_point,532453,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532529,29,532530,48,532531,1,unresolved,prime_closure,2,True,fixed_point,532531,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532547,17,532548,24,532549,19,excluded,composite_obstruction,8,False,multi_prime_family,31*41*419,31,1,17179,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532601,11,532602,32,532603,13,unresolved,prime_closure,2,True,fixed_point,532603,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532607,17,532608,64,532609,19,excluded,composite_obstruction,8,False,multi_prime_family,7*11*6917,7,7,76087,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532619,29,532620,72,532621,1,unresolved,prime_closure,2,True,fixed_point,532621,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532691,11,532692,18,532693,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*76099,7,7,76099,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532709,29,532710,32,532711,1,excluded,composite_obstruction,4,False,semiprime_distinct,59*9029,59,29,9029,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532739,29,532740,48,532741,1,excluded,composite_obstruction,8,False,multi_prime_family,11*19*2549,11,11,48431,11,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532751,11,532752,40,532753,13,excluded,composite_obstruction,8,False,multi_prime_family,13*107*383,13,13,40981,1,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532757,17,532758,8,532759,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*18371,29,29,18371,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532781,11,532782,12,532783,13,unresolved,prime_closure,2,True,fixed_point,532783,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532811,11,532812,24,532813,13,excluded,composite_obstruction,4,False,semiprime_distinct,43*12391,43,13,12391,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532907,17,532908,36,532909,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*40993,13,13,40993,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532919,29,532920,32,532921,1,excluded,composite_obstruction,4,False,semiprime_distinct,31*17191,31,1,17191,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
532949,29,532950,96,532951,1,unresolved,prime_closure,2,True,fixed_point,532951,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
533009,29,533010,32,533011,1,unresolved,prime_closure,2,True,fixed_point,533011,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
533051,11,533052,72,533053,13,unresolved,prime_closure,2,True,fixed_point,533053,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
