source_rung_min_exponent,source_rung_max_exponent,exponent,exponent_divisor_count,source_candidate_bound,source_candidate_seconds_limit,source_candidate_checks,source_unresolved_candidate_offset,pressure_candidate_bound,pressure_candidate_seconds_limit,pressure_exponent_status,pressure_candidate_checks,pressure_unresolved_reason,pressure_unresolved_candidate_offset,power_of_two,mersenne_number,distance_to_left_prime,mersenne_location_inferred,left_prime
101,1000,103,2,4096,1.0,12,45,4096,3.0,left_prime_resolved,26,,,10141204801825835211973625643008,10141204801825835211973625643007,97,False,10141204801825835211973625642911
101,1000,137,2,4096,1.0,1,1,4096,3.0,left_prime_resolved,4,,,174224571863520493293247799005065324265472,174224571863520493293247799005065324265471,13,False,174224571863520493293247799005065324265459
101,1000,139,2,4096,1.0,18,67,4096,3.0,left_prime_resolved,50,,,696898287454081973172991196020261297061888,696898287454081973172991196020261297061887,187,False,696898287454081973172991196020261297061701
101,1000,151,2,4096,1.0,32,117,4096,3.0,left_prime_resolved,52,,,2854495385411919762116571938898990272765493248,2854495385411919762116571938898990272765493247,195,False,2854495385411919762116571938898990272765493053
101,1000,191,2,4096,1.0,1,1,4096,3.0,left_prime_resolved,5,,,3138550867693340381917894711603833208051177722232017256448,3138550867693340381917894711603833208051177722232017256447,19,False,3138550867693340381917894711603833208051177722232017256429
