surface,feature,target,count,pearson,spearman
all,gap,next_gap,81298,0.05629198856824798,-0.03313061116705443
all,gap,next_gap_divisor_count,81298,0.15968601568630733,-0.003482059902607412
all,gap,gap_delta,81298,-0.6868702960006985,-0.6801155857585838
all,gap_divisor_count,next_gap,81298,0.160030407481662,-0.004193264817528688
all,gap_divisor_count,next_gap_divisor_count,81298,0.3338504405917929,0.021267148251996593
all,gap_divisor_count,gap_delta,81298,-0.5006836231282457,-0.6308594232577248
all,density,next_gap,81298,0.11859553010696733,0.09683938175877324
all,density,next_gap_divisor_count,81298,0.16339543819594057,0.07913044977898158
all,density,gap_delta,81298,0.17010368921762073,0.18403173928329225
all,normalized_load,next_gap,81298,0.022225786497838646,0.012348597457773029
all,normalized_load,next_gap_divisor_count,81298,-0.021707233111734107,-0.07239402088608235
all,normalized_load,gap_delta,81298,0.18656261315841377,0.19940880173097908
all,load_residual,next_gap,81298,0.052511694665487545,0.007150942356544842
all,load_residual,next_gap_divisor_count,81298,0.06703964000695359,-0.06148755556106919
all,load_residual,gap_delta,81298,-0.12469227837307353,-0.17319456436882089
all,p_mod30,next_gap,81298,0.015888421064615407,0.029246155422060587
all,p_mod30,next_gap_divisor_count,81298,0.009470536400269463,0.02857996959726626
all,p_mod30,gap_delta,81298,0.010503303162412065,-0.0013199530206030629
all,q_mod30,next_gap,81298,0.0014518489176734816,0.025051921910693484
all,q_mod30,next_gap_divisor_count,81298,0.027751400945800107,0.07781076844581729
all,q_mod30,gap_delta,81298,0.004476280053164964,0.031633405965410005
low_full,gap,next_gap,78493,-0.043204343185312494,-0.05611721575770342
low_full,gap,next_gap_divisor_count,78493,-0.029191599377811333,-0.03788549057262643
low_full,gap,gap_delta,78493,-0.7222215565992557,-0.6916494431539206
low_full,gap_divisor_count,next_gap,78493,-0.02848595807976345,-0.03854196182964572
low_full,gap_divisor_count,next_gap_divisor_count,78493,-0.021795308073492864,-0.03158898427866204
low_full,gap_divisor_count,gap_delta,78493,-0.696003870276767,-0.6566985186704114
low_full,density,next_gap,78493,0.05381456107428724,0.06300224561344492
low_full,density,next_gap_divisor_count,78493,0.024363730280213505,0.020671208540458418
low_full,density,gap_delta,78493,0.2053826214083562,0.19531326052801604
low_full,normalized_load,next_gap,78493,0.03987448616645609,0.025203158650935403
low_full,normalized_load,next_gap_divisor_count,78493,-0.0001670880908992111,-0.055638208904435646
low_full,normalized_load,gap_delta,78493,0.20735112911367062,0.206051463479297
low_full,load_residual,next_gap,78493,0.014259813844419765,0.0059695246632801
low_full,load_residual,next_gap_divisor_count,78493,-0.042044375035955525,-0.06630003340332875
low_full,load_residual,gap_delta,78493,-0.203146512335369,-0.18179896348272467
low_full,p_mod30,next_gap,78493,0.01850542759022111,0.030018763049267035
low_full,p_mod30,next_gap_divisor_count,78493,0.015878903195527132,0.029353670362520106
low_full,p_mod30,gap_delta,78493,0.011168653085643191,-0.00171091680758795
low_full,q_mod30,next_gap,78493,0.002375167567843532,0.02582596652102457
low_full,q_mod30,next_gap_divisor_count,78493,0.052826855133566934,0.08126016340962958
low_full,q_mod30,gap_delta,78493,0.00412916675711769,0.032876248494494574
decade_window,gap,next_gap,2805,0.060177913927785924,0.042314716119707566
decade_window,gap,next_gap_divisor_count,2805,0.10133455662521004,0.08941823673742422
decade_window,gap,gap_delta,2805,-0.6854909283087698,-0.6585638613302416
decade_window,gap_divisor_count,next_gap,2805,0.10130669152686815,0.08665836413649512
decade_window,gap_divisor_count,next_gap_divisor_count,2805,0.16002828137203773,0.15727694340423734
decade_window,gap_divisor_count,gap_delta,2805,-0.6125635111168628,-0.5907312327256042
decade_window,density,next_gap,2805,0.043357845879306287,0.15529058267085624
decade_window,density,next_gap_divisor_count,2805,0.06488951364422263,0.2396393810927708
decade_window,density,gap_delta,2805,0.07283793783041764,0.03398308974151781
decade_window,normalized_load,next_gap,2805,-0.0231795587793017,-0.004459574656002557
decade_window,normalized_load,next_gap_divisor_count,2805,-0.04130082894779855,-0.06460770907674812
decade_window,normalized_load,gap_delta,2805,0.07473986761772468,0.04857988304460351
decade_window,load_residual,next_gap,2805,0.021157600870350016,0.008255108605652347
decade_window,load_residual,next_gap_divisor_count,2805,0.009325092894784736,-0.036460188752115055
decade_window,load_residual,gap_delta,2805,-0.09214056272239704,-0.047621792224450635
decade_window,p_mod30,next_gap,2805,0.0075422803882962694,0.016499868786752556
decade_window,p_mod30,next_gap_divisor_count,2805,0.015606932377442486,0.026067239496039257
decade_window,p_mod30,gap_delta,2805,0.009080270385787865,0.008760573263977613
decade_window,q_mod30,next_gap,2805,-0.005972525400152924,0.007080893807942383
decade_window,q_mod30,next_gap_divisor_count,2805,0.020364331534388633,0.03971783558129389
decade_window,q_mod30,gap_delta,2805,0.010152822543917216,0.011165255220669579
