scale_digits,candidate_bound,factor_bound,prime_count,candidate_count,exact_count,certified_composite_count,unresolved_no_factor_count,wheel_open_count,wheel_open_certified_count,wheel_open_unresolved_count,first_wheel_unresolved_offset,factor_touch_count,factor_power_count,sieve_seconds,init_seconds,strip_seconds,classify_seconds,total_seconds
1234,16384,70000000,4118064,16384,0,15905,479,4370,3891,479,81,51558,64226,0.288361,0.001431,0.240298,0.000058,0.530163
