scale_digits,candidate_bound,factor_bound,prime_count,candidate_count,exact_count,certified_composite_count,unresolved_no_factor_count,wheel_open_count,wheel_open_certified_count,wheel_open_unresolved_count,first_wheel_unresolved_offset,factor_touch_count,factor_power_count,sieve_seconds,init_seconds,strip_seconds,classify_seconds,total_seconds
1234,128,70000000,4118064,128,0,126,2,35,33,2,81,421,516,0.265438,0.000040,0.220593,0.000001,0.486073
