scale_digits,candidate_bound,factor_bound,prime_count,candidate_count,exact_count,certified_composite_count,unresolved_no_factor_count,wheel_open_count,wheel_open_certified_count,wheel_open_unresolved_count,first_wheel_unresolved_offset,factor_touch_count,factor_power_count,sieve_seconds,init_seconds,strip_seconds,classify_seconds,total_seconds
1234,4096,1000000,78498,4096,0,3946,150,1093,943,150,81,11812,14978,0.002154,0.000371,0.008563,0.000016,0.011107
