p,q,gap_len,w,tau_w,frac_pos,budget,packet
3,5,2,4,3,0.5,0.6931471805599453,d3_prime_square
23,29,6,25,3,0.3333333333333333,24.361941827854157,d3_prime_square
59,61,2,60,12,0.5,20.471722811110503,d8_plus
97,101,4,98,6,0.25,34.478270308568646,d6
137,139,2,138,8,0.5,14.781761055471616,d8_plus
179,181,2,180,18,0.5,41.54365480712168,d8_plus
227,229,2,228,12,0.5,27.146728144772204,d8_plus
263,269,6,265,4,0.3333333333333333,78.1310850937775,d4_semiprime
311,313,2,312,16,0.5,40.201022314666375,d8_plus
359,367,8,361,3,0.25,138.46559989744392,d3_prime_square
409,419,10,411,4,0.2,132.58312419528804,d4_semiprime
457,461,4,458,4,0.25,55.17015226171153,d4_semiprime
503,509,6,505,4,0.3333333333333333,118.27049228826213,d4_semiprime
569,571,2,570,16,0.5,44.41945452580018,d8_plus
607,613,6,611,4,0.6666666666666666,128.27566130373282,d4_semiprime
653,659,6,655,4,0.3333333333333333,84.32158327672838,d4_semiprime
709,719,10,713,4,0.4,151.11478903239103,d4_semiprime
761,769,8,763,4,0.25,139.45559928209934,d4_semiprime
823,827,4,824,8,0.25,73.86921284196475,d8_plus
877,881,4,878,4,0.25,74.57572865857055,d4_semiprime
929,937,8,933,4,0.5,184.65076775515217,d4_semiprime
983,991,8,985,4,0.25,213.74886429742327,d4_semiprime
1033,1039,6,1037,4,0.6666666666666666,118.02920620720664,d4_semiprime
1091,1093,2,1092,24,0.5,76.95342771935336,d8_plus
1151,1153,2,1152,24,0.5,77.54180325381421,d8_plus
1213,1217,4,1214,4,0.25,85.23410512564936,d4_semiprime
1277,1279,2,1278,12,0.5,35.7652581746874,d8_plus
1303,1307,4,1306,4,0.75,64.56409113608014,d4_semiprime
1381,1399,18,1382,4,0.05555555555555555,354.624273937246,d4_semiprime
1447,1451,4,1448,8,0.25,94.6235546075135,d8_plus
1489,1493,4,1492,6,0.75,58.45694670264014,d6
1553,1559,6,1555,4,0.3333333333333333,110.24359797354323,d4_semiprime
1607,1609,2,1608,16,0.5,51.679225148172385,d8_plus
1663,1667,4,1665,12,0.5,126.09766347537474,d8_plus
1721,1723,2,1722,16,0.5,52.15869179491373,d8_plus
1783,1787,4,1784,8,0.25,97.33325708322538,d8_plus
1861,1867,6,1865,4,0.6666666666666666,120.48391923362782,d4_semiprime
1907,1913,6,1909,4,0.3333333333333333,151.09402220494903,d4_semiprime
1987,1993,6,1991,4,0.6666666666666666,159.5136814545841,d4_semiprime
2029,2039,10,2031,4,0.2,205.66965250872957,d4_semiprime
2087,2089,2,2088,24,0.5,84.08358143902782,d8_plus
2141,2143,2,2142,24,0.5,84.36444776108463,d8_plus
2221,2237,16,2227,4,0.375,400.8857211906641,d4_semiprime
2281,2287,6,2283,4,0.3333333333333333,92.80595090444974,d4_semiprime
2341,2347,6,2342,4,0.16666666666666666,131.91855655890683,d4_semiprime
2389,2393,4,2391,4,0.5,85.57580870772865,d4_semiprime
2447,2459,12,2449,4,0.16666666666666666,343.3988459666849,d4_semiprime
2531,2539,8,2533,4,0.25,195.95108027328263,d4_semiprime
2593,2609,16,2594,4,0.0625,404.9822098301695,d4_semiprime
2663,2671,8,2669,4,0.75,260.3221518771671,d4_semiprime
2707,2711,4,2708,6,0.25,79.04371722011105,d6
2753,2767,14,2757,4,0.2857142857142857,388.2085098240597,d4_semiprime
2819,2833,14,2823,4,0.2857142857142857,397.3262162180012,d4_semiprime
2887,2897,10,2893,4,0.6,231.11689530363194,d4_semiprime
2953,2957,4,2956,6,0.75,63.929692742930754,d6
3019,3023,4,3022,4,0.75,72.11876423883729,d4_semiprime
3083,3089,6,3085,4,0.3333333333333333,128.55474240976815,d4_semiprime
3169,3181,12,3173,4,0.3333333333333333,322.5319393899394,d4_semiprime
3229,3251,22,3233,4,0.18181818181818182,699.2100693802375,d4_semiprime
3307,3313,6,3309,4,0.3333333333333333,186.41603165503594,d4_semiprime
3347,3359,12,3349,4,0.16666666666666666,316.5757625505484,d4_semiprime
3413,3433,20,3415,4,0.1,642.9453298471235,d4_semiprime
3491,3499,8,3493,4,0.25,228.4553345187217,d4_semiprime
3541,3547,6,3543,4,0.3333333333333333,138.94006164057683,d4_semiprime
3607,3613,6,3611,4,0.6666666666666666,212.9799755153809,d4_semiprime
3671,3673,2,3672,32,0.5,123.12737627610571,d8_plus
3727,3733,6,3729,8,0.3333333333333333,148.03547791117163,d8_plus
3793,3797,4,3794,8,0.25,123.62212207894208,d8_plus
3853,3863,10,3859,4,0.6,247.73815609352877,d4_semiprime
3919,3923,4,3921,4,0.5,148.93103008154432,d4_semiprime
4001,4003,2,4002,16,0.5,58.06184660600575,d8_plus
4051,4057,6,4054,4,0.5,149.53821290216476,d4_semiprime
4127,4129,2,4128,24,0.5,91.58103137877538,d8_plus
4201,4211,10,4207,4,0.6,191.91957097942247,d4_semiprime
4243,4253,10,4247,4,0.4,275.6905963824906,d4_semiprime
4297,4327,30,4299,4,0.06666666666666667,945.7409671847657,d4_semiprime
4391,4397,6,4393,4,0.3333333333333333,192.92161322586787,d4_semiprime
4457,4463,6,4461,4,0.6666666666666666,126.04311154089612,d4_semiprime
4519,4523,4,4521,8,0.5,143.08030394153315,d8_plus
4597,4603,6,4601,4,0.6666666666666666,244.58053461588696,d4_semiprime
4651,4657,6,4652,6,0.16666666666666666,202.69458317134436,d6
4723,4729,6,4727,4,0.6666666666666666,203.06002591147612,d4_semiprime
4793,4799,6,4798,4,0.8333333333333334,177.9842018985599,d4_semiprime
4877,4889,12,4881,4,0.3333333333333333,382.20857647909025,d4_semiprime
4943,4951,8,4946,4,0.375,314.7464986476677,d4_semiprime
4999,5003,4,5001,4,0.5,110.72491122847775,d4_semiprime
5059,5077,18,5062,4,0.16666666666666666,622.7488631561844,d4_semiprime
5113,5119,6,5114,4,0.16666666666666666,136.64205010652316,d4_semiprime
5197,5209,12,5199,4,0.16666666666666666,453.5252977629483,d4_semiprime
5279,5281,2,5280,48,0.5,197.14867166410704,d8_plus
5351,5381,30,5353,4,0.06666666666666667,1013.362125574852,d4_semiprime
5419,5431,12,5422,4,0.25,378.3474867578043,d4_semiprime
5479,5483,4,5482,4,0.75,129.13454785177998,d4_semiprime
5531,5557,26,5533,4,0.07692307692307693,887.9090352475431,d4_semiprime
5623,5639,16,5627,4,0.25,496.5589204714645,d4_semiprime
5669,5683,14,5671,4,0.14285714285714285,527.2731833278659,d4_semiprime
5741,5743,2,5742,24,0.5,95.21119146749109,d8_plus
5813,5821,8,5815,4,0.25,277.393275042981,d4_semiprime
5861,5867,6,5862,8,0.16666666666666666,164.85583926162985,d8_plus
5927,5939,12,5933,4,0.5,395.30702669626015,d4_semiprime
6029,6037,8,6031,4,0.25,287.26167192520603,d4_semiprime
6089,6091,2,6090,32,0.5,130.71605041055912,d8_plus
6151,6163,12,6155,4,0.3333333333333333,471.1762524776825,d4_semiprime
6221,6229,8,6227,4,0.75,262.0898596529472,d4_semiprime
6287,6299,12,6289,4,0.16666666666666666,367.3740037952174,d4_semiprime
6343,6353,10,6347,4,0.4,341.47675386286943,d4_semiprime
6397,6421,24,6401,4,0.16666666666666666,802.0338590016435,d4_semiprime
6481,6491,10,6483,4,0.2,263.3266611484036,d4_semiprime
6569,6571,2,6570,24,0.5,96.69296022626521,d8_plus
6653,6659,6,6658,4,0.8333333333333334,167.2616044576694,d4_semiprime
6703,6709,6,6707,4,0.6666666666666666,211.45968071677893,d4_semiprime
6781,6791,10,6782,4,0.1,370.5499089033893,d4_semiprime
6841,6857,16,6843,4,0.125,459.25704155854123,d4_semiprime
6911,6917,6,6913,4,0.3333333333333333,291.7615719217846,d4_semiprime
6971,6977,6,6973,4,0.3333333333333333,256.64795162901623,d4_semiprime
7027,7039,12,7031,4,0.3333333333333333,425.20239924036133,d4_semiprime
7121,7127,6,7123,4,0.3333333333333333,168.5541101519946,d4_semiprime
7207,7211,4,7209,10,0.5,159.89553930458848,d8_plus
7253,7283,30,7255,4,0.06666666666666667,1093.6206101106065,d4_semiprime
7349,7351,2,7350,36,0.5,151.341745067517,d8_plus
7451,7457,6,7453,4,0.3333333333333333,249.6605596112406,d4_semiprime
7507,7517,10,7509,4,0.2,258.80531592610276,d4_semiprime
7559,7561,2,7560,64,0.5,276.8494205443809,d8_plus
7607,7621,14,7609,4,0.14285714285714285,527.3313499418948,d4_semiprime
7687,7691,4,7689,8,0.5,98.42274598584626,d8_plus
7753,7757,4,7754,4,0.25,116.42972572931805,d4_semiprime
7841,7853,12,7846,4,0.4166666666666667,367.6843658533156,d4_semiprime
7901,7907,6,7903,4,0.3333333333333333,242.32860718084132,d4_semiprime
7963,7993,30,7967,4,0.13333333333333333,1096.1130028159657,d4_semiprime
8069,8081,12,8071,4,0.16666666666666666,404.8437626308227,d4_semiprime
8123,8147,24,8129,4,0.25,828.3559690644778,d4_semiprime
8219,8221,2,8220,24,0.5,99.15758036855249,d8_plus
8273,8287,14,8278,4,0.35714285714285715,518.7406265752779,d4_semiprime
8329,8353,24,8331,4,0.08333333333333333,875.821491777195,d4_semiprime
8423,8429,6,8425,6,0.3333333333333333,307.3260212914578,d6
8513,8521,8,8518,4,0.625,325.7943201668858,d4_semiprime
8581,8597,16,8583,4,0.125,525.3777732950599,d4_semiprime
8647,8663,16,8651,4,0.25,530.350080105608,d4_semiprime
8707,8713,6,8709,4,0.3333333333333333,281.2417940256272,d4_semiprime
8761,8779,18,8765,4,0.2222222222222222,699.103873602247,d4_semiprime
8831,8837,6,8833,6,0.3333333333333333,277.13203924687946,d6
8893,8923,30,8894,4,0.03333333333333333,1045.8886780174714,d4_semiprime
8971,8999,28,8977,4,0.21428571428571427,928.533315446593,d4_semiprime
9043,9049,6,9046,4,0.5,318.8529486591851,d4_semiprime
9133,9137,4,9134,4,0.25,145.9182238782613,d4_semiprime
9199,9203,4,9201,4,0.5,164.28601852744845,d4_semiprime
9277,9281,4,9278,4,0.25,146.16943814316124,d4_semiprime
9337,9341,4,9339,8,0.5,137.12910266215977,d8_plus
9403,9413,10,9409,3,0.6,407.1430047379882,d3_prime_square
9461,9463,2,9462,16,0.5,64.08527339333764,d8_plus
9521,9533,12,9523,4,0.16666666666666666,329.825449104996,d4_semiprime
9619,9623,4,9621,6,0.5,146.746424223758,d6
9679,9689,10,9683,4,0.4,394.66059712399266,d4_semiprime
9743,9749,6,9745,4,0.3333333333333333,275.53528804237214,d4_semiprime
9811,9817,6,9813,4,0.3333333333333333,174.64035021791486,d4_semiprime
9871,9883,12,9874,4,0.25,450.70641409539013,d4_semiprime
9941,9949,8,9943,4,0.25,285.34998265679496,d4_semiprime
10061,10067,6,10063,4,0.3333333333333333,285.71732539048537,d4_semiprime
10111,10133,22,10113,4,0.09090909090909091,820.7987174358003,d4_semiprime
10177,10181,4,10178,8,0.25,138.42142724613527,d8_plus
10253,10259,6,10254,8,0.16666666666666666,147.76989072396205,d8_plus
10313,10321,8,10315,4,0.25,369.6659048085087,d4_semiprime
10391,10399,8,10393,4,0.25,305.21887652760745,d4_semiprime
10463,10477,14,10466,4,0.21428571428571427,583.1446743786906,d4_semiprime
10559,10567,8,10561,4,0.25,398.3939712382662,d4_semiprime
10631,10639,8,10637,4,0.75,241.069078122894,d4_semiprime
10709,10711,2,10710,48,0.5,213.41546275916124,d8_plus
10771,10781,10,10774,4,0.3,399.2619162534561,d4_semiprime
10859,10861,2,10860,24,0.5,102.22125752836719,d8_plus
10937,10939,2,10938,8,0.5,27.899994731720152,d8_plus
11003,11027,24,11006,4,0.125,1037.7400349227148,d4_semiprime
11087,11093,6,11089,4,0.3333333333333333,363.23383534873034,d4_semiprime
11161,11171,10,11162,4,0.1,270.2997548755714,d4_semiprime
11243,11251,8,11246,4,0.375,335.80559690647937,d4_semiprime
11311,11317,6,11314,4,0.5,252.01284995774864,d4_semiprime
11393,11399,6,11395,8,0.3333333333333333,252.20677560386957,d8_plus
11471,11483,12,11474,4,0.25,495.4475718306998,d4_semiprime
11549,11551,2,11550,48,0.5,215.15213646684862,d8_plus
11633,11657,24,11639,4,0.25,954.993187657755,d4_semiprime
11719,11731,12,11721,4,0.16666666666666666,459.108968960806,d4_semiprime
11801,11807,6,11806,4,0.8333333333333334,178.14666424428063,d4_semiprime
11863,11867,4,11864,8,0.25,121.95752617399813,d8_plus
11933,11939,6,11937,8,0.6666666666666666,309.7790265083296,d8_plus
11987,12007,20,11989,4,0.1,845.3181426972171,d4_semiprime
12073,12097,24,12074,4,0.041666666666666664,1099.7826421733482,d4_semiprime
12149,12157,8,12151,4,0.25,423.23727601339976,d4_semiprime
12239,12241,2,12240,60,0.5,272.9614721259232,d8_plus
12281,12289,8,12283,4,0.25,395.4785347561382,d4_semiprime
12377,12379,2,12378,8,0.5,28.271027946897917,d8_plus
12437,12451,14,12439,4,0.14285714285714285,575.170711677374,d4_semiprime
12503,12511,8,12509,4,0.75,330.1921708701012,d4_semiprime
12569,12577,8,12571,4,0.25,302.05861675679586,d4_semiprime
12637,12641,4,12638,8,0.25,160.55785627865092,d8_plus
12697,12703,6,12701,4,0.6666666666666666,226.78488935675458,d4_semiprime
12781,12791,10,12783,4,0.2,359.33179630429447,d4_semiprime
12853,12889,36,12854,4,0.027777777777777776,1466.7434623249987,d4_semiprime
12923,12941,18,12929,4,0.3333333333333333,776.3320346320027,d4_semiprime
13001,13003,2,13002,16,0.5,66.31000929535091,d8_plus
13063,13093,30,13067,4,0.13333333333333333,1232.2258766322966,d4_semiprime
13151,13159,8,13153,4,0.25,369.8984900828784,d4_semiprime
13217,13219,2,13218,8,0.5,28.468004448091193,d8_plus
13297,13309,12,13301,4,0.3333333333333333,446.2954963629968,d4_semiprime
13381,13397,16,13382,4,0.0625,617.6481661202929,d4_semiprime
13457,13463,6,13459,4,0.3333333333333333,142.61231255911636,d4_semiprime
13537,13553,16,13539,4,0.125,608.8869897990886,d4_semiprime
13627,13633,6,13631,4,0.6666666666666666,285.60202943885747,d4_semiprime
13693,13697,4,13694,8,0.25,161.92165543959393,d8_plus
13751,13757,6,13753,4,0.3333333333333333,276.34302769947465,d4_semiprime
13829,13831,2,13830,16,0.5,66.74216797261163,d8_plus
13901,13903,2,13902,16,0.5,66.77851595562302,d8_plus
13967,13997,30,13969,4,0.06666666666666667,1240.9117132580682,d4_semiprime
14057,14071,14,14059,4,0.14285714285714285,649.4925496820109,d4_semiprime
14153,14159,6,14158,4,0.8333333333333334,200.71527607350893,d4_semiprime
14243,14249,6,14247,6,0.6666666666666666,229.54148433334828,d6
14327,14341,14,14333,4,0.42857142857142855,574.22449050456,d4_semiprime
14411,14419,8,14414,4,0.375,316.0099217215618,d4_semiprime
14479,14489,10,14483,4,0.4,325.745468959776,d4_semiprime
14551,14557,6,14554,8,0.5,277.98218865635283,d8_plus
14629,14633,4,14631,4,0.5,220.59010358508561,d4_semiprime
14713,14717,4,14714,8,0.25,143.94947580727296,d8_plus
14753,14759,6,14757,4,0.6666666666666666,201.58737063066448,d4_semiprime
14821,14827,6,14822,4,0.16666666666666666,211.28866793008547,d4_semiprime
14887,14891,4,14888,8,0.25,86.47540166476708,d8_plus
14957,14969,12,14959,4,0.16666666666666666,499.89011709535646,d4_semiprime
15073,15077,4,15074,4,0.25,105.82878956594055,d4_semiprime
15137,15139,2,15138,18,0.5,76.9997073429529,d8_plus
15217,15227,10,15221,4,0.4,414.1128168903815,d4_semiprime
15271,15277,6,15273,6,0.3333333333333333,269.75012484132344,d6
15329,15331,2,15330,32,0.5,144.5635045779879,d8_plus
15391,15401,10,15395,4,0.4,511.02198602289974,d4_semiprime
15467,15473,6,15469,4,0.3333333333333333,279.7531449190279,d4_semiprime
15559,15569,10,15563,4,0.4,415.0654950406522,d4_semiprime
15641,15643,2,15642,24,0.5,106.23486371477712,d8_plus
15679,15683,4,15681,4,0.5,212.5232997822599,d4_semiprime
15761,15767,6,15763,4,0.3333333333333333,164.31259592215352,d4_semiprime
15817,15823,6,15819,4,0.3333333333333333,222.38820115549322,d4_semiprime
15907,15913,6,15909,4,0.3333333333333333,357.9662779919514,d4_semiprime
15991,16001,10,15997,4,0.6,406.56663424044797,d4_semiprime
16069,16073,4,16070,8,0.25,164.64161640128435,d8_plus
16139,16141,2,16140,24,0.5,106.57961536006333,d8_plus
16223,16229,6,16228,6,0.8333333333333334,329.6066135774633,d6
16319,16333,14,16321,4,0.14285714285714285,679.0288254081329,d4_semiprime
16411,16417,6,16413,4,0.3333333333333333,359.1203633281112,d4_semiprime
16477,16481,4,16479,6,0.5,194.1970851402483,d6
16561,16567,6,16563,4,0.3333333333333333,213.72959192587007,d4_semiprime
16649,16651,2,16650,36,0.5,165.24281342194604,d8_plus
16703,16729,26,16706,4,0.11538461538461539,1157.1702198691794,d4_semiprime
16811,16823,12,16817,4,0.5,476.77683402929136,d4_semiprime
16889,16901,12,16894,4,0.4166666666666667,618.1610140395431,d4_semiprime
16963,16979,16,16969,4,0.375,633.049094080002,d4_semiprime
17029,17033,4,17031,8,0.5,126.6560415108336,d8_plus
17107,17117,10,17111,4,0.4,506.87083893757836,d4_semiprime
17191,17203,12,17194,4,0.25,526.6369717682747,d4_semiprime
17291,17293,2,17292,24,0.5,107.33799170366274,d8_plus
17351,17359,8,17354,4,0.375,312.3714851007567,d4_semiprime
17417,17419,2,17418,8,0.5,29.295778299758055,d8_plus
17483,17489,6,17485,8,0.3333333333333333,253.99736545876377,d8_plus
17569,17573,4,17571,4,0.5,127.06195238850425,d4_semiprime
17627,17657,30,17635,4,0.26666666666666666,1349.3618745749202,d4_semiprime
17729,17737,8,17734,4,0.625,361.9762893161343,d4_semiprime
17791,17807,16,17795,4,0.25,616.5729148670902,d4_semiprime
17891,17903,12,17893,4,0.16666666666666666,528.7871274890582,d4_semiprime
17957,17959,2,17958,16,0.5,68.57053683956528,d8_plus
18041,18043,2,18042,16,0.5,68.6032035655161,d8_plus
18097,18119,22,18098,4,0.045454545454545456,754.9151272724648,d4_semiprime
18169,18181,12,18173,4,0.3333333333333333,637.5088540046543,d4_semiprime
18229,18233,4,18230,8,0.25,127.54164276190716,d8_plus
18301,18307,6,18302,4,0.16666666666666666,284.6323552571537,d4_semiprime
18371,18379,8,18373,4,0.25,284.74396976606823,d4_semiprime
18443,18451,8,18449,4,0.75,491.1332307690066,d4_semiprime
18521,18523,2,18522,32,0.5,147.40071740595323,d8_plus
18617,18637,20,18619,4,0.1,934.0721627267725,d4_semiprime
18719,18731,12,18721,4,0.16666666666666666,659.11100500081,d4_semiprime
18793,18797,4,18794,4,0.25,127.93771284204449,d4_semiprime
18913,18917,4,18916,6,0.75,137.86778890487474,d6
19009,19013,4,19011,4,0.5,118.23353944631026,d4_semiprime
19081,19087,6,19083,4,0.3333333333333333,187.27519130617904,d4_semiprime
19183,19207,24,19187,4,0.16666666666666666,1144.040391410115,d4_semiprime
19259,19267,8,19262,4,0.375,463.69872800378624,d4_semiprime
19373,19379,6,19378,4,0.8333333333333334,187.56370915932715,d4_semiprime
19421,19423,2,19422,24,0.5,108.6157789546973,d8_plus
19463,19469,6,19466,4,0.5,227.1577664821553,d4_semiprime
19531,19541,10,19534,4,0.3,405.0808888586394,d4_semiprime
19597,19603,6,19601,4,0.6666666666666666,420.04062623624696,d4_semiprime
19709,19717,8,19711,4,0.25,464.7831582745746,d4_semiprime
19777,19793,16,19781,4,0.25,672.6995154986058,d4_semiprime
19853,19861,8,19857,4,0.5,326.57839216441016,d4_semiprime
19937,19949,12,19939,4,0.16666666666666666,415.8260543814746,d4_semiprime
19997,20011,14,19999,4,0.14285714285714285,752.6814503512835,d4_semiprime
20071,20089,18,20073,4,0.1111111111111111,812.4183019773117,d4_semiprime
20143,20147,4,20146,8,0.75,138.74990991802252,d8_plus
20219,20231,12,20221,4,0.16666666666666666,525.4779087843096,d4_semiprime
20323,20327,4,20326,4,0.75,79.35680627120502,d4_semiprime
20359,20369,10,20362,4,0.3,347.2542205213964,d4_semiprime
20441,20443,2,20442,8,0.5,29.776040660667064,d8_plus
20533,20543,10,20534,4,0.1,426.99157518116806,d4_semiprime
20627,20639,12,20633,4,0.5,486.79673372930387,d4_semiprime
20719,20731,12,20721,4,0.16666666666666666,606.28205530341,d4_semiprime
20773,20789,16,20777,4,0.25,566.6793431566756,d4_semiprime
20887,20897,10,20891,4,0.4,368.0434027097074,d4_semiprime
20947,20959,12,20949,4,0.16666666666666666,507.45322860710684,d4_semiprime
21017,21019,2,21018,16,0.5,69.67194144697879,d8_plus
21101,21107,6,21103,4,0.3333333333333333,219.0592670524625,d4_semiprime
21169,21179,10,21171,4,0.2,338.6575706604178,d4_semiprime
21247,21269,22,21251,4,0.18181818181818182,996.443207576197,d4_semiprime
21341,21347,6,21343,4,0.3333333333333333,209.33913859543986,d4_semiprime
21401,21407,6,21403,4,0.3333333333333333,239.31171398196676,d4_semiprime
21493,21499,6,21494,8,0.16666666666666666,149.63433222196787,d8_plus
21559,21563,4,21561,4,0.5,249.4650147667631,d4_semiprime
21611,21613,2,21612,12,0.5,49.90501997481978,d8_plus
21701,21713,12,21703,4,0.16666666666666666,449.3449020588637,d4_semiprime
21773,21787,14,21778,4,0.35714285714285715,669.2440545340942,d4_semiprime
21851,21859,8,21857,4,0.75,309.75695724551315,d4_semiprime
21929,21937,8,21932,6,0.375,369.8418870031525,d6
22013,22027,14,22019,4,0.42857142857142855,619.9796621796319,d4_semiprime
22073,22079,6,22075,6,0.3333333333333333,230.05180129441453,d6
22133,22147,14,22138,4,0.35714285714285715,700.3575798534229,d4_semiprime
22229,22247,18,22233,4,0.2222222222222222,890.8453365249559,d4_semiprime
22291,22303,12,22297,4,0.5,480.5885567553709,d4_semiprime
22391,22397,6,22394,4,0.5,220.36357231424608,d4_semiprime
22469,22481,12,22471,4,0.16666666666666666,571.1476304198942,d4_semiprime
22549,22567,18,22551,4,0.1111111111111111,771.8342052447967,d4_semiprime
22639,22643,4,22641,4,0.5,110.30234135944511,d4_semiprime
22709,22717,8,22711,4,0.25,361.1054222963646,d4_semiprime
22777,22783,6,22779,6,0.3333333333333333,220.7400850842399,d6
22861,22871,10,22863,4,0.2,391.4591980153403,d4_semiprime
22943,22961,18,22947,4,0.2222222222222222,933.8282155769647,d4_semiprime
23021,23027,6,23026,8,0.8333333333333334,241.06275765991256,d8_plus
23063,23071,8,23065,8,0.25,371.70742353485986,d8_plus
23159,23167,8,23164,6,0.625,482.415424518008,d6
23227,23251,24,23231,4,0.16666666666666666,1166.2189045852012,d4_semiprime
23321,23327,6,23323,4,0.3333333333333333,311.7738681741066,d4_semiprime
23417,23431,14,23419,4,0.14285714285714285,674.1241177913673,d4_semiprime
23531,23537,6,23533,4,0.3333333333333333,261.7208130618952,d4_semiprime
23581,23593,12,23587,4,0.5,432.94326500774855,d4_semiprime
23633,23663,30,23637,4,0.13333333333333333,1389.8022356420731,d4_semiprime
23741,23743,2,23742,12,0.5,50.3750045530674,d8_plus
23801,23813,12,23803,4,0.16666666666666666,453.4976937430763,d4_semiprime
23873,23879,6,23878,4,0.8333333333333334,211.6927911693495,d4_semiprime
23929,23957,28,23935,4,0.21428571428571427,1320.9277799852475,d4_semiprime
24007,24019,12,24011,4,0.3333333333333333,554.7487845015787,d4_semiprime
24077,24083,6,24082,4,0.8333333333333334,282.49570858101094,d4_semiprime
24121,24133,12,24127,4,0.5,534.8278499575669,d4_semiprime
24203,24223,20,24207,4,0.2,908.5179196435726,d4_semiprime
24329,24337,8,24331,4,0.25,479.73208787305657,d4_semiprime
24413,24419,6,24417,6,0.6666666666666666,262.6774736376982,d6
24481,24499,18,24482,4,0.05555555555555555,717.5292261208056,d4_semiprime
24571,24593,22,24573,4,0.09090909090909091,839.1141409487194,d4_semiprime
24683,24691,8,24685,4,0.25,364.10406057693996,d4_semiprime
24781,24793,12,24782,4,0.08333333333333333,414.8418652083124,d4_semiprime
24859,24877,18,24861,4,0.1111111111111111,799.5824133868516,d4_semiprime
24953,24967,14,24958,4,0.35714285714285715,764.4401514921512,d4_semiprime
25033,25037,4,25034,4,0.25,91.15243089440307,d4_semiprime
25117,25121,4,25119,6,0.5,162.10239544688278,d6
25183,25189,6,25187,4,0.6666666666666666,233.0827636965914,d4_semiprime
25261,25301,40,25267,4,0.15,1992.0916328032592,d4_semiprime
25349,25357,8,25351,4,0.25,365.0622220784679,d4_semiprime
25439,25447,8,25442,4,0.375,405.7655182906555,d4_semiprime
25537,25541,4,25539,4,0.5,81.18381325845408,d4_semiprime
25603,25609,6,25607,4,0.6666666666666666,334.9698300621715,d4_semiprime
25667,25673,6,25669,8,0.3333333333333333,335.0504922048607,d8_plus
25747,25759,12,25751,4,0.3333333333333333,609.3791604013047,d4_semiprime
25841,25847,6,25843,4,0.3333333333333333,233.67578916363811,d4_semiprime
25919,25931,12,25923,4,0.3333333333333333,726.6467643870917,d4_semiprime
25997,25999,2,25998,16,0.5,71.16042423677575,d8_plus
26083,26099,16,26086,4,0.1875,508.46709304792637,d4_semiprime
26153,26161,8,26155,4,0.25,417.0485918184563,d4_semiprime
26227,26237,10,26231,4,0.4,437.51422840028044,d4_semiprime
26297,26309,12,26302,4,0.4166666666666667,498.6932587622326,d4_semiprime
26387,26393,6,26389,4,0.3333333333333333,305.4219097053283,d4_semiprime
26449,26459,10,26453,4,0.4,315.6769458988685,d4_semiprime
26557,26561,4,26558,12,0.25,234.30415210582197,d8_plus
26647,26669,22,26651,4,0.18181818181818182,1039.4640055702098,d4_semiprime
26701,26711,10,26707,4,0.6,366.93434340958504,d4_semiprime
26759,26777,18,26761,4,0.1111111111111111,835.988485957237,d4_semiprime
26849,26861,12,26851,4,0.16666666666666666,571.0996456584552,d4_semiprime
26921,26927,6,26926,4,0.8333333333333334,214.21586914031477,d4_semiprime
26993,27011,18,26995,4,0.1111111111111111,918.3293286011223,d4_semiprime
27073,27077,4,27074,4,0.25,142.88927273984174,d4_semiprime
27143,27179,36,27147,4,0.1111111111111111,1694.7724815058384,d4_semiprime
27259,27271,12,27263,4,0.3333333333333333,704.7220712310901,d4_semiprime
27361,27367,6,27362,4,0.16666666666666666,122.60394888133996,d4_semiprime
27449,27457,8,27451,4,0.25,613.2154098637413,d4_semiprime
27539,27541,2,27540,60,0.5,296.4784483961967,d8_plus
27647,27653,6,27649,4,0.3333333333333333,419.321536223377,d4_semiprime
27737,27739,2,27738,24,0.5,112.53614452537909,d8_plus
27773,27779,6,27777,8,0.6666666666666666,358.1175385794185,d8_plus
27823,27827,4,27826,4,0.75,214.90720618132963,d4_semiprime
27919,27941,22,27923,4,0.18181818181818182,1115.885028701655,d4_semiprime
27997,28001,4,27998,4,0.25,317.4384320282906,d4_semiprime
28081,28087,6,28082,8,0.16666666666666666,317.53175664040776,d8_plus
28163,28181,18,28166,4,0.16666666666666666,706.9806014192467,d4_semiprime
28279,28283,4,28281,8,0.5,215.2484307569536,d8_plus
28349,28351,2,28350,60,0.5,297.319086965521,d8_plus
28433,28439,6,28437,4,0.6666666666666666,184.59698005816287,d4_semiprime
28517,28537,20,28523,4,0.3,964.3081121918715,d4_semiprime
28579,28591,12,28583,4,0.3333333333333333,441.20775702933884,d4_semiprime
28631,28643,12,28637,4,0.5,492.59723971243574,d4_semiprime
28697,28703,6,28699,4,0.3333333333333333,277.1456845166027,d4_semiprime
28759,28771,12,28761,4,0.16666666666666666,677.6181741541174,d4_semiprime
28843,28859,16,28846,4,0.1875,564.8444958193388,d4_semiprime
28927,28933,6,28929,4,0.3333333333333333,225.99774932591788,d4_semiprime
29023,29027,4,29026,8,0.75,195.24227441389223,d8_plus
29129,29131,2,29130,16,0.5,71.95666694967437,d8_plus
29191,29201,10,29195,4,0.4,442.11766247636604,d4_semiprime
29269,29287,18,29273,4,0.2222222222222222,812.4828085813432,d4_semiprime
