gap_divisor_count,count,share,min_gap,max_gap,mean_gap
612,19,0.00023367359488377814,18,48,40.526315789473685
613,2,2.4597220514081907e-05,38,40,39
614,20,0.0002459722051408191,18,46,38
615,1,1.2298610257040954e-05,44,44,44
616,23,0.00028286803591194196,14,48,37.30434782608695
617,1,1.2298610257040954e-05,52,52,52
618,17,0.00020907637436969623,22,46,40.470588235294116
620,17,0.00020907637436969623,6,54,41.1764705882353
621,2,2.4597220514081907e-05,42,42,42
622,23,0.00028286803591194196,6,48,41.21739130434783
624,17,0.00020907637436969623,10,48,37.64705882352941
626,21,0.00025827081539786,30,54,41.904761904761905
627,1,1.2298610257040954e-05,42,42,42
628,28,0.0003443610871971467,30,52,43.42857142857143
630,23,0.00028286803591194196,24,46,40.17391304347826
631,1,1.2298610257040954e-05,42,42,42
632,19,0.00023367359488377814,18,48,40
634,20,0.0002459722051408191,36,50,43.8
636,21,0.00025827081539786,18,58,41.904761904761905
637,1,1.2298610257040954e-05,40,40,40
638,20,0.0002459722051408191,28,48,43.8
640,21,0.00025827081539786,2,48,39.80952380952381
642,25,0.00030746525642602385,6,52,37.92
644,22,0.000270569425654901,26,50,41.72727272727273
646,18,0.00022137498462673717,14,46,39.666666666666664
648,15,0.00018447915385561432,18,54,38.8
650,22,0.000270569425654901,20,48,42.72727272727273
652,18,0.00022137498462673717,14,54,40
653,1,1.2298610257040954e-05,52,52,52
654,17,0.00020907637436969623,22,52,44.705882352941174
655,1,1.2298610257040954e-05,44,44,44
656,16,0.00019677776411265526,14,54,41.75
658,13,0.0001598819333415324,22,58,44.15384615384615
660,21,0.00025827081539786,24,54,44
662,13,0.0001598819333415324,30,50,42.92307692307692
664,13,0.0001598819333415324,14,50,38.15384615384615
665,1,1.2298610257040954e-05,42,42,42
666,14,0.00017218054359857335,20,48,41.285714285714285
667,1,1.2298610257040954e-05,46,46,46
668,15,0.00018447915385561432,12,54,39.333333333333336
670,12,0.00014758332308449147,16,50,39.833333333333336
672,19,0.00023367359488377814,2,50,31.57894736842105
674,15,0.00018447915385561432,20,52,43.6
676,13,0.0001598819333415324,18,54,43.84615384615385
678,12,0.00014758332308449147,20,54,43.5
680,11,0.0001352847128274505,14,48,39.63636363636363
681,1,1.2298610257040954e-05,44,44,44
682,17,0.00020907637436969623,24,54,43.411764705882355
683,1,1.2298610257040954e-05,42,42,42
684,8,9.838888205632763e-05,22,50,40.75
685,1,1.2298610257040954e-05,44,44,44
686,12,0.00014758332308449147,22,50,44.166666666666664
688,17,0.00020907637436969623,14,62,44.94117647058823
690,10,0.00012298610257040955,14,54,42.6
691,1,1.2298610257040954e-05,42,42,42
692,11,0.0001352847128274505,18,52,42.36363636363637
693,1,1.2298610257040954e-05,44,44,44
694,11,0.0001352847128274505,14,58,42.36363636363637
696,12,0.00014758332308449147,18,50,39
697,1,1.2298610257040954e-05,50,50,50
698,6,7.379166154224573e-05,34,54,47
699,2,2.4597220514081907e-05,42,48,45
700,15,0.00018447915385561432,18,60,46.13333333333333
701,1,1.2298610257040954e-05,48,48,48
702,14,0.00017218054359857335,14,50,37.57142857142857
704,14,0.00017218054359857335,6,52,38.57142857142857
706,10,0.00012298610257040955,20,54,46.2
708,16,0.00019677776411265526,18,56,40.25
709,1,1.2298610257040954e-05,50,50,50
710,12,0.00014758332308449147,14,56,40.333333333333336
712,18,0.00022137498462673717,26,54,45.666666666666664
714,11,0.0001352847128274505,14,56,42.54545454545455
715,1,1.2298610257040954e-05,50,50,50
716,12,0.00014758332308449147,24,54,45
718,5,6.149305128520478e-05,24,54,44.8
720,14,0.00017218054359857335,24,52,41.857142857142854
722,11,0.0001352847128274505,28,58,49.45454545454545
724,14,0.00017218054359857335,22,54,43.42857142857143
725,1,1.2298610257040954e-05,54,54,54
726,14,0.00017218054359857335,26,54,42.57142857142857
727,2,2.4597220514081907e-05,44,50,47
728,15,0.00018447915385561432,22,58,48.4
729,1,1.2298610257040954e-05,48,48,48
730,6,7.379166154224573e-05,32,56,48.333333333333336
732,7,8.609027179928667e-05,14,54,40.285714285714285
734,10,0.00012298610257040955,18,56,48
735,1,1.2298610257040954e-05,50,50,50
736,9,0.00011068749231336859,18,54,36.666666666666664
737,2,2.4597220514081907e-05,50,54,52
738,13,0.0001598819333415324,48,56,50.61538461538461
739,1,1.2298610257040954e-05,52,52,52
740,9,0.00011068749231336859,22,58,47.77777777777778
742,11,0.0001352847128274505,24,54,46.54545454545455
744,11,0.0001352847128274505,20,56,44.36363636363637
746,10,0.00012298610257040955,16,58,47
748,8,9.838888205632763e-05,16,52,32.75
750,9,0.00011068749231336859,20,60,44.44444444444444
751,1,1.2298610257040954e-05,48,48,48
752,8,9.838888205632763e-05,14,54,39.25
753,1,1.2298610257040954e-05,48,48,48
754,5,6.149305128520478e-05,36,56,47.6
755,1,1.2298610257040954e-05,50,50,50
756,4,4.9194441028163815e-05,52,54,53
758,8,9.838888205632763e-05,20,60,49
759,1,1.2298610257040954e-05,54,54,54
760,6,7.379166154224573e-05,14,54,32.333333333333336
762,5,6.149305128520478e-05,42,56,50.8
763,1,1.2298610257040954e-05,58,58,58
764,6,7.379166154224573e-05,20,52,39.666666666666664
766,4,4.9194441028163815e-05,28,54,45
768,14,0.00017218054359857335,2,54,34.142857142857146
770,1,1.2298610257040954e-05,64,64,64
771,1,1.2298610257040954e-05,52,52,52
772,7,8.609027179928667e-05,28,60,46.857142857142854
774,15,0.00018447915385561432,30,60,48.53333333333333
775,1,1.2298610257040954e-05,50,50,50
776,10,0.00012298610257040955,20,54,40
777,1,1.2298610257040954e-05,44,44,44
778,8,9.838888205632763e-05,22,60,47.5
779,1,1.2298610257040954e-05,54,54,54
780,6,7.379166154224573e-05,40,56,50
782,10,0.00012298610257040955,32,60,50.6
784,9,0.00011068749231336859,10,60,47.333333333333336
786,11,0.0001352847128274505,20,60,44.18181818181818
788,7,8.609027179928667e-05,18,56,43.42857142857143
790,7,8.609027179928667e-05,24,58,50.285714285714285
792,8,9.838888205632763e-05,18,60,40.75
794,7,8.609027179928667e-05,32,60,52.57142857142857
796,7,8.609027179928667e-05,18,60,46
798,7,8.609027179928667e-05,34,60,51.142857142857146
800,4,4.9194441028163815e-05,50,54,52.5
802,7,8.609027179928667e-05,20,62,50.285714285714285
804,9,0.00011068749231336859,18,60,45.111111111111114
805,1,1.2298610257040954e-05,52,52,52
806,7,8.609027179928667e-05,34,58,50.857142857142854
807,1,1.2298610257040954e-05,50,50,50
808,9,0.00011068749231336859,12,62,45.333333333333336
810,5,6.149305128520478e-05,26,60,50.8
812,7,8.609027179928667e-05,30,60,48.285714285714285
814,4,4.9194441028163815e-05,42,64,53
816,8,9.838888205632763e-05,28,72,54.25
818,5,6.149305128520478e-05,50,60,54.8
820,7,8.609027179928667e-05,14,64,48.857142857142854
822,5,6.149305128520478e-05,34,60,51.6
824,8,9.838888205632763e-05,24,60,52.75
826,4,4.9194441028163815e-05,30,56,45
828,3,3.6895830771122866e-05,36,56,48.666666666666664
830,7,8.609027179928667e-05,22,60,42.285714285714285
832,10,0.00012298610257040955,22,60,42.6
834,6,7.379166154224573e-05,26,60,48.666666666666664
836,5,6.149305128520478e-05,20,58,48.4
838,4,4.9194441028163815e-05,58,60,59.5
839,1,1.2298610257040954e-05,54,54,54
840,6,7.379166154224573e-05,16,60,33
842,2,2.4597220514081907e-05,56,60,58
844,8,9.838888205632763e-05,18,62,44.75
845,1,1.2298610257040954e-05,58,58,58
846,1,1.2298610257040954e-05,62,62,62
848,10,0.00012298610257040955,26,70,51
850,7,8.609027179928667e-05,26,60,50
852,7,8.609027179928667e-05,20,62,44.57142857142857
853,2,2.4597220514081907e-05,52,60,56
854,8,9.838888205632763e-05,14,60,37.75
856,9,0.00011068749231336859,30,66,50.44444444444444
857,1,1.2298610257040954e-05,54,54,54
858,5,6.149305128520478e-05,36,60,54.4
860,7,8.609027179928667e-05,30,62,54.57142857142857
862,7,8.609027179928667e-05,20,66,45.42857142857143
864,5,6.149305128520478e-05,30,58,46
866,6,7.379166154224573e-05,30,58,42
868,7,8.609027179928667e-05,24,60,50.285714285714285
870,3,3.6895830771122866e-05,26,64,49.333333333333336
872,5,6.149305128520478e-05,32,58,42.4
874,1,1.2298610257040954e-05,60,60,60
875,1,1.2298610257040954e-05,54,54,54
876,5,6.149305128520478e-05,22,60,40.4
878,4,4.9194441028163815e-05,28,70,49.5
879,1,1.2298610257040954e-05,54,54,54
880,4,4.9194441028163815e-05,58,66,62
882,3,3.6895830771122866e-05,38,60,50.666666666666664
884,2,2.4597220514081907e-05,46,66,56
886,5,6.149305128520478e-05,30,60,45.6
888,7,8.609027179928667e-05,18,70,52.285714285714285
890,6,7.379166154224573e-05,30,66,47.333333333333336
892,9,0.00011068749231336859,22,66,43.111111111111114
894,12,0.00014758332308449147,18,68,54.166666666666664
895,1,1.2298610257040954e-05,66,66,66
896,10,0.00012298610257040955,20,70,42.8
898,9,0.00011068749231336859,26,70,55.333333333333336
899,1,1.2298610257040954e-05,58,58,58
900,5,6.149305128520478e-05,16,66,40.8
901,1,1.2298610257040954e-05,66,66,66
902,4,4.9194441028163815e-05,22,60,43
904,4,4.9194441028163815e-05,32,62,50
908,8,9.838888205632763e-05,24,66,52.25
910,2,2.4597220514081907e-05,60,66,63
912,7,8.609027179928667e-05,30,66,47.714285714285715
914,6,7.379166154224573e-05,32,70,49.333333333333336
916,5,6.149305128520478e-05,24,66,44
918,2,2.4597220514081907e-05,28,64,46
920,6,7.379166154224573e-05,26,64,43
922,4,4.9194441028163815e-05,60,66,62
924,8,9.838888205632763e-05,26,66,37.75
926,2,2.4597220514081907e-05,40,66,53
928,4,4.9194441028163815e-05,26,66,47
929,1,1.2298610257040954e-05,62,62,62
930,6,7.379166154224573e-05,38,66,55.333333333333336
932,6,7.379166154224573e-05,30,68,42.333333333333336
934,3,3.6895830771122866e-05,46,66,57.333333333333336
936,7,8.609027179928667e-05,18,60,36.57142857142857
938,6,7.379166154224573e-05,32,68,56.333333333333336
940,4,4.9194441028163815e-05,24,68,56
941,1,1.2298610257040954e-05,58,58,58
942,1,1.2298610257040954e-05,66,66,66
944,5,6.149305128520478e-05,18,34,27.2
946,2,2.4597220514081907e-05,26,64,45
948,4,4.9194441028163815e-05,24,66,38
950,4,4.9194441028163815e-05,36,66,49.5
952,7,8.609027179928667e-05,20,66,46.285714285714285
953,1,1.2298610257040954e-05,66,66,66
954,2,2.4597220514081907e-05,60,66,63
956,3,3.6895830771122866e-05,30,66,43.333333333333336
958,1,1.2298610257040954e-05,70,70,70
960,3,3.6895830771122866e-05,22,60,40
962,3,3.6895830771122866e-05,30,70,44.666666666666664
964,2,2.4597220514081907e-05,36,66,51
966,5,6.149305128520478e-05,30,70,53.6
968,3,3.6895830771122866e-05,22,66,50.666666666666664
970,4,4.9194441028163815e-05,62,70,66.5
972,4,4.9194441028163815e-05,24,68,38.5
974,5,6.149305128520478e-05,26,70,54.4
976,3,3.6895830771122866e-05,30,68,44.666666666666664
978,1,1.2298610257040954e-05,40,40,40
980,3,3.6895830771122866e-05,26,64,40
982,4,4.9194441028163815e-05,24,68,51.5
984,4,4.9194441028163815e-05,30,70,50.5
986,5,6.149305128520478e-05,32,64,48
988,4,4.9194441028163815e-05,22,70,43.5
990,1,1.2298610257040954e-05,40,40,40
992,3,3.6895830771122866e-05,22,54,41.333333333333336
994,1,1.2298610257040954e-05,70,70,70
996,2,2.4597220514081907e-05,14,20,17
998,1,1.2298610257040954e-05,46,46,46
1000,5,6.149305128520478e-05,20,72,43.6
1001,1,1.2298610257040954e-05,66,66,66
1002,5,6.149305128520478e-05,24,74,46.4
1004,1,1.2298610257040954e-05,20,20,20
1006,3,3.6895830771122866e-05,28,42,35.333333333333336
1008,2,2.4597220514081907e-05,30,40,35
1010,2,2.4597220514081907e-05,28,78,53
1012,3,3.6895830771122866e-05,18,66,36
1014,5,6.149305128520478e-05,30,72,62
1016,2,2.4597220514081907e-05,46,70,58
1018,7,8.609027179928667e-05,32,72,53.42857142857143
1020,4,4.9194441028163815e-05,22,68,44
1022,5,6.149305128520478e-05,32,76,58
1024,3,3.6895830771122866e-05,24,54,39.333333333333336
1026,3,3.6895830771122866e-05,20,72,38.666666666666664
1028,1,1.2298610257040954e-05,42,42,42
1030,2,2.4597220514081907e-05,30,70,50
1032,6,7.379166154224573e-05,26,72,55.666666666666664
1034,4,4.9194441028163815e-05,38,66,48.5
1036,8,9.838888205632763e-05,24,72,34
1038,1,1.2298610257040954e-05,32,32,32
1040,1,1.2298610257040954e-05,30,30,30
1042,4,4.9194441028163815e-05,26,72,43
1044,4,4.9194441028163815e-05,26,68,39.5
1046,6,7.379166154224573e-05,34,76,54.333333333333336
1048,4,4.9194441028163815e-05,18,74,41.5
1050,2,2.4597220514081907e-05,36,66,51
1052,1,1.2298610257040954e-05,38,38,38
1054,3,3.6895830771122866e-05,34,76,50
1056,4,4.9194441028163815e-05,12,78,35
1060,3,3.6895830771122866e-05,24,72,48
1062,2,2.4597220514081907e-05,30,40,35
1064,1,1.2298610257040954e-05,32,32,32
1068,2,2.4597220514081907e-05,38,70,54
1070,2,2.4597220514081907e-05,66,74,70
1071,1,1.2298610257040954e-05,74,74,74
1072,4,4.9194441028163815e-05,26,34,30
1078,3,3.6895830771122866e-05,30,78,60.666666666666664
1082,5,6.149305128520478e-05,30,36,33.2
1084,3,3.6895830771122866e-05,34,74,53.333333333333336
1086,1,1.2298610257040954e-05,36,36,36
1088,5,6.149305128520478e-05,24,74,48
1091,1,1.2298610257040954e-05,70,70,70
1092,2,2.4597220514081907e-05,32,40,36
1094,5,6.149305128520478e-05,32,74,46.4
1096,3,3.6895830771122866e-05,20,36,28.666666666666668
1098,6,7.379166154224573e-05,28,76,41.333333333333336
1100,3,3.6895830771122866e-05,24,74,42
1102,3,3.6895830771122866e-05,34,78,62
1104,4,4.9194441028163815e-05,32,78,46
1106,1,1.2298610257040954e-05,36,36,36
1108,4,4.9194441028163815e-05,24,40,32.5
1110,3,3.6895830771122866e-05,28,82,60.666666666666664
1112,6,7.379166154224573e-05,8,78,34.666666666666664
1114,3,3.6895830771122866e-05,32,78,49.333333333333336
1116,4,4.9194441028163815e-05,20,54,35.5
1120,1,1.2298610257040954e-05,32,32,32
1122,1,1.2298610257040954e-05,40,40,40
1124,1,1.2298610257040954e-05,40,40,40
1126,2,2.4597220514081907e-05,32,46,39
1128,1,1.2298610257040954e-05,50,50,50
1132,5,6.149305128520478e-05,24,50,36
1136,3,3.6895830771122866e-05,22,78,44.666666666666664
1138,1,1.2298610257040954e-05,36,36,36
1140,2,2.4597220514081907e-05,46,48,47
1144,4,4.9194441028163815e-05,26,78,56
1145,1,1.2298610257040954e-05,78,78,78
1146,1,1.2298610257040954e-05,44,44,44
1148,2,2.4597220514081907e-05,28,32,30
1152,2,2.4597220514081907e-05,42,54,48
1154,1,1.2298610257040954e-05,78,78,78
1158,4,4.9194441028163815e-05,36,80,47.5
1160,3,3.6895830771122866e-05,32,60,44
1162,5,6.149305128520478e-05,14,86,53.6
1164,1,1.2298610257040954e-05,48,48,48
1166,1,1.2298610257040954e-05,82,82,82
1170,3,3.6895830771122866e-05,34,80,54
1172,1,1.2298610257040954e-05,24,24,24
1174,3,3.6895830771122866e-05,40,84,67.33333333333333
1176,1,1.2298610257040954e-05,30,30,30
1178,3,3.6895830771122866e-05,42,50,47.333333333333336
1180,5,6.149305128520478e-05,26,56,39.6
1182,2,2.4597220514081907e-05,32,54,43
1184,4,4.9194441028163815e-05,24,42,32
1186,1,1.2298610257040954e-05,24,24,24
1188,1,1.2298610257040954e-05,86,86,86
1190,4,4.9194441028163815e-05,36,80,51.5
1192,3,3.6895830771122866e-05,18,68,46.666666666666664
1196,1,1.2298610257040954e-05,36,36,36
1200,1,1.2298610257040954e-05,54,54,54
1202,3,3.6895830771122866e-05,36,82,51.333333333333336
1204,1,1.2298610257040954e-05,42,42,42
1206,1,1.2298610257040954e-05,48,48,48
1210,5,6.149305128520478e-05,30,84,48.8
1212,1,1.2298610257040954e-05,44,44,44
1216,2,2.4597220514081907e-05,32,84,58
1218,1,1.2298610257040954e-05,54,54,54
1220,1,1.2298610257040954e-05,44,44,44
1222,1,1.2298610257040954e-05,32,32,32
1224,2,2.4597220514081907e-05,24,54,39
1228,2,2.4597220514081907e-05,14,52,33
1230,1,1.2298610257040954e-05,40,40,40
1232,1,1.2298610257040954e-05,44,44,44
1234,1,1.2298610257040954e-05,40,40,40
1236,1,1.2298610257040954e-05,48,48,48
1238,2,2.4597220514081907e-05,26,30,28
1240,4,4.9194441028163815e-05,12,84,42.5
1242,1,1.2298610257040954e-05,48,48,48
1244,1,1.2298610257040954e-05,36,36,36
1246,1,1.2298610257040954e-05,36,36,36
1248,3,3.6895830771122866e-05,40,82,68
1250,1,1.2298610257040954e-05,54,54,54
1252,4,4.9194441028163815e-05,32,58,43.5
1254,3,3.6895830771122866e-05,26,60,47.333333333333336
1258,2,2.4597220514081907e-05,48,88,68
1260,3,3.6895830771122866e-05,28,60,42.666666666666664
1262,4,4.9194441028163815e-05,24,90,45.5
1268,2,2.4597220514081907e-05,32,62,47
1270,1,1.2298610257040954e-05,84,84,84
1278,2,2.4597220514081907e-05,40,52,46
1280,1,1.2298610257040954e-05,84,84,84
1286,1,1.2298610257040954e-05,36,36,36
1288,2,2.4597220514081907e-05,42,60,51
1290,1,1.2298610257040954e-05,42,42,42
1292,5,6.149305128520478e-05,34,54,43.6
1294,3,3.6895830771122866e-05,30,96,56
1296,3,3.6895830771122866e-05,20,36,27.333333333333332
1298,1,1.2298610257040954e-05,38,38,38
1300,2,2.4597220514081907e-05,40,52,46
1310,2,2.4597220514081907e-05,34,56,45
1312,2,2.4597220514081907e-05,32,86,59
1314,1,1.2298610257040954e-05,28,28,28
1316,2,2.4597220514081907e-05,38,46,42
1320,3,3.6895830771122866e-05,38,42,40
1322,1,1.2298610257040954e-05,62,62,62
1324,3,3.6895830771122866e-05,28,90,54.666666666666664
1326,1,1.2298610257040954e-05,54,54,54
1328,3,3.6895830771122866e-05,30,56,40.666666666666664
1330,1,1.2298610257040954e-05,54,54,54
1332,1,1.2298610257040954e-05,40,40,40
1334,1,1.2298610257040954e-05,86,86,86
1336,3,3.6895830771122866e-05,20,40,31.333333333333332
1338,1,1.2298610257040954e-05,66,66,66
1344,2,2.4597220514081907e-05,22,30,26
1346,4,4.9194441028163815e-05,38,48,44
1348,3,3.6895830771122866e-05,30,56,43.333333333333336
1350,1,1.2298610257040954e-05,90,90,90
1351,1,1.2298610257040954e-05,52,52,52
1352,2,2.4597220514081907e-05,32,36,34
1356,1,1.2298610257040954e-05,32,32,32
1360,2,2.4597220514081907e-05,26,48,37
1362,1,1.2298610257040954e-05,48,48,48
1364,1,1.2298610257040954e-05,44,44,44
1366,1,1.2298610257040954e-05,40,40,40
1368,3,3.6895830771122866e-05,34,52,42.666666666666664
1370,2,2.4597220514081907e-05,32,48,40
1372,1,1.2298610257040954e-05,46,46,46
1376,2,2.4597220514081907e-05,28,34,31
1378,2,2.4597220514081907e-05,38,90,64
1380,3,3.6895830771122866e-05,40,48,43.333333333333336
1384,1,1.2298610257040954e-05,44,44,44
1388,2,2.4597220514081907e-05,12,36,24
1390,2,2.4597220514081907e-05,36,58,47
1394,2,2.4597220514081907e-05,68,100,84
1396,1,1.2298610257040954e-05,50,50,50
1398,1,1.2298610257040954e-05,40,40,40
1402,1,1.2298610257040954e-05,92,92,92
1404,1,1.2298610257040954e-05,38,38,38
1406,1,1.2298610257040954e-05,44,44,44
1408,1,1.2298610257040954e-05,36,36,36
1410,1,1.2298610257040954e-05,36,36,36
1412,1,1.2298610257040954e-05,46,46,46
1414,1,1.2298610257040954e-05,96,96,96
1416,1,1.2298610257040954e-05,30,30,30
1420,1,1.2298610257040954e-05,26,26,26
1422,1,1.2298610257040954e-05,100,100,100
1424,2,2.4597220514081907e-05,24,36,30
1428,2,2.4597220514081907e-05,54,98,76
1432,2,2.4597220514081907e-05,42,62,52
1438,1,1.2298610257040954e-05,12,12,12
1440,1,1.2298610257040954e-05,48,48,48
1442,2,2.4597220514081907e-05,24,62,43
1446,2,2.4597220514081907e-05,38,42,40
1450,1,1.2298610257040954e-05,40,40,40
1454,1,1.2298610257040954e-05,48,48,48
1460,1,1.2298610257040954e-05,42,42,42
1462,1,1.2298610257040954e-05,64,64,64
1466,3,3.6895830771122866e-05,42,46,43.333333333333336
1468,1,1.2298610257040954e-05,20,20,20
1474,1,1.2298610257040954e-05,52,52,52
1476,1,1.2298610257040954e-05,42,42,42
1480,1,1.2298610257040954e-05,56,56,56
1492,1,1.2298610257040954e-05,50,50,50
1494,2,2.4597220514081907e-05,36,46,41
1496,1,1.2298610257040954e-05,52,52,52
1502,1,1.2298610257040954e-05,54,54,54
1506,2,2.4597220514081907e-05,22,76,49
1510,1,1.2298610257040954e-05,44,44,44
1512,1,1.2298610257040954e-05,34,34,34
1516,2,2.4597220514081907e-05,36,58,47
1518,1,1.2298610257040954e-05,70,70,70
1520,2,2.4597220514081907e-05,42,44,43
1528,1,1.2298610257040954e-05,48,48,48
1536,1,1.2298610257040954e-05,40,40,40
1542,1,1.2298610257040954e-05,66,66,66
1548,2,2.4597220514081907e-05,60,70,65
1550,3,3.6895830771122866e-05,38,112,65.33333333333333
1552,3,3.6895830771122866e-05,38,74,51.333333333333336
1554,1,1.2298610257040954e-05,42,42,42
1558,1,1.2298610257040954e-05,42,42,42
1560,3,3.6895830771122866e-05,38,114,64.66666666666667
1563,1,1.2298610257040954e-05,50,50,50
1568,1,1.2298610257040954e-05,44,44,44
1570,2,2.4597220514081907e-05,36,42,39
1572,1,1.2298610257040954e-05,18,18,18
1574,1,1.2298610257040954e-05,42,42,42
1578,2,2.4597220514081907e-05,34,36,35
1580,4,4.9194441028163815e-05,42,64,51
1588,3,3.6895830771122866e-05,28,46,38
1590,2,2.4597220514081907e-05,40,42,41
1592,5,6.149305128520478e-05,38,90,55.6
1594,1,1.2298610257040954e-05,66,66,66
1596,1,1.2298610257040954e-05,58,58,58
1600,1,1.2298610257040954e-05,34,34,34
1608,2,2.4597220514081907e-05,46,48,47
1612,3,3.6895830771122866e-05,30,56,39.333333333333336
1614,1,1.2298610257040954e-05,54,54,54
1616,1,1.2298610257040954e-05,46,46,46
1618,1,1.2298610257040954e-05,42,42,42
1624,1,1.2298610257040954e-05,54,54,54
1628,1,1.2298610257040954e-05,46,46,46
1630,2,2.4597220514081907e-05,44,60,52
1634,2,2.4597220514081907e-05,58,86,72
1636,1,1.2298610257040954e-05,62,62,62
1638,1,1.2298610257040954e-05,36,36,36
1642,1,1.2298610257040954e-05,54,54,54
1644,2,2.4597220514081907e-05,46,52,49
1648,5,6.149305128520478e-05,32,54,40.8
1653,1,1.2298610257040954e-05,14,14,14
1654,1,1.2298610257040954e-05,32,32,32
1656,1,1.2298610257040954e-05,42,42,42
1658,1,1.2298610257040954e-05,54,54,54
1664,4,4.9194441028163815e-05,24,46,38.5
1666,2,2.4597220514081907e-05,22,42,32
1668,1,1.2298610257040954e-05,20,20,20
1670,1,1.2298610257040954e-05,48,48,48
1672,1,1.2298610257040954e-05,60,60,60
1676,3,3.6895830771122866e-05,40,44,42
1682,2,2.4597220514081907e-05,42,48,45
1684,2,2.4597220514081907e-05,42,60,51
1686,1,1.2298610257040954e-05,56,56,56
1688,1,1.2298610257040954e-05,54,54,54
1696,1,1.2298610257040954e-05,42,42,42
1700,2,2.4597220514081907e-05,36,42,39
1702,2,2.4597220514081907e-05,60,66,63
1704,2,2.4597220514081907e-05,40,54,47
1708,3,3.6895830771122866e-05,50,72,61.333333333333336
1710,1,1.2298610257040954e-05,74,74,74
1714,1,1.2298610257040954e-05,56,56,56
1720,2,2.4597220514081907e-05,54,58,56
1722,1,1.2298610257040954e-05,58,58,58
1728,1,1.2298610257040954e-05,54,54,54
1734,2,2.4597220514081907e-05,64,72,68
1740,1,1.2298610257040954e-05,70,70,70
1742,3,3.6895830771122866e-05,40,84,56
1744,1,1.2298610257040954e-05,56,56,56
1752,2,2.4597220514081907e-05,40,42,41
1754,1,1.2298610257040954e-05,52,52,52
1756,1,1.2298610257040954e-05,48,48,48
1758,1,1.2298610257040954e-05,90,90,90
1760,2,2.4597220514081907e-05,40,48,44
1766,1,1.2298610257040954e-05,60,60,60
1768,2,2.4597220514081907e-05,52,52,52
1772,1,1.2298610257040954e-05,84,84,84
1776,1,1.2298610257040954e-05,34,34,34
1788,2,2.4597220514081907e-05,54,58,56
1794,1,1.2298610257040954e-05,56,56,56
1796,2,2.4597220514081907e-05,30,48,39
1800,1,1.2298610257040954e-05,60,60,60
1802,1,1.2298610257040954e-05,72,72,72
1806,2,2.4597220514081907e-05,62,66,64
1808,1,1.2298610257040954e-05,68,68,68
1812,1,1.2298610257040954e-05,58,58,58
1814,1,1.2298610257040954e-05,70,70,70
1816,1,1.2298610257040954e-05,56,56,56
1818,1,1.2298610257040954e-05,58,58,58
1822,1,1.2298610257040954e-05,52,52,52
1824,1,1.2298610257040954e-05,34,34,34
1830,2,2.4597220514081907e-05,50,58,54
1832,1,1.2298610257040954e-05,42,42,42
1838,1,1.2298610257040954e-05,56,56,56
1840,2,2.4597220514081907e-05,56,58,57
1842,1,1.2298610257040954e-05,58,58,58
1844,1,1.2298610257040954e-05,46,46,46
1846,1,1.2298610257040954e-05,38,38,38
1850,3,3.6895830771122866e-05,42,70,59.333333333333336
1852,1,1.2298610257040954e-05,54,54,54
1854,1,1.2298610257040954e-05,62,62,62
1856,1,1.2298610257040954e-05,66,66,66
1858,1,1.2298610257040954e-05,76,76,76
1862,1,1.2298610257040954e-05,60,60,60
1864,2,2.4597220514081907e-05,42,46,44
1868,1,1.2298610257040954e-05,52,52,52
1872,1,1.2298610257040954e-05,56,56,56
1874,1,1.2298610257040954e-05,34,34,34
1876,2,2.4597220514081907e-05,40,74,57
1880,1,1.2298610257040954e-05,58,58,58
1882,2,2.4597220514081907e-05,54,54,54
1884,3,3.6895830771122866e-05,50,78,59.333333333333336
1890,1,1.2298610257040954e-05,58,58,58
1896,1,1.2298610257040954e-05,56,56,56
1898,1,1.2298610257040954e-05,72,72,72
1910,1,1.2298610257040954e-05,76,76,76
1912,1,1.2298610257040954e-05,86,86,86
1914,1,1.2298610257040954e-05,94,94,94
1916,1,1.2298610257040954e-05,44,44,44
1918,2,2.4597220514081907e-05,48,68,58
1930,2,2.4597220514081907e-05,40,60,50
1938,1,1.2298610257040954e-05,58,58,58
1942,1,1.2298610257040954e-05,54,54,54
1944,1,1.2298610257040954e-05,60,60,60
1946,1,1.2298610257040954e-05,42,42,42
1952,1,1.2298610257040954e-05,52,52,52
1960,1,1.2298610257040954e-05,54,54,54
1964,1,1.2298610257040954e-05,54,54,54
1970,2,2.4597220514081907e-05,60,66,63
1974,2,2.4597220514081907e-05,72,76,74
1978,3,3.6895830771122866e-05,46,84,67.33333333333333
1982,1,1.2298610257040954e-05,58,58,58
1984,1,1.2298610257040954e-05,72,72,72
1986,1,1.2298610257040954e-05,54,54,54
1988,1,1.2298610257040954e-05,54,54,54
1998,2,2.4597220514081907e-05,48,58,53
2000,1,1.2298610257040954e-05,42,42,42
2002,2,2.4597220514081907e-05,44,84,64
2004,1,1.2298610257040954e-05,48,48,48
2006,2,2.4597220514081907e-05,60,72,66
2016,2,2.4597220514081907e-05,48,48,48
2018,1,1.2298610257040954e-05,54,54,54
2020,1,1.2298610257040954e-05,36,36,36
2030,1,1.2298610257040954e-05,46,46,46
2034,2,2.4597220514081907e-05,38,66,52
2038,1,1.2298610257040954e-05,60,60,60
2040,2,2.4597220514081907e-05,72,84,78
2044,1,1.2298610257040954e-05,74,74,74
2046,1,1.2298610257040954e-05,66,66,66
