gap_divisor_count,count,share,min_gap,max_gap,mean_gap
249,3,3.6895830771122866e-05,18,24,21.333333333333332
250,203,0.0024966178821793136,8,24,17.99014778325123
251,6,7.379166154224573e-05,14,20,16.666666666666668
252,256,0.003148444225802484,6,24,17.4765625
253,2,2.4597220514081907e-05,14,18,16
254,205,0.0025212151026933957,10,24,18.01951219512195
255,5,6.149305128520478e-05,14,22,18
256,256,0.003148444225802484,2,28,17.796875
257,6,7.379166154224573e-05,14,20,17.666666666666668
258,238,0.002927069241175747,12,28,18.42016806722689
259,4,4.9194441028163815e-05,16,22,19.5
260,202,0.002484319271922273,6,28,18.297029702970296
261,5,6.149305128520478e-05,12,20,17.2
262,225,0.0027671873078342147,8,26,18.435555555555556
263,4,4.9194441028163815e-05,12,18,15.5
264,255,0.0031361456155454435,6,26,18.345098039215685
265,5,6.149305128520478e-05,14,22,17.6
266,207,0.0025458123232074774,12,24,18.946859903381643
267,3,3.6895830771122866e-05,18,24,21.333333333333332
268,215,0.002644201205263805,6,24,18.66046511627907
269,7,8.609027179928667e-05,14,24,18.857142857142858
270,199,0.00244742344115115,12,26,18.964824120603016
271,5,6.149305128520478e-05,16,22,18.4
272,266,0.003271430328372894,4,28,18.7593984962406
273,1,1.2298610257040954e-05,18,18,18
274,201,0.002472020661665232,6,28,19.154228855721392
275,3,3.6895830771122866e-05,18,20,19.333333333333332
276,218,0.002681097036034928,10,28,19.229357798165136
277,2,2.4597220514081907e-05,12,22,17
278,185,0.0022752428975525768,12,28,19.643243243243244
279,2,2.4597220514081907e-05,20,22,21
280,209,0.0025704095437215596,4,24,19.119617224880383
281,5,6.149305128520478e-05,16,30,20
282,180,0.002213749846267372,8,34,20.033333333333335
283,2,2.4597220514081907e-05,22,22,22
284,203,0.0024966178821793136,10,30,20.059113300492612
285,3,3.6895830771122866e-05,20,22,21.333333333333332
286,206,0.002533513712950437,8,28,20.02912621359223
287,4,4.9194441028163815e-05,18,28,23
288,208,0.0025581109334645185,2,30,19.91346153846154
289,2,2.4597220514081907e-05,12,18,15
290,175,0.002152256794982167,12,30,20.617142857142856
291,8,9.838888205632763e-05,18,26,21.5
292,211,0.0025950067642356413,8,30,20.23696682464455
293,3,3.6895830771122866e-05,18,22,20.666666666666668
294,177,0.002176854015496249,12,30,20.870056497175142
295,3,3.6895830771122866e-05,16,22,19.333333333333332
296,196,0.002410527610380027,4,28,20.387755102040817
297,5,6.149305128520478e-05,12,24,18
298,187,0.0022998401180666585,10,28,21.262032085561497
299,4,4.9194441028163815e-05,18,24,21
300,168,0.00206616652318288,8,26,20.488095238095237
301,2,2.4597220514081907e-05,18,24,21
302,179,0.0022014512360103307,12,30,21.150837988826815
303,7,8.609027179928667e-05,18,28,21.714285714285715
304,187,0.0022998401180666585,6,32,20.97326203208556
305,3,3.6895830771122866e-05,18,30,22.666666666666668
306,162,0.0019923748616406346,14,30,21.444444444444443
307,1,1.2298610257040954e-05,20,20,20
308,181,0.002226048456524413,8,28,21.03867403314917
309,3,3.6895830771122866e-05,20,26,23.333333333333332
310,163,0.0020046734718976757,12,30,21.754601226993866
311,2,2.4597220514081907e-05,18,20,19
312,175,0.002152256794982167,12,30,21.302857142857142
313,6,7.379166154224573e-05,18,24,20.666666666666668
314,159,0.001955479030869512,12,28,22.150943396226417
315,9,0.00011068749231336859,14,24,20
316,179,0.0022014512360103307,6,30,21.910614525139664
317,3,3.6895830771122866e-05,20,28,24
318,167,0.0020538679129258395,8,30,22.29940119760479
319,6,7.379166154224573e-05,20,26,24
