a,square,endpoint_offsets,component_word,s4,slack_4a,slack_2a,utilization_4a,utilization_2a,half_wall_status,fixed_256_status,a_mod_30
16693,278656249,22|28|40|58,22|6|12|18,58,66714,33328,0.000868627568,0.001737255137,pass,pass,13
16699,278856601,18|46|52|106,18|28|6|54,106,66690,33292,0.001586921373,0.003173842745,pass,pass,19
16703,278990209,10|54|58|60,10|44|4|2,60,66752,33346,0.000898042268,0.001796084536,pass,pass,23
16729,279859441,58|60|72|102,58|2|12|30,102,66814,33356,0.001524299121,0.003048598243,pass,pass,19
16741,280261081,6|16|28|42,6|10|12|14,42,66922,33440,0.000627202676,0.001254405352,pass,pass,1
16747,280462009,18|22|28|84,18|4|6|56,84,66904,33410,0.001253955932,0.002507911865,pass,pass,7
16759,280864081,36|40|106|108,36|4|66|2,108,66928,33410,0.001611074646,0.003222149293,pass,pass,19
16763,280998169,4|34|48|58,4|30|14|10,58,66994,33468,0.000865000298,0.001730000597,pass,pass,23
16787,281803369,18|22|40|58,18|4|18|18,58,67090,33516,0.000863763627,0.001727527253,pass,pass,17
16811,282609721,18|52|66|108,18|34|14|42,108,67136,33514,0.00160609125,0.0032121825,pass,pass,11
16823,283013329,22|60|100|112,22|38|40|12,112,67180,33534,0.00166438804,0.00332877608,pass,pass,23
16829,283215241,18|52|60|72,18|34|8|12,72,67244,33586,0.001069582269,0.002139164537,pass,pass,29
16831,283282561,6|18|28|30,6|12|10|2,30,67294,33632,0.000445606322,0.000891212643,pass,pass,1
16843,283686649,4|54|58|64,4|50|4|6,64,67308,33622,0.000949949534,0.001899899068,pass,pass,13
16871,284630641,12|60|88|120,12|48|28|32,120,67364,33622,0.001778199277,0.003556398554,pass,pass,11
16879,284900641,12|16|78|82,12|4|62|4,82,67434,33676,0.001214526927,0.002429053854,pass,pass,19
16883,285035689,58|108|112|142,58|50|4|30,142,67390,33624,0.002102706865,0.00420541373,pass,pass,23
16889,285238321,30|78|90|102,30|48|12|12,102,67454,33676,0.001509858488,0.003019716976,pass,pass,29
16901,285643801,48|108|112|120,48|60|4|8,120,67484,33682,0.001775042897,0.003550085794,pass,pass,11
16903,285711409,64|102|124|132,64|38|22|8,132,67480,33674,0.001952316157,0.003904632314,pass,pass,13
16921,286320241,30|48|58|60,30|18|10|2,60,67624,33782,0.000886472431,0.001772944861,pass,pass,1
16927,286523329,42|70|102|108,42|28|32|6,108,67600,33746,0.001595084776,0.003190169552,pass,pass,7
16931,286658761,22|28|36|42,22|6|8|6,42,67682,33820,0.000620164196,0.001240328392,pass,pass,11
16937,286861969,4|10|42|64,4|6|32|22,64,67684,33810,0.000944677334,0.001889354667,pass,pass,17
16943,287065249,4|48|58|72,4|44|10|14,72,67700,33814,0.001062385646,0.002124771292,pass,pass,23
16963,287743369,12|34|64|72,12|22|30|8,72,67780,33854,0.001061133054,0.002122266109,pass,pass,13
16979,288286441,6|28|48|60,6|22|20|12,60,67856,33898,0.000883444255,0.001766888509,pass,pass,29
16981,288354361,12|42|52|60,12|30|10|8,60,67864,33902,0.000883340204,0.001766680408,pass,pass,1
16987,288558169,12|22|42|54,12|10|20|12,54,67894,33920,0.000794725378,0.001589450756,pass,pass,7
16993,288762049,60|78|120|174,60|18|42|54,174,67798,33812,0.002559877597,0.005119755193,pass,pass,13
17011,289374121,10|22|46|72,10|12|24|26,72,67972,33950,0.001058138851,0.002116277703,pass,pass,1
17021,289714441,16|30|60|76,16|14|30|16,76,68008,33966,0.001116268139,0.002232536279,pass,pass,11
17027,289918729,24|28|78|154,24|4|50|76,154,67954,33900,0.0022611147,0.0045222294,pass,pass,17
17029,289986841,36|48|58|96,36|12|10|38,96,68020,33962,0.001409360503,0.002818721005,pass,pass,19
17033,290123089,34|40|58|60,34|6|18|2,60,68072,34006,0.000880643457,0.001761286914,pass,pass,23
17041,290395681,6|28|30|58,6|22|2|28,58,68106,34024,0.000850889032,0.001701778065,pass,pass,1
17047,290600209,28|64|78|100,28|36|14|22,100,68088,33994,0.001466533701,0.002933067402,pass,pass,7
17053,290804809,12|70|72|78,12|58|2|6,78,68134,34028,0.001143493813,0.002286987627,pass,pass,13
17077,291623929,88|102|114|130,88|14|12|16,130,68178,34024,0.00190314458,0.003806289161,pass,pass,7
17093,292170649,60|82|114|138,60|22|32|24,138,68234,34048,0.002018370093,0.004036740186,pass,pass,23
17099,292375801,16|28|40|58,16|12|12|18,58,68338,34140,0.000848002807,0.001696005614,pass,pass,29
17107,292649449,4|24|28|30,4|20|4|2,30,68398,34184,0.000438417022,0.000876834045,pass,pass,7
17117,292991689,28|40|78|82,28|12|38|4,82,68386,34152,0.001197639773,0.002395279547,pass,pass,17
17123,293197129,4|54|70|78,4|50|16|8,78,68414,34168,0.001138819132,0.002277638264,pass,pass,23
17137,293676769,58|64|102|124,58|6|38|22,124,68424,34150,0.001808951392,0.003617902783,pass,pass,7
17159,294431281,16|36|70|88,16|20|34|18,88,68548,34230,0.001282125998,0.002564251996,pass,pass,29
17167,294705889,10|30|58|70,10|20|28|12,70,68598,34264,0.001019397682,0.002038795363,pass,pass,7
17183,295255489,22|28|58|60,22|6|30|2,60,68672,34306,0.000872955828,0.001745911657,pass,pass,23
17189,295461721,10|36|48|60,10|26|12|12,60,68696,34318,0.000872651114,0.001745302228,pass,pass,29
17191,295530481,12|16|36|70,12|4|20|34,70,68694,34312,0.001017974522,0.002035949043,pass,pass,1
17203,295943209,18|28|48|52,18|10|20|4,52,68760,34354,0.000755682148,0.001511364297,pass,pass,13
17207,296080849,10|30|64|72,10|20|34|8,72,68756,34342,0.001046085895,0.002092171791,pass,pass,17
17209,296149681,6|16|28|72,6|10|12|44,72,68764,34346,0.001045964321,0.002091928642,pass,pass,19
17231,296907361,10|46|58|88,10|36|12|30,88,68836,34374,0.001276768615,0.002553537229,pass,pass,11
17239,297183121,6|36|46|48,6|30|10|2,48,68908,34430,0.000696096061,0.001392192123,pass,pass,19
17257,297804049,4|22|60|90,4|18|38|30,90,68938,34424,0.00130381874,0.00260763748,pass,pass,7
17291,298978681,16|28|36|52,16|12|8|16,52,69112,34530,0.000751836215,0.001503672431,pass,pass,11
17293,299047849,24|34|58|78,24|10|24|20,78,69094,34508,0.001127623894,0.002255247788,pass,pass,13
17299,299255401,18|40|42|96,18|22|2|54,96,69100,34502,0.001387363431,0.002774726863,pass,pass,19
17317,299878489,4|54|58|70,4|50|4|12,70,69198,34564,0.00101056765,0.002021135301,pass,pass,7
17321,300017041,10|18|70|100,10|8|52|30,100,69184,34542,0.00144333468,0.002886669361,pass,pass,11
17327,300224929,34|42|118|124,34|8|76|6,124,69184,34530,0.001789115254,0.003578230507,pass,pass,17
17333,300432889,40|52|54|60,40|12|2|6,60,69272,34606,0.000865401258,0.001730802515,pass,pass,23
17341,300710281,36|48|72|76,36|12|24|4,76,69288,34606,0.001095669223,0.002191338446,pass,pass,1
17351,301057201,48|76|78|90,48|28|2|12,90,69314,34612,0.00129675523,0.00259351046,pass,pass,11
17359,301334881,16|18|40|42,16|2|22|2,42,69394,34676,0.000604873553,0.001209747105,pass,pass,19
17377,301960129,30|78|84|100,30|48|6|16,100,69408,34654,0.001438683317,0.002877366634,pass,pass,7
17383,302168689,28|54|64|78,28|26|10|14,78,69454,34688,0.001121785653,0.002243571305,pass,pass,13
17387,302307769,54|64|84|100,54|10|20|16,100,69448,34674,0.001437855869,0.002875711739,pass,pass,17
17389,302377321,10|52|96|130,10|42|44|34,130,69426,34648,0.001868997642,0.003737995284,pass,pass,19
17393,302516449,22|34|60|72,22|12|26|12,72,69500,34714,0.001034899097,0.002069798195,pass,pass,23
17401,302794801,18|52|58|96,18|34|6|38,96,69508,34706,0.001379231079,0.002758462157,pass,pass,1
17417,303351889,54|64|124|162,54|10|60|38,162,69506,34672,0.002325314348,0.004650628696,pass,pass,17
17419,303421561,42|48|72|76,42|6|24|4,76,69600,34762,0.00109076296,0.00218152592,pass,pass,19
17431,303839761,10|16|18|40,10|6|2|22,40,69684,34822,0.000573690551,0.001147381103,pass,pass,1
17443,304258249,28|42|78|120,28|14|36|42,120,69652,34766,0.001719887634,0.003439775268,pass,pass,13
17449,304467601,18|76|78|96,18|58|2|18,96,69700,34802,0.001375436988,0.002750873976,pass,pass,19
17467,305096089,22|88|90|100,22|66|2|10,100,69768,34834,0.001431270396,0.002862540791,pass,pass,7
17471,305235841,18|36|42|70,18|18|6|28,70,69814,34872,0.001001659894,0.002003319787,pass,pass,11
17477,305445529,4|28|30|42,4|24|2|12,42,69866,34912,0.000600789609,0.001201579218,pass,pass,17
17483,305655289,58|64|78|88,58|6|14|10,88,69844,34878,0.001258365269,0.002516730538,pass,pass,23
17489,305865121,46|58|60|66,46|12|2|6,66,69890,34912,0.000943450169,0.001886900337,pass,pass,29
17491,305935081,6|18|58|60,6|12|40|2,60,69904,34922,0.0008575839,0.001715167801,pass,pass,1
17497,306145009,24|42|84|114,24|18|42|30,114,69874,34880,0.00162885066,0.00325770132,pass,pass,7
17509,306565081,6|30|70|72,6|24|40|2,72,69964,34946,0.001028042721,0.002056085442,pass,pass,19
17519,306915361,36|58|76|82,36|22|18|6,82,69994,34956,0.001170158114,0.002340316228,pass,pass,29
17539,307616521,6|46|58|76,6|40|12|18,76,70080,35002,0.001083300074,0.002166600148,pass,pass,19
17551,308037601,28|46|112|120,28|18|66|8,120,70084,34982,0.001709304313,0.003418608626,pass,pass,1
17569,308669761,46|88|96|102,46|42|8|6,102,70174,35036,0.001451420115,0.00290284023,pass,pass,19
17573,308810329,10|18|42|58,10|8|24|16,58,70234,35088,0.00082512946,0.00165025892,pass,pass,23
17579,309021241,6|18|36|40,6|12|18|4,40,70276,35118,0.000568860572,0.001137721145,pass,pass,29
17581,309091561,16|22|28|36,16|6|6|8,36,70288,35126,0.000511916273,0.001023832546,pass,pass,1
17597,309654409,12|54|102|148,12|42|48|46,148,70240,35046,0.00210263113,0.004205262261,pass,pass,17
17599,309724801,36|106|130|156,36|70|24|26,156,70240,35042,0.002216035002,0.004432070004,pass,pass,19
17609,310076881,72|78|90|100,72|6|12|10,100,70336,35118,0.001419728548,0.002839457096,pass,pass,29
17623,310570129,22|34|42|70,22|12|8|28,70,70422,35176,0.000993020485,0.001986040969,pass,pass,13
17627,310711129,18|24|28|60,18|6|4|32,60,70448,35194,0.000850967266,0.001701934532,pass,pass,17
17657,311769649,22|24|28|90,22|2|4|62,90,70538,35224,0.001274282154,0.002548564309,pass,pass,17
17659,311840281,22|58|60|100,22|36|2|40,100,70536,35218,0.001415708704,0.002831417408,pass,pass,19
17669,312193561,10|58|72|82,10|48|14|10,82,70594,35256,0.001160224121,0.002320448243,pass,pass,29
17681,312617761,30|42|70|100,30|12|28|30,100,70624,35262,0.001413947175,0.00282789435,pass,pass,11
17683,312688489,18|24|54|58,18|6|30|4,58,70674,35308,0.000819996607,0.001639993214,pass,pass,13
17707,313537849,34|52|58|84,34|18|6|26,84,70744,35330,0.00118597165,0.002371943299,pass,pass,7
17713,313750369,4|10|28|30,4|6|18|2,30,70822,35396,0.000423417829,0.000846835657,pass,pass,13
17729,314317441,6|40|48|60,6|34|8|12,60,70856,35398,0.000846071408,0.001692142817,pass,pass,29
17737,314601169,4|12|18|22,4|8|6|4,22,70926,35452,0.00031008626,0.000620172521,pass,pass,7
17747,314956009,12|30|58|64,12|18|28|6,64,70924,35430,0.000901560827,0.001803121654,pass,pass,17
17749,315027001,6|22|76|90,6|16|54|14,90,70906,35408,0.001267677052,0.002535354104,pass,pass,19
17761,315453121,40|42|76|112,40|2|34|36,112,70932,35410,0.00157648781,0.003152975621,pass,pass,1
17783,316235089,24|48|78|102,24|24|30|24,102,71030,35464,0.001433953776,0.002867907552,pass,pass,23
17789,316448521,12|22|42|48,12|10|20|6,48,71108,35530,0.000674574175,0.00134914835,pass,pass,29
17791,316519681,10|18|48|88,10|8|30|40,88,71076,35494,0.001236580293,0.002473160587,pass,pass,1
17807,317089249,42|64|78|102,42|22|14|24,102,71126,35512,0.001432021115,0.002864042231,pass,pass,17
17827,317801929,4|30|34|64,4|26|4|30,64,71244,35590,0.000897515005,0.001795030011,pass,pass,7
17837,318158569,4|24|70|84,4|20|46|14,84,71264,35590,0.001177328026,0.002354656052,pass,pass,17
17839,318229921,6|18|36|58,6|12|18|22,58,71298,35620,0.000812825831,0.001625651662,pass,pass,19
17851,318658201,28|78|120|168,28|50|42|48,168,71236,35534,0.002352809366,0.004705618733,pass,pass,1
17863,319086769,4|30|60|70,4|26|30|10,70,71382,35656,0.000979678665,0.001959357331,pass,pass,13
17881,319730161,10|22|60|66,10|12|38|6,66,71458,35696,0.000922767183,0.001845534366,pass,pass,1
17891,320087881,10|12|22|66,10|2|10|44,66,71498,35716,0.000922251411,0.001844502823,pass,pass,11
17903,320517409,4|18|28|42,4|14|10|14,42,71570,35764,0.000586493884,0.001172987767,pass,pass,23
17909,320732281,30|42|52|58,30|12|10|6,58,71578,35760,0.00080964878,0.00161929756,pass,pass,29
17911,320803921,6|16|18|42,6|10|2|24,42,71602,35780,0.000586231925,0.001172463849,pass,pass,1
17921,321162241,10|12|162|186,10|2|150|24,186,71498,35656,0.002594721277,0.005189442553,pass,pass,11
17923,321233929,4|18|42|48,4|14|24|6,48,71644,35798,0.000669530771,0.001339061541,pass,pass,13
17929,321449041,6|18|28|72,6|12|10|44,72,71644,35786,0.001003960065,0.002007920129,pass,pass,19
17939,321807721,60|70|72|96,60|10|2|24,96,71660,35782,0.001337867217,0.002675734433,pass,pass,29
17957,322453849,48|84|120|124,48|36|36|4,124,71704,35790,0.001726346272,0.003452692543,pass,pass,17
17959,322525681,10|18|48|78,10|8|30|30,78,71758,35840,0.001085806559,0.002171613119,pass,pass,19
17971,322956841,18|70|72|76,18|52|2|4,76,71808,35866,0.001057258917,0.002114517834,pass,pass,1
17977,323172529,40|60|70|94,40|20|10|24,94,71814,35860,0.0013072259,0.0026144518,pass,pass,7
17981,323316361,58|76|118|120,58|18|42|2,120,71804,35842,0.001668427785,0.00333685557,pass,pass,11
17987,323532169,4|10|30|60,4|6|20|30,60,71888,35914,0.00083393562,0.00166787124,pass,pass,17
17989,323604121,10|16|36|52,10|6|20|16,52,71904,35926,0.00072266385,0.0014453277,pass,pass,19
18013,324468169,48|54|60|72,48|6|6|12,72,71980,35954,0.000999278299,0.001998556598,pass,pass,13
18041,325477681,16|42|48|58,16|26|6|10,58,72106,36024,0.000803724849,0.001607449698,pass,pass,11
18043,325549849,34|58|60|72,34|24|2|12,72,72100,36014,0.000997616804,0.001995233609,pass,pass,13
18047,325694209,12|18|22|24,12|6|4|2,24,72164,36070,0.00033246523,0.000664930459,pass,pass,17
18049,325766401,22|30|52|70,22|8|22|18,70,72126,36028,0.000969582802,0.001939165605,pass,pass,19
18059,326127481,40|78|108|130,40|38|30|22,130,72106,35988,0.001799656681,0.003599313362,pass,pass,29
18061,326199721,18|28|60|96,18|10|32|36,96,72148,36026,0.001328830076,0.002657660152,pass,pass,1
18077,326777929,4|30|60|84,4|26|30|24,84,72224,36070,0.001161697184,0.002323394369,pass,pass,17
18089,327211921,36|82|136|138,36|46|54|2,138,72218,36040,0.001907236442,0.003814472884,pass,pass,29
18097,327501409,22|42|70|82,22|20|28|12,82,72306,36112,0.001132784439,0.002265568879,pass,pass,7
18119,328298161,28|52|58|60,28|24|6|2,60,72416,36178,0.000827860257,0.001655720514,pass,pass,29
18121,328370641,22|46|82|88,22|24|36|6,88,72396,36154,0.001214061034,0.002428122068,pass,pass,1
18127,328588129,30|34|72|130,30|4|38|58,130,72378,36124,0.00179290561,0.003585811221,pass,pass,7
18131,328733161,18|52|78|96,18|34|26|18,96,72428,36166,0.001323699741,0.002647399482,pass,pass,11
18133,328805689,18|70|88|90,18|52|18|2,90,72442,36176,0.001240831633,0.002481663266,pass,pass,13
18143,329168449,4|22|42|54,4|18|20|12,54,72518,36232,0.000744088629,0.001488177258,pass,pass,23
18149,329386201,6|16|30|58,6|10|14|28,58,72538,36240,0.00079894209,0.001597884181,pass,pass,29
18169,330112561,48|60|72|76,48|12|12|4,76,72600,36262,0.001045737245,0.00209147449,pass,pass,19
18181,330548761,6|12|58|60,6|6|46|2,60,72664,36302,0.000825037127,0.001650074253,pass,pass,1
18191,330912481,6|18|28|60,6|12|10|32,60,72704,36322,0.000824583585,0.001649167171,pass,pass,11
18199,331203601,42|66|70|82,42|24|4|12,82,72714,36316,0.001126435518,0.002252871037,pass,pass,19
18211,331640521,42|58|76|78,42|16|18|2,78,72766,36344,0.001070781396,0.002141562792,pass,pass,1
18217,331859089,42|48|52|58,42|6|4|6,58,72810,36376,0.000795959818,0.001591919636,pass,pass,7
18223,332077729,12|22|58|60,12|10|36|2,60,72832,36386,0.000823135598,0.001646271196,pass,pass,13
18229,332296441,10|16|28|36,10|6|12|8,36,72880,36422,0.0004937188,0.000987437599,pass,pass,19
18233,332442289,22|28|40|48,22|6|12|8,48,72884,36418,0.000658147315,0.001316294631,pass,pass,23
18251,333099001,42|96|156|160,42|54|60|4,160,72844,36342,0.002191660731,0.004383321462,pass,pass,11
18253,333172009,22|52|58|70,22|30|6|12,70,72942,36436,0.000958746507,0.001917493015,pass,pass,13
18257,333318049,4|10|12|18,4|6|2|6,18,73010,36496,0.000246480802,0.000492961604,pass,pass,17
18269,333756361,16|22|42|46,16|6|20|4,46,73030,36492,0.000629481636,0.001258963271,pass,pass,29
18287,334414369,24|34|48|58,24|10|14|10,58,73090,36516,0.000792912998,0.001585825997,pass,pass,17
18289,334487521,40|78|96|102,40|38|18|6,102,73054,36476,0.001394280715,0.00278856143,pass,pass,19
18301,334926601,28|42|58|142,28|14|16|84,142,73062,36460,0.001939784711,0.003879569422,pass,pass,1
18307,335146249,18|28|34|54,18|10|6|20,54,73174,36560,0.000737422844,0.001474845687,pass,pass,7
18311,335292721,10|12|40|46,10|2|28|6,46,73198,36576,0.000628037791,0.001256075583,pass,pass,11
18313,335365969,22|24|58|82,22|2|34|24,82,73170,36544,0.00111942336,0.002238846721,pass,pass,13
18329,335952241,6|16|48|52,6|10|32|4,52,73264,36606,0.000709258552,0.001418517104,pass,pass,29
18341,336392281,10|12|52|58,10|2|40|6,58,73306,36624,0.000790578485,0.001581156971,pass,pass,11
18353,336832609,12|24|64|88,12|12|40|24,88,73324,36618,0.001198714107,0.002397428213,pass,pass,23
18367,337346689,10|12|42|52,10|2|30|10,52,73416,36682,0.000707791147,0.001415582294,pass,pass,7
18371,337493641,16|18|28|30,16|2|10|2,30,73454,36712,0.000408252137,0.000816504273,pass,pass,11
18379,337787641,58|66|72|112,58|8|6|40,112,73404,36646,0.001523477882,0.003046955765,pass,pass,19
18397,338449609,12|18|40|64,12|6|22|24,64,73524,36730,0.000869707017,0.001739414035,pass,pass,7
18401,338596801,30|46|72|76,30|16|26|4,76,73528,36726,0.001032552579,0.002065105157,pass,pass,11
18413,339038569,18|24|52|94,18|6|28|42,94,73558,36732,0.001276272199,0.002552544398,pass,pass,23
18427,339554329,24|58|64|70,24|34|6|6,70,73638,36784,0.000949693385,0.001899386769,pass,pass,7
18433,339775489,4|40|54|120,4|36|14|66,120,73612,36746,0.001627515868,0.003255031737,pass,pass,13
18439,339996721,12|18|30|36,12|6|12|6,36,73720,36842,0.000488095884,0.000976191767,pass,pass,19
18443,340144249,22|82|112|130,22|60|30|18,130,73642,36756,0.001762186195,0.003524372391,pass,pass,23
18451,340439401,12|22|30|46,12|10|8|16,46,73758,36856,0.000623272451,0.001246544903,pass,pass,1
18457,340660849,58|100|130|174,58|42|30|44,174,73654,36740,0.002356829387,0.004713658774,pass,pass,7
18461,340808521,6|22|58|60,6|16|36|2,60,73784,36862,0.000812523699,0.001625047397,pass,pass,11
18481,341547361,22|42|60|82,22|20|18|22,82,73842,36880,0.001109247335,0.00221849467,pass,pass,1
18493,341991049,24|58|100|112,24|34|42|12,112,73860,36874,0.001514086411,0.003028172822,pass,pass,13
18503,342361009,42|58|90|100,42|16|32|10,100,73912,36906,0.001351132249,0.002702264498,pass,pass,23
18517,342879289,58|60|70|82,58|2|10|12,82,73986,36952,0.001107090781,0.002214181563,pass,pass,7
18521,343027441,18|66|82|108,18|48|16|26,108,73976,36934,0.001457804654,0.002915609308,pass,pass,11
18523,343101529,12|24|64|154,12|12|40|90,154,73938,36892,0.002078497004,0.004156994007,pass,pass,13
18539,343694521,10|16|18|48,10|6|2|30,48,74108,37030,0.000647284104,0.001294568208,pass,pass,29
18541,343768681,12|18|28|36,12|6|10|8,36,74128,37046,0.000485410711,0.000970821423,pass,pass,1
18553,344213809,4|18|24|34,4|14|6|10,34,74178,37072,0.00045814693,0.000916293861,pass,pass,13
18583,345327889,12|34|58|70,12|22|24|12,70,74262,37096,0.000941720928,0.001883441855,pass,pass,13
18587,345476569,18|22|28|34,18|4|6|6,34,74314,37140,0.000457308872,0.000914617744,pass,pass,17
18593,345699649,40|70|78|84,40|30|8|6,84,74288,37102,0.001129457323,0.002258914645,pass,pass,23
18617,346592689,18|24|34|42,18|6|10|8,42,74426,37192,0.000564000645,0.001128001289,pass,pass,17
18637,347337769,28|48|52|58,28|20|4|6,58,74490,37216,0.000778022214,0.001556044428,pass,pass,7
18661,348232921,40|66|72|78,40|26|6|6,78,74566,37244,0.001044960077,0.002089920154,pass,pass,1
18671,348606241,16|42|46|58,16|26|4|12,58,74626,37284,0.000776605431,0.001553210862,pass,pass,11
18679,348905041,28|36|66|102,28|8|30|36,102,74614,37256,0.001365169442,0.002730338883,pass,pass,19
18691,349353481,42|52|60|66,42|10|8|6,66,74698,37316,0.000882777808,0.001765555615,pass,pass,1
18701,349727401,30|48|52|58,30|18|4|6,58,74746,37344,0.000775359606,0.001550719213,pass,pass,11
18713,350176369,12|28|54|82,12|16|26|28,82,74770,37344,0.00109549511,0.002190990221,pass,pass,23
18719,350400961,52|72|82|96,52|20|10|14,96,74780,37342,0.001282119771,0.002564239543,pass,pass,29
18731,350850361,16|28|36|66,16|12|8|30,66,74858,37396,0.000880892638,0.001761785276,pass,pass,11
18743,351300049,22|28|34|100,22|6|6|66,100,74872,37386,0.001333831297,0.002667662594,pass,pass,23
18749,351525001,16|72|90|142,16|56|18|52,142,74854,37356,0.001893434316,0.003786868633,pass,pass,29
18757,351825049,4|88|90|94,4|84|2|4,94,74934,37420,0.001252865597,0.002505731194,pass,pass,7
18773,352425529,4|22|52|54,4|18|30|2,54,75038,37492,0.000719117882,0.001438235764,pass,pass,23
18787,352951369,18|40|52|58,18|22|12|6,58,75090,37516,0.000771810294,0.001543620589,pass,pass,7
18793,353176849,12|22|48|60,12|10|26|12,60,75112,37526,0.000798169531,0.001596339062,pass,pass,13
18797,353327209,28|30|82|112,28|2|52|30,112,75076,37482,0.001489599404,0.002979198808,pass,pass,17
18803,353552809,4|22|58|60,4|18|36|2,60,75152,37546,0.000797745041,0.001595490081,pass,pass,23
18839,354907921,36|40|46|70,36|4|6|24,70,75286,37608,0.000928924041,0.001857848081,pass,pass,29
18859,355661881,16|28|58|70,16|12|30|12,70,75366,37648,0.000927938915,0.00185587783,pass,pass,19
18869,356039161,10|58|60|70,10|48|2|10,70,75406,37668,0.000927447136,0.001854894271,pass,pass,29
18899,357172201,12|16|72|100,12|4|56|28,100,75496,37698,0.001322821313,0.002645642627,pass,pass,29
18911,357625921,66|76|100|102,66|10|24|2,102,75542,37720,0.001348421554,0.002696843107,pass,pass,11
18913,357701569,10|18|40|54,10|8|22|14,54,75598,37772,0.000713794744,0.001427589489,pass,pass,13
18917,357852889,10|88|94|102,10|78|6|8,102,75566,37732,0.001347993868,0.002695987736,pass,pass,17
18919,357928561,6|22|100|106,6|16|78|6,106,75570,37732,0.001400708283,0.002801416565,pass,pass,19
18947,358988809,18|40|48|70,18|22|8|22,70,75718,37824,0.000923629071,0.001847258141,pass,pass,17
18959,359443681,16|36|42|58,16|20|6|16,58,75778,37860,0.00076480827,0.001529616541,pass,pass,29
18973,359974729,4|70|102|114,4|66|32|12,114,75778,37832,0.001502134612,0.003004269225,pass,pass,13
18979,360202441,16|18|82|102,16|2|64|20,102,75814,37856,0.001343590284,0.002687180568,pass,pass,19
19001,361038001,16|30|36|46,16|14|6|10,46,75958,37956,0.000605231304,0.001210462607,pass,pass,11
19009,361342081,6|60|70|72,6|54|10|2,72,75964,37946,0.00094691988,0.00189383976,pass,pass,19
19013,361494169,4|10|18|22,4|6|8|4,22,76030,38004,0.000289275759,0.000578551517,pass,pass,23
19031,362178961,18|28|36|82,18|10|8|46,82,76042,37980,0.001077189848,0.002154379696,pass,pass,11
19037,362407369,10|48|52|58,10|38|4|6,58,76090,38016,0.000761674634,0.001523349267,pass,pass,17
19051,362940601,28|36|70|72,28|8|34|2,72,76132,38030,0.000944832292,0.001889664585,pass,pass,1
19069,363626761,18|70|78|112,18|52|8|34,112,76164,38026,0.001468351775,0.00293670355,pass,pass,19
19073,363779329,12|40|42|70,12|28|2|28,70,76222,38076,0.000917527395,0.001835054789,pass,pass,23
19079,364008241,130|142|148|150,130|12|6|2,150,76166,38008,0.001965511819,0.003931023639,pass,pass,29
19081,364084561,10|22|40|60,10|12|18|20,60,76264,38102,0.000786122321,0.001572244641,pass,pass,1
19087,364313569,34|48|58|78,34|14|10|20,78,76270,38096,0.001021637764,0.002043275528,pass,pass,7
19121,365612641,36|66|130|136,36|30|64|6,136,76348,38106,0.001778149678,0.003556299357,pass,pass,11
19139,366301321,22|58|96|102,22|36|38|6,102,76454,38176,0.001332358012,0.002664716025,pass,pass,29
19141,366377881,6|18|30|48,6|12|12|18,48,76516,38234,0.000626926493,0.001253852986,pass,pass,1
19157,366990649,12|18|28|58,12|6|10|30,58,76570,38256,0.000756903482,0.001513806964,pass,pass,17
19163,367220569,4|24|70|84,4|20|46|14,84,76568,38242,0.001095861817,0.002191723634,pass,pass,23
19181,367910761,40|58|66|70,40|18|8|4,70,76654,38292,0.000912361191,0.001824722382,pass,pass,11
19183,367987489,4|24|48|58,4|20|24|10,58,76674,38308,0.0007558776,0.0015117552,pass,pass,13
19207,368908849,4|12|18|22,4|8|6|4,22,76806,38392,0.000286353933,0.000572707867,pass,pass,7
19211,369062521,6|18|28|58,6|12|10|30,58,76786,38364,0.00075477591,0.001509551819,pass,pass,11
19213,369139369,4|18|30|40,4|14|12|10,40,76812,38386,0.000520480924,0.001040961849,pass,pass,13
19219,369369961,6|16|22|36,6|10|6|14,36,76840,38402,0.000468286591,0.000936573183,pass,pass,19
19231,369831361,12|58|70|102,12|46|12|32,102,76822,38360,0.001325984088,0.002651968176,pass,pass,1
19237,370062169,10|12|58|60,10|2|46|2,60,76888,38414,0.000779747362,0.001559494724,pass,pass,7
19249,370524001,16|18|22|52,16|2|4|30,52,76944,38446,0.000675359759,0.001350719518,pass,pass,19
19259,370909081,6|70|88|96,6|64|18|8,96,76940,38422,0.001246170622,0.002492341243,pass,pass,29
19267,371217289,10|42|60|70,10|32|18|10,70,76998,38464,0.000908288784,0.001816577568,pass,pass,7
19273,371448529,4|18|28|78,4|14|10|50,78,77014,38468,0.001011778135,0.00202355627,pass,pass,13
19289,372065521,6|16|36|46,6|10|20|10,46,77110,38532,0.000596194722,0.001192389445,pass,pass,29
19301,372528601,22|82|106|130,22|60|24|24,130,77074,38472,0.001683850578,0.003367701155,pass,pass,11
19309,372837481,22|48|66|90,22|26|18|24,90,77146,38528,0.001165259723,0.002330519447,pass,pass,19
19319,373223761,16|52|58|72,16|36|6|14,72,77204,38566,0.000931725245,0.001863450489,pass,pass,29
19333,373764889,4|10|24|28,4|6|14|4,28,77304,38638,0.000362075208,0.000724150416,pass,pass,13
19373,375313129,24|48|52|72,24|24|4|20,72,77420,38674,0.000929128168,0.001858256336,pass,pass,23
