a,square,endpoint_offsets,component_word,s4,slack_4a,slack_2a,utilization_4a,utilization_2a,half_wall_status,fixed_256_status,a_mod_30
34483,1189077289,4|12|22|60,4|8|10|38,60,137872,68906,0.000434996955,0.00086999391,pass,pass,13
34487,1189353169,30|60|70|112,30|30|10|42,112,137836,68862,0.000811900136,0.001623800273,pass,pass,17
34499,1190181001,28|36|52|58,28|8|16|6,58,137938,68940,0.000420302038,0.000840604075,pass,pass,29
34501,1190319001,28|78|88|100,28|50|10|12,100,137904,68902,0.000724616678,0.001449233356,pass,pass,1
34511,1191009121,18|22|30|52,18|4|8|22,52,137992,68970,0.00037669149,0.000753382979,pass,pass,11
34513,1191147169,4|18|28|60,4|14|10|32,60,137992,68966,0.000434618839,0.000869237679,pass,pass,13
34519,1191561361,18|28|48|58,18|10|20|10,58,138018,68980,0.000420058518,0.000840117037,pass,pass,19
34537,1192804369,130|142|198|204,130|12|56|6,204,137944,68870,0.001476677187,0.002953354374,pass,pass,7
34543,1193218849,4|40|54|82,4|36|14|28,82,138090,69004,0.00059346322,0.00118692644,pass,pass,13
34549,1193633401,10|90|100|108,10|80|10|8,108,138088,68990,0.000781498741,0.001562997482,pass,pass,19
34583,1195983889,22|52|90|102,22|30|38|12,102,138230,69064,0.000737356505,0.001474713009,pass,pass,23
34589,1196398921,18|28|40|76,18|10|12|36,76,138280,69102,0.000549307583,0.001098615167,pass,pass,29
34591,1196537281,10|30|70|90,10|20|40|20,90,138274,69092,0.000650458212,0.001300916423,pass,pass,1
34603,1197367609,12|18|54|130,12|6|36|76,130,138282,69076,0.000939224923,0.001878449845,pass,pass,13
34607,1197644449,40|42|52|58,40|2|10|6,58,138370,69156,0.000418990378,0.000837980755,pass,pass,17
34613,1198059769,12|40|48|142,12|28|8|94,142,138310,69084,0.00102562621,0.00205125242,pass,pass,23
34631,1199306161,72|82|100|106,72|10|18|6,106,138418,69156,0.000765210361,0.001530420721,pass,pass,11
34649,1200553201,16|30|52|100,16|14|22|48,100,138496,69198,0.000721521545,0.001443043089,pass,pass,29
34651,1200691801,22|36|58|66,22|14|22|8,66,138538,69236,0.000476176734,0.000952353467,pass,pass,1
34667,1201800889,4|72|100|130,4|68|28|30,130,138538,69204,0.000937490986,0.001874981971,pass,pass,17
34673,1202216929,12|18|28|42,12|6|10|14,42,138650,69304,0.000302829291,0.000605658582,pass,pass,23
34679,1202633041,10|58|70|88,10|48|12|18,88,138628,69270,0.000634389688,0.001268779377,pass,pass,29
34687,1203187969,18|102|124|142,18|84|22|18,142,138606,69232,0.001023438176,0.002046876351,pass,pass,7
34693,1203604249,28|42|60|70,28|14|18|10,70,138702,69316,0.000504424524,0.001008849047,pass,pass,13
34703,1204298209,4|22|48|210,4|18|26|162,210,138602,69196,0.001512837507,0.003025675014,pass,pass,23
34721,1205547841,28|66|78|82,28|38|12|4,82,138802,69360,0.000590420783,0.001180841566,pass,pass,11
34729,1206103441,28|36|58|70,28|8|22|12,70,138846,69388,0.000503901638,0.001007803277,pass,pass,19
34739,1206798121,16|36|88|100,16|20|52|12,100,138856,69378,0.000719652264,0.001439304528,pass,pass,29
34747,1207354009,64|70|112|114,64|6|42|2,114,138874,69380,0.000820214695,0.00164042939,pass,pass,7
34757,1208049049,48|54|102|114,48|6|48|12,114,138914,69400,0.000819978709,0.001639957419,pass,pass,17
34759,1208188081,28|46|48|52,28|18|2|4,52,138984,69466,0.000374003855,0.00074800771,pass,pass,19
34763,1208466169,18|22|58|78,18|4|36|20,78,138974,69448,0.000560941231,0.001121882461,pass,pass,23
34781,1209717961,48|58|60|72,48|10|2|12,72,139052,69490,0.000517523935,0.001035047871,pass,pass,11
34807,1211527249,10|64|100|102,10|54|36|2,102,139126,69512,0.000732611256,0.001465222513,pass,pass,7
34819,1212362761,10|18|112|136,10|8|94|24,136,139140,69502,0.00097647836,0.001952956719,pass,pass,19
34841,1213895281,46|78|82|96,46|32|4|14,96,139268,69586,0.000688843604,0.001377687208,pass,pass,11
34843,1214034649,34|114|130|220,34|80|16|90,220,139152,69466,0.001578509313,0.003157018626,pass,pass,13
34847,1214313409,40|58|64|102,40|18|6|38,102,139286,69592,0.00073177031,0.00146354062,pass,pass,17
34849,1214452801,60|78|148|156,60|18|70|8,156,139240,69542,0.001119113891,0.002238227783,pass,pass,19
34871,1215986641,6|22|36|88,6|16|14|52,88,139396,69654,0.000630896734,0.001261793467,pass,pass,11
34877,1216405129,4|18|64|90,4|14|46|26,90,139418,69664,0.000645124294,0.001290248588,pass,pass,17
34883,1216823689,4|22|48|58,4|18|26|10,58,139474,69708,0.000415675257,0.000831350515,pass,pass,23
34897,1217800609,60|70|84|172,60|10|14|88,172,139416,69622,0.00123219761,0.00246439522,pass,pass,7
34913,1218917569,24|42|58|72,24|18|16|14,72,139580,69754,0.000515567267,0.001031134534,pass,pass,23
34919,1219336561,46|70|72|102,46|24|2|30,102,139574,69736,0.000730261462,0.001460522924,pass,pass,29
34939,1220733721,6|12|28|36,6|6|16|8,36,139720,69842,0.000257591803,0.000515183606,pass,pass,19
34949,1221432601,30|36|48|58,30|6|12|10,58,139738,69840,0.000414890269,0.000829780537,pass,pass,29
34961,1222271521,16|28|66|70,16|12|38|4,70,139774,69852,0.000500557764,0.001001115529,pass,pass,11
34963,1222411369,12|28|34|54,12|16|6|20,54,139798,69872,0.000386122472,0.000772244945,pass,pass,13
34981,1223670361,6|90|102|106,6|84|12|4,106,139818,69856,0.000757554101,0.001515108202,pass,pass,1
35023,1226610529,18|60|72|82,18|42|12|10,82,140010,69964,0.000585329641,0.001170659281,pass,pass,13
35027,1226890729,18|64|102|108,18|46|38|6,108,140000,69946,0.000770833928,0.001541667856,pass,pass,17
35051,1228572601,40|46|48|58,40|6|2|10,58,140146,70044,0.000413682919,0.000827365838,pass,pass,11
35053,1228712809,58|64|112|162,58|6|48|50,162,140050,69944,0.001155393262,0.002310786523,pass,pass,13
35059,1229133481,28|36|102|142,28|8|66|40,142,140094,69976,0.001012578796,0.002025157591,pass,pass,19
35069,1229834761,16|22|28|58,16|6|6|30,58,140218,70080,0.000413470587,0.000826941173,pass,pass,29
35081,1230676561,30|60|76|108,30|30|16|32,108,140216,70054,0.000769647387,0.001539294775,pass,pass,11
35083,1230816889,4|22|42|54,4|18|20|12,54,140278,70112,0.000384801756,0.000769603512,pass,pass,13
35089,1231237921,6|12|30|36,6|6|18|6,36,140320,70142,0.000256490638,0.000512981276,pass,pass,19
35099,1231939801,10|16|28|46,10|6|12|18,46,140350,70152,0.000327644662,0.000655289324,pass,pass,29
35107,1232501449,4|12|22|100,4|8|10|78,100,140328,70114,0.000712108696,0.001424217393,pass,pass,7
35111,1232782321,12|28|40|60,12|16|12|20,60,140384,70162,0.000427216542,0.000854433084,pass,pass,11
35117,1233203689,22|28|42|64,22|6|14|22,64,140404,70170,0.000455619785,0.000911239571,pass,pass,17
35129,1234046641,10|22|48|78,10|12|26|30,78,140438,70180,0.000555096928,0.001110193857,pass,pass,29
35141,1234889881,18|40|46|78,18|22|6|32,78,140486,70204,0.000554907373,0.001109814746,pass,pass,11
35149,1235452201,16|40|46|48,16|24|6|2,48,140548,70250,0.000341403738,0.000682807477,pass,pass,19
35153,1235733409,18|22|58|60,18|4|36|2,60,140552,70246,0.000426706113,0.000853412227,pass,pass,23
35159,1236155281,18|72|78|100,18|54|6|22,100,140536,70218,0.000711055491,0.001422110982,pass,pass,29
35171,1236999241,18|48|58|66,18|30|10|8,66,140618,70276,0.000469136505,0.000938273009,pass,pass,11
35201,1239110401,36|72|118|138,36|36|46|20,138,140666,70264,0.000980085793,0.001960171586,pass,pass,11
35221,1240518841,48|100|148|150,48|52|48|2,150,140734,70292,0.001064705715,0.002129411431,pass,pass,1
35227,1240941529,10|24|48|64,10|14|24|16,64,140844,70390,0.000454197065,0.00090839413,pass,pass,7
35251,1242633001,10|16|18|58,10|6|2|40,58,140946,70444,0.000411335849,0.000822671697,pass,pass,1
35257,1243056049,48|54|70|78,48|6|16|8,78,140950,70436,0.000553081658,0.001106163315,pass,pass,7
35267,1243761289,18|30|42|58,18|12|12|16,58,141010,70476,0.000411149233,0.000822298466,pass,pass,17
35279,1244607841,16|42|70|130,16|26|28|60,130,140986,70428,0.000921227926,0.001842455852,pass,pass,29
35281,1244748961,16|42|46|96,16|26|4|50,96,141028,70466,0.000680252827,0.001360505655,pass,pass,1
35291,1245454681,60|66|72|108,60|6|6|36,108,141056,70474,0.000765067581,0.001530135162,pass,pass,11
35311,1246866721,42|46|66|72,42|4|20|6,72,141172,70550,0.000509756167,0.001019512333,pass,pass,1
35317,1247290489,12|30|34|42,12|18|4|8,42,141226,70592,0.000297307246,0.000594614492,pass,pass,7
35323,1247714329,10|12|88|112,10|2|76|24,112,141180,70534,0.000792684653,0.001585369306,pass,pass,13
35327,1247996929,12|28|70|72,12|16|42|2,72,141236,70582,0.000509525292,0.001019050585,pass,pass,17
35339,1248844921,42|46|48|90,42|4|2|42,90,141266,70588,0.000636690342,0.001273380684,pass,pass,29
35353,1249834609,4|18|24|28,4|14|6|4,28,141384,70678,0.000198002998,0.000396005997,pass,pass,13
35363,1250541769,52|64|70|72,52|12|6|2,72,141380,70654,0.000509006589,0.001018013178,pass,pass,23
35381,1251815161,46|76|102|126,46|30|26|24,126,141398,70636,0.000890308358,0.001780616715,pass,pass,11
35393,1252664449,4|28|58|72,4|24|30|14,72,141500,70714,0.000508575142,0.001017150284,pass,pass,23
35401,1253230801,6|16|42|72,6|10|26|30,72,141532,70730,0.000508460213,0.001016920426,pass,pass,1
35407,1253655649,24|30|58|60,24|6|28|2,60,141568,70754,0.000423645042,0.000847290084,pass,pass,7
35419,1254505561,18|28|30|60,18|10|2|30,60,141616,70778,0.00042350151,0.000847003021,pass,pass,19
35423,1254788929,18|34|52|58,18|16|18|6,58,141634,70788,0.000409338565,0.000818677131,pass,pass,23
35437,1255780969,48|58|60|172,48|10|2|112,172,141576,70702,0.001213421001,0.002426842001,pass,pass,7
35447,1256489809,24|40|100|120,24|16|60|20,120,141668,70774,0.000846333963,0.001692667927,pass,pass,17
35449,1256631601,106|142|162|166,106|36|20|4,166,141630,70732,0.001170695929,0.002341391859,pass,pass,19
35461,1257482521,10|36|60|100,10|26|24|40,100,141744,70822,0.000704999859,0.001409999718,pass,pass,1
35491,1259611081,22|28|36|70,22|6|8|34,70,141894,70912,0.000493082753,0.000986165507,pass,pass,1
35507,1260747049,4|18|30|78,4|14|12|48,78,141950,70936,0.000549187484,0.001098374968,pass,pass,17
35509,1260889081,30|36|58|88,30|6|22|30,88,141948,70930,0.000619561238,0.001239122476,pass,pass,19
35521,1261741441,16|48|60|88,16|32|12|28,88,141996,70954,0.000619351933,0.001238703865,pass,pass,1
35527,1262167729,12|18|58|64,12|6|40|6,64,142044,70990,0.000450361697,0.000900723393,pass,pass,7
35531,1262451961,42|82|88|96,42|40|6|8,96,142028,70966,0.000675466494,0.001350932988,pass,pass,11
35533,1262594089,4|12|28|30,4|8|16|2,30,142102,71036,0.000211071398,0.000422142797,pass,pass,13
35537,1262878369,12|60|90|120,12|48|30|30,120,142028,70954,0.000844190562,0.001688381124,pass,pass,17
35543,1263304849,34|60|72|94,34|26|12|22,94,142078,70992,0.000661170976,0.001322341952,pass,pass,23
35569,1265153761,6|16|58|76,6|10|42|18,76,142200,71062,0.000534173016,0.001068346032,pass,pass,19
35573,1265438329,12|52|78|82,12|40|26|4,82,142210,71064,0.000576279763,0.001152559525,pass,pass,23
35591,1266719281,10|42|58|66,10|32|16|8,66,142298,71116,0.000463600348,0.000927200697,pass,pass,11
35593,1266861649,18|30|34|42,18|12|4|8,42,142330,71144,0.000295001826,0.000590003652,pass,pass,13
35597,1267146409,100|114|132|144,100|14|18|12,144,142244,71050,0.001011321179,0.002022642358,pass,pass,17
35603,1267573609,4|12|40|52,4|8|28|12,52,142360,71154,0.000365137769,0.000730275539,pass,pass,23
35617,1268570689,22|28|40|112,22|6|12|72,112,142356,71122,0.000786141449,0.001572282899,pass,pass,7
35671,1272420241,10|22|30|52,10|12|8|22,52,142632,71290,0.000364441703,0.000728883407,pass,pass,1
35677,1272848329,12|18|22|60,12|6|4|38,60,142648,71294,0.000420438938,0.000840877877,pass,pass,7
35729,1276561441,30|42|46|88,30|12|4|42,88,142828,71370,0.000615746313,0.001231492625,pass,pass,29
35731,1276704361,6|18|22|28,6|12|4|6,28,142896,71434,0.000195908315,0.00039181663,pass,pass,1
35747,1277848009,22|28|34|40,22|6|6|6,40,142948,71454,0.000279743755,0.000559487509,pass,pass,17
35753,1278277009,10|18|22|28,10|8|4|6,28,142984,71478,0.000195787766,0.000391575532,pass,pass,23
35759,1278706081,22|42|120|126,22|20|78|6,126,142910,71392,0.000880897117,0.001761794234,pass,pass,29
35771,1279564441,12|16|58|70,12|4|42|12,70,143014,71472,0.000489223114,0.000978446227,pass,pass,11
35797,1281425209,4|42|54|64,4|38|12|10,64,143124,71530,0.000446964829,0.000893929659,pass,pass,7
35801,1281711601,10|22|42|58,10|12|20|16,58,143146,71544,0.00040501662,0.000810033239,pass,pass,11
35803,1281854809,22|34|54|72,22|12|20|18,72,143140,71534,0.000502751166,0.001005502332,pass,pass,13
35809,1282284481,48|66|150|162,48|18|84|12,162,143074,71456,0.001131000586,0.002262001173,pass,pass,19
35831,1283860561,16|76|88|90,16|60|12|2,90,143234,71572,0.000627947866,0.001255895733,pass,pass,11
35837,1284290569,22|34|58|90,22|12|24|32,90,143258,71584,0.000627842732,0.001255685465,pass,pass,17
35839,1284433921,12|36|40|46,12|24|4|6,46,143310,71632,0.000320879489,0.000641758978,pass,pass,19
35851,1285294201,22|36|46|60,22|14|10|14,60,143344,71642,0.000418398371,0.000836796742,pass,pass,1
35863,1286154769,28|40|58|60,28|12|18|2,60,143392,71666,0.000418258372,0.000836516744,pass,pass,13
35869,1286585161,28|36|102|108,28|8|66|6,108,143368,71630,0.000752739134,0.001505478268,pass,pass,19
35879,1287302641,6|16|28|60,6|10|12|32,60,143456,71698,0.000418071853,0.000836143705,pass,pass,29
35897,1288594609,52|60|64|84,52|8|4|20,84,143504,71710,0.000585007104,0.001170014207,pass,pass,17
35899,1288738201,22|48|58|66,22|26|10|8,66,143530,71732,0.000459622831,0.000919245661,pass,pass,19
35911,1289599921,52|88|126|148,52|36|38|22,148,143496,71674,0.00103032497,0.00206064994,pass,pass,1
35923,1290461929,12|70|84|100,12|58|14|16,100,143592,71746,0.000695932968,0.001391865935,pass,pass,13
35933,1291180489,34|78|84|88,34|44|6|4,88,143644,71778,0.000612250577,0.001224501155,pass,pass,23
35951,1292474401,28|30|40|58,28|2|10|18,58,143746,71844,0.00040332675,0.000806653501,pass,pass,11
35963,1293337369,42|58|90|108,42|16|32|18,108,143744,71818,0.000750771626,0.001501543253,pass,pass,23
35969,1293768961,16|36|52|70,16|20|16|18,70,143806,71868,0.000486530068,0.000973060135,pass,pass,29
35977,1294344529,18|22|70|102,18|4|48|32,102,143806,71852,0.000708786169,0.001417572338,pass,pass,7
35983,1294776289,24|58|94|112,24|34|36|18,112,143820,71854,0.000778145235,0.00155629047,pass,pass,13
35993,1295496049,4|30|102|108,4|26|72|6,108,143864,71878,0.000750145862,0.001500291723,pass,pass,23
35999,1295928001,18|42|90|106,18|24|48|16,106,143890,71892,0.000736131559,0.001472263118,pass,pass,29
36007,1296504049,58|100|144|150,58|42|44|6,150,143878,71864,0.00104146416,0.002082928319,pass,pass,7
36011,1296792121,16|18|28|58,16|2|10|30,58,143986,71964,0.000402654744,0.000805309489,pass,pass,11
36013,1296936169,22|58|60|102,22|36|2|42,102,143950,71924,0.000708077639,0.001416155277,pass,pass,13
36017,1297224289,18|48|72|88,18|30|24|16,88,143980,71946,0.000610822667,0.001221645334,pass,pass,17
36037,1298665369,18|28|52|58,18|10|24|6,58,144090,72016,0.000402364237,0.000804728474,pass,pass,7
36061,1300395721,6|10|16|42,6|4|6|26,42,144202,72080,0.00029117329,0.000582346579,pass,pass,1
36067,1300828489,4|22|24|42,4|18|2|18,42,144226,72092,0.000291124851,0.000582249702,pass,pass,7
36073,1301261329,60|198|208|214,60|138|10|6,214,144078,71932,0.001483103706,0.002966207413,pass,pass,13
36083,1301982889,18|28|54|58,18|10|26|4,58,144274,72108,0.000401851287,0.000803702575,pass,pass,23
36097,1302993409,22|42|60|64,22|20|18|4,64,144324,72130,0.000443250132,0.000886500263,pass,pass,7
36107,1303715449,4|22|24|70,4|18|2|46,70,144358,72144,0.000484670562,0.000969341125,pass,pass,17
36109,1303859881,10|48|106|112,10|38|58|6,112,144324,72106,0.000775429948,0.001550859896,pass,pass,19
36131,1305449161,52|70|90|102,52|18|20|12,102,144422,72160,0.000705765132,0.001411530265,pass,pass,11
36137,1305882769,24|48|52|118,24|24|4|66,118,144430,72156,0.000816337825,0.001632675651,pass,pass,17
36151,1306894801,16|76|132|168,16|60|56|36,168,144436,72134,0.001161793588,0.002323587176,pass,pass,1
36161,1307617921,10|36|42|46,10|26|6|4,46,144598,72276,0.000318022179,0.000636044357,pass,pass,11
36187,1309498969,30|52|78|84,30|22|26|6,84,144664,72290,0.000580318899,0.001160637798,pass,pass,7
36191,1309788481,70|78|82|88,70|8|4|6,88,144676,72294,0.000607885938,0.001215771877,pass,pass,11
36209,1311091681,28|40|82|132,28|12|42|50,132,144704,72286,0.000911375625,0.00182275125,pass,pass,29
36217,1311671089,4|18|58|84,4|14|40|26,84,144784,72350,0.000579838198,0.001159676395,pass,pass,7
36229,1312540441,10|16|46|72,10|6|30|26,72,144844,72386,0.000496839548,0.000993679097,pass,pass,19
36241,1313410081,16|48|102|118,16|32|54|16,118,144846,72364,0.000813995199,0.001627990398,pass,pass,1
36251,1314135001,22|72|76|90,22|50|4|14,90,144914,72412,0.000620672533,0.001241345066,pass,pass,11
36263,1315005169,10|24|48|52,10|14|24|4,52,145000,72474,0.000358492127,0.000716984254,pass,pass,23
36269,1315440361,6|28|46|48,6|22|18|2,48,145028,72490,0.000330861066,0.000661722132,pass,pass,29
36277,1316020729,34|58|88|90,34|24|30|2,90,145018,72464,0.000620227692,0.001240455385,pass,pass,7
36293,1317181849,34|70|120|190,34|36|50|70,190,144982,72396,0.001308792329,0.002617584658,pass,pass,23
36299,1317617401,22|36|48|66,22|14|12|18,66,145130,72532,0.000454557977,0.000909115954,pass,pass,29
36307,1318198249,30|40|42|70,30|10|2|28,70,145158,72544,0.000482000716,0.000964001432,pass,pass,7
36313,1318633969,24|34|58|72,24|10|24|14,72,145180,72554,0.000495690249,0.000991380497,pass,pass,13
36319,1319069761,6|10|18|28,6|4|8|10,28,145248,72610,0.000192736584,0.000385473168,pass,pass,19
36341,1320668281,6|28|30|36,6|22|2|6,36,145328,72646,0.000247654165,0.000495308329,pass,pass,11
36343,1320813649,12|24|28|78,12|12|4|50,78,145294,72608,0.000536554495,0.001073108989,pass,pass,13
36353,1321540609,48|58|100|114,48|10|42|14,114,145298,72592,0.000783979314,0.001567958628,pass,pass,23
36373,1322995129,30|52|82|88,30|22|30|6,88,145404,72658,0.000604844253,0.001209688505,pass,pass,13
36383,1323722689,24|48|58|70,24|24|10|12,70,145462,72696,0.000480993871,0.000961987742,pass,pass,23
36389,1324159321,28|52|78|88,28|24|26|10,88,145468,72690,0.000604578307,0.001209156613,pass,pass,29
36433,1327363489,40|82|100|102,40|42|18|2,102,145630,72764,0.000699914912,0.001399829825,pass,pass,13
36451,1328675401,36|48|100|118,36|12|52|18,118,145686,72784,0.000809305643,0.001618611286,pass,pass,1
36457,1329112849,28|64|102|114,28|36|38|12,114,145714,72800,0.000781742875,0.00156348575,pass,pass,7
36467,1329842089,58|90|114|118,58|32|24|4,118,145750,72816,0.000808950558,0.001617901116,pass,pass,17
36469,1329987961,22|42|66|96,22|20|24|30,96,145780,72842,0.000658093175,0.00131618635,pass,pass,19
36473,1330279729,34|42|70|88,34|8|28|18,88,145804,72858,0.000603185918,0.001206371837,pass,pass,23
36479,1330717441,16|30|72|106,16|14|42|34,106,145810,72852,0.000726445352,0.001452890704,pass,pass,29
36493,1331739049,4|12|72|124,4|8|60|52,124,145848,72862,0.000849477982,0.001698955964,pass,pass,13
36497,1332031009,4|12|22|28,4|8|10|6,28,145960,72966,0.000191796586,0.000383593172,pass,pass,17
36523,1333929529,34|48|60|64,34|14|12|4,64,146028,72982,0.000438080114,0.000876160228,pass,pass,13
36527,1334221729,18|22|24|64,18|4|2|40,64,146044,72990,0.000438032141,0.000876064281,pass,pass,17
36529,1334367841,6|28|30|42,6|22|2|12,42,146074,73016,0.000287442854,0.000574885707,pass,pass,19
36541,1335244681,12|16|30|36,12|4|14|6,36,146128,73046,0.000246298678,0.000492597356,pass,pass,1
36551,1335975601,6|46|52|72,6|40|6|20,72,146132,73030,0.000492462587,0.000984925173,pass,pass,11
36559,1336560481,60|142|196|198,60|82|54|2,198,146038,72920,0.001353975765,0.00270795153,pass,pass,19
36563,1336852969,28|40|48|64,28|12|8|16,64,146188,73062,0.000437600853,0.000875201707,pass,pass,23
36571,1337438041,10|58|66|78,10|48|8|12,78,146206,73064,0.000533209374,0.001066418747,pass,pass,1
36583,1338315889,4|10|18|30,4|6|8|12,30,146302,73136,0.000205013258,0.000410026515,pass,pass,13
36587,1338608569,4|12|18|28,4|8|6|10,28,146320,73146,0.000191324787,0.000382649575,pass,pass,17
36599,1339486801,6|22|48|72,6|16|26|24,72,146324,73126,0.000491816716,0.000983633433,pass,pass,29
36607,1340072449,4|22|102|114,4|18|80|12,114,146314,73100,0.000778539624,0.001557079247,pass,pass,7
36629,1341683641,6|46|78|82,6|40|32|4,82,146434,73176,0.000559665839,0.001119331677,pass,pass,29
36637,1342269769,10|22|40|52,10|12|18|12,52,146496,73222,0.000354832546,0.000709665093,pass,pass,7
36643,1342709449,48|58|82|100,48|10|24|18,100,146472,73186,0.000682258549,0.001364517097,pass,pass,13
36653,1343442409,18|22|30|52,18|4|8|22,52,146560,73254,0.000354677653,0.000709355305,pass,pass,23
36671,1344762241,6|42|78|88,6|36|36|10,88,146596,73254,0.000599929099,0.001199858199,pass,pass,11
36677,1345202329,30|58|64|78,30|28|6|14,78,146630,73276,0.000531668348,0.001063336696,pass,pass,17
36683,1345642489,10|58|64|72,10|48|6|8,72,146660,73294,0.000490690511,0.000981381021,pass,pass,23
36691,1346229481,18|126|132|178,18|108|6|46,178,146586,73204,0.001212831485,0.002425662969,pass,pass,1
36697,1346669809,18|24|60|64,18|6|36|4,64,146724,73330,0.000436002943,0.000872005886,pass,pass,7
36709,1347550681,28|36|58|60,28|8|22|2,60,146776,73358,0.00040861914,0.000817238279,pass,pass,19
36713,1347844369,42|60|88|100,42|18|28|12,100,146752,73326,0.000680957699,0.001361915398,pass,pass,23
36721,1348431841,12|30|72|100,12|18|42|28,100,146784,73342,0.000680809346,0.001361618692,pass,pass,1
36739,1349754121,18|36|72|102,18|18|36|30,102,146854,73376,0.000694085304,0.001388170609,pass,pass,19
36749,1350489001,16|72|96|112,16|56|24|16,112,146884,73386,0.000761925495,0.001523850989,pass,pass,29
36761,1351371121,48|90|132|150,48|42|42|18,150,146894,73372,0.001020102826,0.002040205653,pass,pass,11
36767,1351812289,24|28|58|60,24|4|30|2,60,147008,73474,0.000407974542,0.000815949085,pass,pass,17
36779,1352694841,10|12|18|58,10|2|6|40,58,147058,73500,0.000394246717,0.000788493434,pass,pass,29
36781,1352841961,18|78|100|120,18|60|22|20,120,147004,73442,0.000815638509,0.001631277018,pass,pass,1
36787,1353283369,18|72|88|100,18|54|16|12,100,147048,73474,0.000679587898,0.001359175796,pass,pass,7
36791,1353577681,22|30|40|66,22|8|10|26,66,147098,73516,0.000448479248,0.000896958495,pass,pass,11
36793,1353724849,12|24|78|100,12|12|54|22,100,147072,73486,0.000679477074,0.001358954149,pass,pass,13
36809,1354902481,70|88|102|108,70|18|14|6,108,147128,73510,0.00073351626,0.001467032519,pass,pass,29
36821,1355786041,22|60|78|96,22|38|18|18,96,147188,73546,0.000651801961,0.001303603922,pass,pass,11
36833,1356669889,4|18|22|24,4|14|4|2,24,147308,73642,0.000162897402,0.000325794804,pass,pass,23
36847,1357701409,54|64|94|100,54|10|30|6,100,147288,73594,0.000678481287,0.001356962575,pass,pass,7
36857,1358438449,4|34|90|114,4|30|56|24,114,147314,73600,0.000773258811,0.001546517622,pass,pass,17
36871,1359470641,16|18|36|58,16|2|18|22,58,147426,73684,0.000393262998,0.000786525996,pass,pass,1
36877,1359913129,22|64|108|130,22|42|44|22,130,147378,73624,0.000881308132,0.001762616265,pass,pass,7
36887,1360650769,4|58|78|102,4|54|20|24,102,147446,73672,0.000691300458,0.001382600916,pass,pass,17
36899,1361536201,46|60|70|138,46|14|10|68,138,147458,73660,0.000934984688,0.001869969376,pass,pass,29
36901,1361683801,46|102|112|156,46|56|10|44,156,147448,73646,0.001056881927,0.002113763855,pass,pass,1
36913,1362569569,12|54|78|124,12|42|24|46,124,147528,73702,0.000839812532,0.001679625064,pass,pass,13
36919,1363012561,16|22|42|180,16|6|20|138,180,147496,73658,0.001218884585,0.00243776917,pass,pass,19
36923,1363307929,12|18|54|112,12|6|36|58,112,147580,73734,0.000758334913,0.001516669826,pass,pass,23
36929,1363751041,16|48|52|58,16|32|4|6,58,147658,73800,0.000392645346,0.000785290693,pass,pass,29
36931,1363898761,18|60|82|96,18|42|22|14,96,147628,73766,0.000649860551,0.001299721102,pass,pass,1
36943,1364785249,22|34|42|88,22|12|8|46,88,147684,73798,0.000595512005,0.00119102401,pass,pass,13
36947,1365080809,24|54|60|108,24|30|6|48,108,147680,73786,0.000730776518,0.001461553035,pass,pass,17
36973,1367002729,4|10|22|28,4|6|12|6,28,147864,73918,0.000189327347,0.000378654694,pass,pass,13
36979,1367446441,6|12|48|60,6|6|36|12,60,147856,73898,0.000405635631,0.000811271262,pass,pass,19
36997,1368778009,18|58|70|78,18|40|12|8,78,147910,73916,0.000527069762,0.001054139525,pass,pass,7
37003,1369222009,12|58|64|70,12|46|6|6,70,147942,73936,0.000472934627,0.000945869254,pass,pass,13
37013,1369962169,24|42|60|78,24|18|18|18,78,147974,73948,0.00052684192,0.001053683841,pass,pass,23
37019,1370406361,30|76|88|106,30|46|12|18,106,147970,73932,0.000715848618,0.001431697237,pass,pass,29
37021,1370554441,16|18|28|58,16|2|10|30,58,148026,73984,0.000391669593,0.000783339186,pass,pass,1
37039,1371887521,6|16|28|46,6|10|12|18,46,148110,74032,0.000310483544,0.000620967089,pass,pass,19
37049,1372628401,6|22|40|42,6|16|18|2,42,148154,74056,0.000283408459,0.000566816918,pass,pass,29
37057,1373221249,52|54|58|72,52|2|4|14,72,148156,74042,0.000485738187,0.000971476374,pass,pass,7
37061,1373517721,6|66|78|102,6|60|12|24,102,148142,74020,0.000688054829,0.001376109657,pass,pass,11
37087,1375445569,10|58|82|88,10|48|24|6,88,148260,74086,0.000593199774,0.001186399547,pass,pass,7
37097,1376187409,10|34|70|72,10|24|36|2,72,148316,74122,0.000485214438,0.000970428876,pass,pass,17
37117,1377671689,30|34|58|64,30|4|24|6,64,148404,74170,0.000431069321,0.000862138643,pass,pass,7
37123,1378117129,34|58|72|88,34|24|14|16,88,148404,74158,0.000592624518,0.001185249037,pass,pass,13
37139,1379305321,52|72|108|118,52|20|36|10,118,148438,74160,0.000794313256,0.001588626511,pass,pass,29
37159,1380791281,18|30|48|78,18|12|18|30,78,148558,74240,0.000524771926,0.001049543852,pass,pass,19
37171,1381683241,12|16|22|42,12|4|6|20,42,148642,74300,0.000282478276,0.000564956552,pass,pass,1
37181,1382426761,18|22|36|48,18|4|14|12,48,148676,74314,0.000322745488,0.000645490977,pass,pass,11
37189,1383021721,12|28|30|46,12|16|2|16,46,148710,74332,0.000309231224,0.000618462449,pass,pass,19
