scale,q,q_mod30,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_family,factor_signature,false_exclusion,unresolved_composite,least_factor,cofactor,first_remainder_family,second_factor,second_remainder,second_remainder_family,third_factor,third_remainder,third_remainder_family,grammar_terminal,terminal_family,grammar_accounted
10000000000000,9999999678029,29,9999999678031,1,excluded,composite_obstruction,64,multi_prime_family,11*23*167*173*179*7643,False,False,11,909090879821,multi_prime_family,23,39525690427,multi_prime_family,167,236680781,multi_prime_family,,multi_prime_family,False
10000000000000,9999999673739,29,9999999673741,1,excluded,composite_obstruction,64,multi_prime_family,7*11*61*239*1523*5849,False,False,7,1428571381963,multi_prime_family,11,129870125633,multi_prime_family,61,2129018453,multi_prime_family,,multi_prime_family,False
100000000000000,99999999999821,11,99999999999823,13,excluded,composite_obstruction,48,multi_prime_family,7^2*11*2879*4729*13627,False,False,7,14285714285689,multi_prime_family,7,2040816326527,multi_prime_family,11,185528756957,multi_prime_family,,multi_prime_family,False
100000000000000,99999999996467,17,99999999996469,19,excluded,composite_obstruction,48,multi_prime_family,19*23*31^2*131*1817707,False,False,19,5263157894551,multi_prime_family,23,228832951937,multi_prime_family,31,7381708127,multi_prime_family,,multi_prime_family,False
100000000000000,99999999994529,29,99999999994531,1,excluded,composite_obstruction,144,multi_prime_family,7^2*13^2*19*53*1663*7211,False,False,7,14285714284933,multi_prime_family,7,2040816326419,multi_prime_family,13,156985871263,multi_prime_family,,multi_prime_family,False
100000000000000,99999999992891,11,99999999992893,13,excluded,composite_obstruction,48,multi_prime_family,7*11^2*13*1741*5216443,False,False,7,14285714284699,multi_prime_family,11,1298701298609,multi_prime_family,11,118063754419,multi_prime_family,,multi_prime_family,False
100000000000000,99999999986891,11,99999999986893,13,excluded,composite_obstruction,48,multi_prime_family,19^2*29*1279*1283*5821,False,False,19,5263157894047,multi_prime_family,19,277008310213,multi_prime_family,29,9552010697,multi_prime_family,,multi_prime_family,False
100000000000000,99999999984617,17,99999999984619,19,excluded,composite_obstruction,64,multi_prime_family,7*37*137*139*397*51071,False,False,7,14285714283517,multi_prime_family,37,386100386041,multi_prime_family,137,2818250993,multi_prime_family,,multi_prime_family,False
100000000000000,99999999984197,17,99999999984199,19,excluded,composite_obstruction,32,multi_prime_family,7*17^3*67*43399067,False,False,7,14285714283457,multi_prime_family,17,840336134321,multi_prime_family,17,49431537313,multi_prime_family,,multi_prime_family,False
100000000000000,99999999982331,11,99999999982333,13,excluded,composite_obstruction,64,multi_prime_family,11*19*31*41*9173*41039,False,False,11,9090909089303,multi_prime_family,19,478468899437,multi_prime_family,31,15434480627,multi_prime_family,,multi_prime_family,False
100000000000000,99999999978569,29,99999999978571,1,excluded,composite_obstruction,64,multi_prime_family,7*11*19*67*307*3323093,False,False,7,14285714282653,multi_prime_family,11,1298701298423,multi_prime_family,19,68352699917,multi_prime_family,,multi_prime_family,False
100000000000000,99999999977291,11,99999999977293,13,excluded,composite_obstruction,48,multi_prime_family,13^2*37*587*4283*6361,False,False,13,7692307690561,multi_prime_family,13,591715976197,multi_prime_family,37,15992323681,multi_prime_family,,multi_prime_family,False
100000000000000,99999999970127,17,99999999970129,19,excluded,composite_obstruction,48,multi_prime_family,7^2*59*67*401*1287457,False,False,7,14285714281447,multi_prime_family,7,2040816325921,multi_prime_family,59,34590107219,multi_prime_family,,multi_prime_family,False
100000000000000,99999999966599,29,99999999966601,1,excluded,composite_obstruction,64,multi_prime_family,7^3*19*131*773*151531,False,False,7,14285714280943,multi_prime_family,7,2040816325849,multi_prime_family,7,291545189407,multi_prime_family,,multi_prime_family,False
100000000000000,99999999962777,17,99999999962779,19,excluded,composite_obstruction,48,multi_prime_family,7^2*17*113*15413*68927,False,False,7,14285714280397,multi_prime_family,7,2040816325771,multi_prime_family,17,120048019163,multi_prime_family,,multi_prime_family,False
100000000000000,99999999955997,17,99999999955999,19,excluded,composite_obstruction,48,multi_prime_family,11*13^2*19*113*25054663,False,False,11,9090909086909,multi_prime_family,13,699300698993,multi_prime_family,13,53792361461,multi_prime_family,,multi_prime_family,False
100000000000000,99999999952361,11,99999999952363,13,excluded,composite_obstruction,64,multi_prime_family,7*43*263*557*1193*1901,False,False,7,14285714278909,multi_prime_family,43,332225913463,multi_prime_family,263,1263216401,multi_prime_family,,multi_prime_family,False
100000000000000,99999999948539,29,99999999948541,1,excluded,composite_obstruction,64,multi_prime_family,7*11*113*181*7879*8059,False,False,7,14285714278363,multi_prime_family,11,1298701298033,multi_prime_family,113,11492931841,multi_prime_family,,multi_prime_family,False
100000000000000,99999999947417,17,99999999947419,19,excluded,composite_obstruction,64,multi_prime_family,11*13*239*991*1291*2287,False,False,11,9090909086129,multi_prime_family,13,699300698933,multi_prime_family,239,2925944347,multi_prime_family,,multi_prime_family,False
100000000000000,99999999943751,11,99999999943753,13,excluded,composite_obstruction,128,multi_prime_family,7*13*23*61*139*1021*5519,False,False,7,14285714277679,multi_prime_family,13,1098901098283,multi_prime_family,23,47778308621,multi_prime_family,,multi_prime_family,False
100000000000000,99999999941741,11,99999999941743,13,excluded,composite_obstruction,64,multi_prime_family,11*41*53*211*397*49943,False,False,11,9090909085613,multi_prime_family,41,221729489893,multi_prime_family,53,4183575281,multi_prime_family,,multi_prime_family,False
100000000000000,99999999939551,11,99999999939553,13,excluded,composite_obstruction,48,multi_prime_family,7^2*31*37*1511*1177541,False,False,7,14285714277079,multi_prime_family,7,2040816325297,multi_prime_family,31,65832784687,multi_prime_family,,multi_prime_family,False
100000000000000,99999999932831,11,99999999932833,13,excluded,composite_obstruction,64,multi_prime_family,7*11*13*47*137*15514847,False,False,7,14285714276119,multi_prime_family,11,1298701297829,multi_prime_family,13,99900099833,multi_prime_family,,multi_prime_family,False
100000000000000,99999999929729,29,99999999929731,1,excluded,composite_obstruction,48,multi_prime_family,11^2*17*47*19927*51907,False,False,11,9090909084521,multi_prime_family,11,826446280411,multi_prime_family,17,48614487083,multi_prime_family,,multi_prime_family,False
100000000000000,99999999928967,17,99999999928969,19,excluded,composite_obstruction,48,multi_prime_family,7^2*79*251*557*184777,False,False,7,14285714275567,multi_prime_family,7,2040816325081,multi_prime_family,79,25833118039,multi_prime_family,,multi_prime_family,False
100000000000000,99999999928709,29,99999999928711,1,excluded,composite_obstruction,48,multi_prime_family,17^2*23*59*7369*34603,False,False,17,5882352936983,multi_prime_family,17,346020760999,multi_prime_family,23,15044380913,multi_prime_family,,multi_prime_family,False
100000000000000,99999999927077,17,99999999927079,19,excluded,composite_obstruction,64,multi_prime_family,7*17*43*101*137*1412351,False,False,7,14285714275297,multi_prime_family,17,840336133841,multi_prime_family,43,19542700787,multi_prime_family,,multi_prime_family,False
100000000000000,99999999925901,11,99999999925903,13,excluded,composite_obstruction,64,multi_prime_family,7*11*19*431*4643*34157,False,False,7,14285714275129,multi_prime_family,11,1298701297739,multi_prime_family,19,68352699881,multi_prime_family,,multi_prime_family,False
100000000000000,99999999925811,11,99999999925813,13,excluded,composite_obstruction,64,multi_prime_family,13*23*107*127*4363*5641,False,False,13,7692307686601,multi_prime_family,23,334448160287,multi_prime_family,107,3125683741,multi_prime_family,,multi_prime_family,False
100000000000000,99999999925439,29,99999999925441,1,excluded,composite_obstruction,32,multi_prime_family,7^3*11*33829*783473,False,False,7,14285714275063,multi_prime_family,7,2040816325009,multi_prime_family,7,291545189287,multi_prime_family,,multi_prime_family,False
100000000000000,99999999925229,29,99999999925231,1,excluded,composite_obstruction,64,multi_prime_family,7*31*157*271*521*20789,False,False,7,14285714275033,multi_prime_family,31,460829492743,multi_prime_family,157,2935219699,multi_prime_family,,multi_prime_family,False
100000000000000,99999999923921,11,99999999923923,13,excluded,composite_obstruction,32,multi_prime_family,11^3*709*2131*49727,False,False,11,9090909083993,multi_prime_family,11,826446280363,multi_prime_family,11,75131480033,multi_prime_family,,multi_prime_family,False
100000000000000,99999999918089,29,99999999918091,1,excluded,composite_obstruction,48,multi_prime_family,7^2*13*59*4271*622987,False,False,7,14285714274013,multi_prime_family,7,2040816324859,multi_prime_family,13,156985871143,multi_prime_family,,multi_prime_family,False
100000000000000,99999999913937,17,99999999913939,19,excluded,composite_obstruction,64,multi_prime_family,47*89*109*131*241*6947,False,False,47,2127659572637,multi_prime_family,89,23906287333,multi_prime_family,109,219323737,multi_prime_family,,multi_prime_family,False
100000000000000,99999999911579,29,99999999911581,1,excluded,composite_obstruction,48,multi_prime_family,7*11^2*37*131*24358109,False,False,7,14285714273083,multi_prime_family,11,1298701297553,multi_prime_family,11,118063754323,multi_prime_family,,multi_prime_family,False
100000000000000,99999999906761,11,99999999906763,13,excluded,composite_obstruction,64,multi_prime_family,11*53*59*127*4229*5413,False,False,11,9090909082433,multi_prime_family,53,171526586461,multi_prime_family,59,2907230279,multi_prime_family,,multi_prime_family,False
100000000000000,99999999906497,17,99999999906499,19,excluded,composite_obstruction,48,multi_prime_family,7*11^2*743*3313*47963,False,False,7,14285714272357,multi_prime_family,11,1298701297487,multi_prime_family,11,118063754317,multi_prime_family,,multi_prime_family,False
100000000000000,99999999896171,11,99999999896173,13,excluded,composite_obstruction,192,multi_prime_family,13^2*17*47*61*71*101*1693,False,False,13,7692307684321,multi_prime_family,13,591715975717,multi_prime_family,17,34806822101,multi_prime_family,,multi_prime_family,False
100000000000000,99999999893069,29,99999999893071,1,excluded,composite_obstruction,64,multi_prime_family,19*47*107*151*1409*4919,False,False,19,5263157889109,multi_prime_family,47,111982082747,multi_prime_family,107,1046561521,multi_prime_family,,multi_prime_family,False
100000000000000,99999999880961,11,99999999880963,13,excluded,composite_obstruction,96,multi_prime_family,7*13^2*23*31*503*235699,False,False,7,14285714268709,multi_prime_family,13,1098901097593,multi_prime_family,13,84530853661,multi_prime_family,,multi_prime_family,False
100000000000000,99999999867161,11,99999999867163,13,excluded,composite_obstruction,64,multi_prime_family,11*23*311*499*1231*2069,False,False,11,9090909078833,multi_prime_family,23,395256916471,multi_prime_family,311,1270922561,multi_prime_family,,multi_prime_family,False
100000000000000,99999999865631,11,99999999865633,13,excluded,composite_obstruction,48,multi_prime_family,7*163^2*223*487*4951,False,False,7,14285714266519,multi_prime_family,163,87642418813,multi_prime_family,163,537683551,multi_prime_family,,multi_prime_family,False
100000000000000,99999999863327,17,99999999863329,19,excluded,composite_obstruction,64,multi_prime_family,17*127*241*353*443*1229,False,False,17,5882352933137,multi_prime_family,127,46317739631,multi_prime_family,241,192189791,multi_prime_family,,multi_prime_family,False
100000000000000,99999999861617,17,99999999861619,19,excluded,composite_obstruction,128,multi_prime_family,11*13*31*73*109*223*12713,False,False,11,9090909078329,multi_prime_family,13,699300698333,multi_prime_family,31,22558087043,multi_prime_family,,multi_prime_family,False
100000000000000,99999999855719,29,99999999855721,1,excluded,composite_obstruction,64,multi_prime_family,7*103*149*233*1571*2543,False,False,7,14285714265103,multi_prime_family,103,138696255001,multi_prime_family,149,930847349,multi_prime_family,,multi_prime_family,False
100000000000000,99999999851981,11,99999999851983,13,excluded,composite_obstruction,64,multi_prime_family,7*11*23*73*107*7228943,False,False,7,14285714264569,multi_prime_family,11,1298701296779,multi_prime_family,23,56465273773,multi_prime_family,,multi_prime_family,False
100000000000000,99999999843479,29,99999999843481,1,excluded,composite_obstruction,64,multi_prime_family,19*53*263*593*599*1063,False,False,19,5263157886499,multi_prime_family,53,99304865783,multi_prime_family,263,377585041,multi_prime_family,,multi_prime_family,False
100000000000000,99999999839507,17,99999999839509,19,excluded,composite_obstruction,64,multi_prime_family,7*11*97*157*563*151471,False,False,7,14285714262787,multi_prime_family,11,1298701296617,multi_prime_family,97,13388673161,multi_prime_family,,multi_prime_family,False
100000000000000,99999999837827,17,99999999837829,19,excluded,composite_obstruction,48,multi_prime_family,7^2*13*17*23879*386719,False,False,7,14285714262547,multi_prime_family,7,2040816323221,multi_prime_family,13,156985871017,multi_prime_family,,multi_prime_family,False
100000000000000,99999999836207,17,99999999836209,19,excluded,composite_obstruction,64,multi_prime_family,11*29*41*199*601*63929,False,False,11,9090909076019,multi_prime_family,29,313479623311,multi_prime_family,41,7645844471,multi_prime_family,,multi_prime_family,False
100000000000000,99999999834131,11,99999999834133,13,excluded,composite_obstruction,64,multi_prime_family,7*19*47*211*239*317227,False,False,7,14285714262019,multi_prime_family,19,751879698001,multi_prime_family,47,15997440383,multi_prime_family,,multi_prime_family,False
100000000000000,99999999833501,11,99999999833503,13,excluded,composite_obstruction,48,multi_prime_family,7*11*41^2*769*1004651,False,False,7,14285714261929,multi_prime_family,11,1298701296539,multi_prime_family,41,31675641379,multi_prime_family,,multi_prime_family,False
100000000000000,99999999826109,29,99999999826111,1,excluded,composite_obstruction,64,multi_prime_family,7*11*37*79*311*1428631,False,False,7,14285714260873,multi_prime_family,11,1298701296443,multi_prime_family,37,35100035039,multi_prime_family,,multi_prime_family,False
100000000000000,99999999822539,29,99999999822541,1,excluded,composite_obstruction,32,multi_prime_family,7^3*13*51487*435577,False,False,7,14285714260363,multi_prime_family,7,2040816322909,multi_prime_family,7,291545188987,multi_prime_family,,multi_prime_family,False
100000000000000,99999999819311,11,99999999819313,13,excluded,composite_obstruction,64,multi_prime_family,11*19*53*61*2591*57119,False,False,11,9090909074483,multi_prime_family,19,478468898657,multi_prime_family,53,9027715069,multi_prime_family,,multi_prime_family,False
100000000000000,99999999812249,29,99999999812251,1,excluded,composite_obstruction,32,multi_prime_family,7^3*11*71*373297297,False,False,7,14285714258893,multi_prime_family,7,2040816322699,multi_prime_family,7,291545188957,multi_prime_family,,multi_prime_family,False
100000000000000,99999999812117,17,99999999812119,19,excluded,composite_obstruction,32,multi_prime_family,11^3*337*431*517267,False,False,11,9090909073829,multi_prime_family,11,826446279439,multi_prime_family,11,75131479949,multi_prime_family,,multi_prime_family,False
100000000000000,99999999800291,11,99999999800293,13,excluded,composite_obstruction,64,multi_prime_family,17*41*47*149*1997*10259,False,False,17,5882352929429,multi_prime_family,41,143472022669,multi_prime_family,47,3052596227,multi_prime_family,,multi_prime_family,False
100000000000000,99999999799019,29,99999999799021,1,excluded,composite_obstruction,48,multi_prime_family,7^2*19*83*1277*1013401,False,False,7,14285714257003,multi_prime_family,7,2040816322429,multi_prime_family,19,107411385391,multi_prime_family,,multi_prime_family,False
100000000000000,99999999798137,17,99999999798139,19,excluded,composite_obstruction,48,multi_prime_family,7^2*37*349*6829*23143,False,False,7,14285714256877,multi_prime_family,7,2040816322411,multi_prime_family,37,55157197903,multi_prime_family,,multi_prime_family,False
100000000000000,99999999792227,17,99999999792229,19,excluded,composite_obstruction,64,multi_prime_family,23*61*71*419*631*3797,False,False,23,4347826077923,multi_prime_family,61,71275837343,multi_prime_family,71,1003885033,multi_prime_family,,multi_prime_family,False
100000000000000,99999999789317,17,99999999789319,19,excluded,composite_obstruction,48,multi_prime_family,7^2*409*499*2683*3727,False,False,7,14285714255617,multi_prime_family,7,2040816322231,multi_prime_family,409,4989770959,multi_prime_family,,multi_prime_family,False
100000000000000,99999999788531,11,99999999788533,13,excluded,composite_obstruction,64,multi_prime_family,13*19*29*43*113*2873149,False,False,13,7692307676041,multi_prime_family,19,404858298739,multi_prime_family,29,13960630991,multi_prime_family,,multi_prime_family,False
100000000000000,99999999787847,17,99999999787849,19,excluded,composite_obstruction,48,multi_prime_family,7^2*17*19*229*27590903,False,False,7,14285714255407,multi_prime_family,7,2040816322201,multi_prime_family,17,120048018953,multi_prime_family,,multi_prime_family,False
100000000000000,99999999787217,17,99999999787219,19,excluded,composite_obstruction,64,multi_prime_family,7*31*67*233*467*63211,False,False,7,14285714255317,multi_prime_family,31,460829492107,multi_prime_family,67,6878052121,multi_prime_family,,multi_prime_family,False
100000000000000,99999999778607,17,99999999778609,19,excluded,composite_obstruction,64,multi_prime_family,7*53*101*353*1049*7207,False,False,7,14285714254087,multi_prime_family,53,269541778379,multi_prime_family,101,2668730479,multi_prime_family,,multi_prime_family,False
100000000000000,99999999777047,17,99999999777049,19,excluded,composite_obstruction,64,multi_prime_family,23*29*37*149*409*66491,False,False,23,4347826077263,multi_prime_family,29,149925037147,multi_prime_family,37,4052028031,multi_prime_family,,multi_prime_family,False
100000000000000,99999999774617,17,99999999774619,19,excluded,composite_obstruction,48,multi_prime_family,7^2*83*719*1381*24763,False,False,7,14285714253517,multi_prime_family,7,2040816321931,multi_prime_family,83,24588148457,multi_prime_family,,multi_prime_family,False
100000000000000,99999999773477,17,99999999773479,19,excluded,composite_obstruction,48,multi_prime_family,13^2*41*151*1433*66697,False,False,13,7692307674883,multi_prime_family,13,591715974991,multi_prime_family,41,14432096951,multi_prime_family,,multi_prime_family,False
100000000000000,99999999770291,11,99999999770293,13,excluded,composite_obstruction,48,multi_prime_family,7*19^2*31*89*14343101,False,False,7,14285714252899,multi_prime_family,19,751879697521,multi_prime_family,19,39572615659,multi_prime_family,,multi_prime_family,False
100000000000000,99999999769181,11,99999999769183,13,excluded,composite_obstruction,96,multi_prime_family,17^2*23*43*389*619*1453,False,False,17,5882352927599,multi_prime_family,17,346020760447,multi_prime_family,23,15044380889,multi_prime_family,,multi_prime_family,False
100000000000000,99999999767897,17,99999999767899,19,excluded,composite_obstruction,64,multi_prime_family,7*11*19*277*7699*32051,False,False,7,14285714252557,multi_prime_family,11,1298701295687,multi_prime_family,19,68352699773,multi_prime_family,,multi_prime_family,False
100000000000000,99999999754289,29,99999999754291,1,excluded,composite_obstruction,64,multi_prime_family,7*13*17*41*359*4391687,False,False,7,14285714250613,multi_prime_family,13,1098901096201,multi_prime_family,17,64641240953,multi_prime_family,,multi_prime_family,False
100000000000000,99999999752567,17,99999999752569,19,excluded,composite_obstruction,32,multi_prime_family,7^3*41*4007*1774609,False,False,7,14285714250367,multi_prime_family,7,2040816321481,multi_prime_family,7,291545188783,multi_prime_family,,multi_prime_family,False
100000000000000,99999999748631,11,99999999748633,13,excluded,composite_obstruction,48,multi_prime_family,19^2*37*41*3389*53881,False,False,19,5263157881507,multi_prime_family,19,277008309553,multi_prime_family,37,7486711069,multi_prime_family,,multi_prime_family,False
100000000000000,99999999742277,17,99999999742279,19,excluded,composite_obstruction,20,multi_prime_family,7^4*13*3203793283,False,False,7,14285714248897,multi_prime_family,7,2040816321271,multi_prime_family,7,291545188753,multi_prime_family,,multi_prime_family,False
100000000000000,99999999738299,29,99999999738301,1,excluded,composite_obstruction,64,multi_prime_family,13*31*41*103*199*295271,False,False,13,7692307672177,multi_prime_family,31,248138957167,multi_prime_family,41,6052169687,multi_prime_family,,multi_prime_family,False
100000000000000,99999999731531,11,99999999731533,13,excluded,composite_obstruction,96,multi_prime_family,11^2*19*59*73*569*17749,False,False,11,9090909066503,multi_prime_family,11,826446278773,multi_prime_family,19,43497172567,multi_prime_family,,multi_prime_family,False
100000000000000,99999999728627,17,99999999728629,19,excluded,composite_obstruction,48,multi_prime_family,7*11^2*13*31*292962169,False,False,7,14285714246947,multi_prime_family,11,1298701295177,multi_prime_family,11,118063754107,multi_prime_family,,multi_prime_family,False
100000000000000,99999999717161,11,99999999717163,13,excluded,composite_obstruction,96,multi_prime_family,7*13*17^2*107*179*198529,False,False,7,14285714245309,multi_prime_family,13,1098901095793,multi_prime_family,17,64641240929,multi_prime_family,,multi_prime_family,False
100000000000000,99999999705527,17,99999999705529,19,excluded,composite_obstruction,96,multi_prime_family,7^2*11*149*151*1187*6947,False,False,7,14285714243647,multi_prime_family,7,2040816320521,multi_prime_family,11,185528756411,multi_prime_family,,multi_prime_family,False
100000000000000,99999999705149,29,99999999705151,1,excluded,composite_obstruction,64,multi_prime_family,7*13*23*53*631*1428649,False,False,7,14285714243593,multi_prime_family,13,1098901095661,multi_prime_family,23,47778308507,multi_prime_family,,multi_prime_family,False
100000000000000,99999999703217,17,99999999703219,19,excluded,composite_obstruction,48,multi_prime_family,7*11^2*23*379*13544081,False,False,7,14285714243317,multi_prime_family,11,1298701294847,multi_prime_family,11,118063754077,multi_prime_family,,multi_prime_family,False
100000000000000,99999999698129,29,99999999698131,1,excluded,composite_obstruction,64,multi_prime_family,13*19*79*103*541*91969,False,False,13,7692307669087,multi_prime_family,19,404858298373,multi_prime_family,79,5124788587,multi_prime_family,,multi_prime_family,False
100000000000000,99999999691667,17,99999999691669,19,excluded,composite_obstruction,64,multi_prime_family,7*11*229*419*1877*7211,False,False,7,14285714241667,multi_prime_family,11,1298701294697,multi_prime_family,229,5671184693,multi_prime_family,,multi_prime_family,False
100000000000000,99999999690827,17,99999999690829,19,excluded,composite_obstruction,32,multi_prime_family,7^3*503*4933*117497,False,False,7,14285714241547,multi_prime_family,7,2040816320221,multi_prime_family,7,291545188603,multi_prime_family,,multi_prime_family,False
100000000000000,99999999687989,29,99999999687991,1,excluded,composite_obstruction,64,multi_prime_family,13*17*59*431*683*26053,False,False,13,7692307668307,multi_prime_family,17,452488686371,multi_prime_family,59,7669299769,multi_prime_family,,multi_prime_family,False
100000000000000,99999999687971,11,99999999687973,13,excluded,composite_obstruction,48,multi_prime_family,7*11^2*757*7247*21521,False,False,7,14285714241139,multi_prime_family,11,1298701294649,multi_prime_family,11,118063754059,multi_prime_family,,multi_prime_family,False
100000000000000,99999999687521,11,99999999687523,13,excluded,composite_obstruction,96,multi_prime_family,13*31*67*89^2*499*937,False,False,13,7692307668271,multi_prime_family,31,248138957041,multi_prime_family,67,3703566523,multi_prime_family,,multi_prime_family,False
100000000000000,99999999686219,29,99999999686221,1,excluded,composite_obstruction,64,multi_prime_family,29*31*59*401*631*7451,False,False,29,3448275851249,multi_prime_family,31,111234704879,multi_prime_family,59,1885333981,multi_prime_family,,multi_prime_family,False
100000000000000,99999999679067,17,99999999679069,19,excluded,composite_obstruction,48,multi_prime_family,7^2*23*257*1667*207113,False,False,7,14285714239867,multi_prime_family,7,2040816319981,multi_prime_family,23,88731144347,multi_prime_family,,multi_prime_family,False
100000000000000,99999999678911,11,99999999678913,13,excluded,composite_obstruction,64,multi_prime_family,17*29*71*191*3433*4357,False,False,17,5882352922289,multi_prime_family,29,202839755941,multi_prime_family,71,2856897971,multi_prime_family,,multi_prime_family,False
100000000000000,99999999677411,11,99999999677413,13,excluded,composite_obstruction,64,multi_prime_family,11*23*281*439*1013*3163,False,False,11,9090909061583,multi_prime_family,23,395256915721,multi_prime_family,281,1406608241,multi_prime_family,,multi_prime_family,False
100000000000000,99999999670247,17,99999999670249,19,excluded,composite_obstruction,24,multi_prime_family,7^5*47917*124171,False,False,7,14285714238607,multi_prime_family,7,2040816319801,multi_prime_family,7,291545188543,multi_prime_family,,multi_prime_family,False
100000000000000,99999999667787,17,99999999667789,19,excluded,composite_obstruction,64,multi_prime_family,13*43*61*239*1009*12161,False,False,13,7692307666753,multi_prime_family,43,178890875971,multi_prime_family,61,2932637311,multi_prime_family,,multi_prime_family,False
100000000000000,99999999666131,11,99999999666133,13,excluded,composite_obstruction,32,multi_prime_family,7^3*31*71*132460331,False,False,7,14285714238019,multi_prime_family,7,2040816319717,multi_prime_family,7,291545188531,multi_prime_family,,multi_prime_family,False
100000000000000,99999999659369,29,99999999659371,1,excluded,composite_obstruction,48,multi_prime_family,7^2*19*61*3251*541631,False,False,7,14285714237053,multi_prime_family,7,2040816319579,multi_prime_family,19,107411385241,multi_prime_family,,multi_prime_family,False
100000000000000,99999999659327,17,99999999659329,19,excluded,composite_obstruction,64,multi_prime_family,7*11*17*653*9293*12589,False,False,7,14285714237047,multi_prime_family,11,1298701294277,multi_prime_family,17,76394193781,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999996149,29,999999999996151,1,excluded,composite_obstruction,64,multi_prime_family,7*11*37*173*18301*110863,False,False,7,142857142856593,multi_prime_family,11,12987012986963,multi_prime_family,37,351000350999,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999993377,17,999999999993379,19,excluded,composite_obstruction,48,multi_prime_family,7^2*11*131*17419*813049,False,False,7,142857142856197,multi_prime_family,7,20408163265171,multi_prime_family,11,1855287569561,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999988907,17,999999999988909,19,excluded,composite_obstruction,36,multi_prime_family,23^2*61^2*16063*31627,False,False,23,43478260869083,multi_prime_family,23,1890359168221,multi_prime_family,61,30989494561,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999987389,29,999999999987391,1,excluded,composite_obstruction,48,multi_prime_family,13^2*17*23*11177*1353977,False,False,13,76923076922107,multi_prime_family,13,5917159763239,multi_prime_family,17,348068221367,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999985517,17,999999999985519,19,excluded,composite_obstruction,64,multi_prime_family,13*131*137*229*2659*7039,False,False,13,76923076921963,multi_prime_family,131,587199060473,multi_prime_family,137,4286124529,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999985247,17,999999999985249,19,excluded,composite_obstruction,64,multi_prime_family,17*29*47*61*1571*450349,False,False,17,58823529410897,multi_prime_family,29,2028397565893,multi_prime_family,47,43157395019,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999984581,11,999999999984583,13,excluded,composite_obstruction,64,multi_prime_family,13*19*41*53*383*4864571,False,False,13,76923076921891,multi_prime_family,19,4048582995889,multi_prime_family,41,98745926729,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999983969,29,999999999983971,1,excluded,composite_obstruction,32,multi_prime_family,7^3*283*17033*604823,False,False,7,142857142854853,multi_prime_family,7,20408163264979,multi_prime_family,7,2915451894997,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999981617,17,999999999981619,19,excluded,composite_obstruction,96,multi_prime_family,7^2*13*19*173*223*2141687,False,False,7,142857142854517,multi_prime_family,7,20408163264931,multi_prime_family,13,1569858712687,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999972497,17,999999999972499,19,excluded,composite_obstruction,64,multi_prime_family,17*19*53*83*541*1300907,False,False,17,58823529410147,multi_prime_family,19,3095975232113,multi_prime_family,53,58414627021,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999968891,11,999999999968893,13,excluded,composite_obstruction,64,multi_prime_family,7*11*29*47*2069*4605247,False,False,7,142857142852699,multi_prime_family,11,12987012986609,multi_prime_family,29,447828034021,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999967757,17,999999999967759,19,excluded,composite_obstruction,64,multi_prime_family,7*31*157*607*953*50741,False,False,7,142857142852537,multi_prime_family,31,4608294930727,multi_prime_family,157,29352197011,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999967109,29,999999999967111,1,excluded,composite_obstruction,48,multi_prime_family,11*13^2*1093*3739*131627,False,False,11,90909090906101,multi_prime_family,13,6993006992777,multi_prime_family,13,537923614829,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999962507,17,999999999962509,19,excluded,composite_obstruction,48,multi_prime_family,7^2*13*3719*17713*23831,False,False,7,142857142851787,multi_prime_family,7,20408163264541,multi_prime_family,13,1569858712657,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999958391,11,999999999958393,13,excluded,composite_obstruction,48,multi_prime_family,7^2*137*191*10039*77689,False,False,7,142857142851199,multi_prime_family,7,20408163264457,multi_prime_family,137,148964695361,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999956879,29,999999999956881,1,excluded,composite_obstruction,48,multi_prime_family,7*11^2*19*2269*27385993,False,False,7,142857142850983,multi_prime_family,11,12987012986453,multi_prime_family,11,1180637544223,multi_prime_family,,multi_prime_family,False
1000000000000000,999999999955511,11,999999999955513,13,excluded,composite_obstruction,64,multi_prime_family,19*23*157*619*1277*18439,False,False,19,52631578945027,multi_prime_family,23,2288329519349,multi_prime_family,157,14575347257,multi_prime_family,,multi_prime_family,False
