rung_min_exponent,rung_max_exponent,exponent,exponent_divisor_count,exponent_status,number_family,left_prime_rule_id,candidate_bound,candidate_seconds_limit,candidate_checks,rejected_candidate_offsets_before_left_prime,unresolved_reason,unresolved_candidate_offset,power_of_two,mersenne_number,distance_to_left_prime,mersenne_location_inferred,left_prime
101,1000,743,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,46268644699475435470014199270680622913148582491776246164412857235254375716637876222457838321585848270371190628323884999935972095850551557285913445801770125007762163162852820919462003875720454598226040577701224945512200798208,46268644699475435470014199270680622913148582491776246164412857235254375716637876222457838321585848270371190628323884999935972095850551557285913445801770125007762163162852820919462003875720454598226040577701224945512200798207,,False,
101,1000,744,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,745,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,746,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,747,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,748,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,749,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,750,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,751,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,11844773043065711480323635013294239465766037117894719018089691452225120183459296312949206610325977157215024800850914559983608856537741198665193842125253152001987113769690322155382272992184436377145866387891513586051123404341248,11844773043065711480323635013294239465766037117894719018089691452225120183459296312949206610325977157215024800850914559983608856537741198665193842125253152001987113769690322155382272992184436377145866387891513586051123404341247,,False,
101,1000,752,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,753,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,754,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,755,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,756,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,757,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,758065474756205534740712640850831325809026375545262017157740252942407691741394964028749223060862538061761587254458531838950966818415436714572405896016201728127175281260180617944465471499803928137335448825056869507271897877839872,758065474756205534740712640850831325809026375545262017157740252942407691741394964028749223060862538061761587254458531838950966818415436714572405896016201728127175281260180617944465471499803928137335448825056869507271897877839871,,False,
101,1000,758,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,759,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,760,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,761,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,12129047596099288555851402253613301212944422008724192274523844047078523067862319424459987568973800608988185396071336509423215469094646987433158494336259227650034804500162889887111447543996862850197367181200909912116350366045437952,12129047596099288555851402253613301212944422008724192274523844047078523067862319424459987568973800608988185396071336509423215469094646987433158494336259227650034804500162889887111447543996862850197367181200909912116350366045437951,,False,
101,1000,762,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,763,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,764,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,765,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,766,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,767,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,768,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,769,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,3105036184601417870297958976925005110513772034233393222278104076052101905372753772661756817657292955900975461394262146412343160088229628782888574550082362278408909952041699811100530571263196889650525998387432937501785693707632115712,3105036184601417870297958976925005110513772034233393222278104076052101905372753772661756817657292955900975461394262146412343160088229628782888574550082362278408909952041699811100530571263196889650525998387432937501785693707632115711,,False,
101,1000,770,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,771,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,772,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,773,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,49680578953622685924767343630800081768220352547734291556449665216833630485964060362588109082516687294415607382308194342597490561411674060526217192801317796454542559232667196977608489140211150234408415974198927000028571099322113851392,49680578953622685924767343630800081768220352547734291556449665216833630485964060362588109082516687294415607382308194342597490561411674060526217192801317796454542559232667196977608489140211150234408415974198927000028571099322113851391,,False,
101,1000,774,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,775,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,776,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,777,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,778,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,779,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,780,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,781,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,782,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,783,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,784,15,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,785,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,786,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,787,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,813966605576154086191388158047028539690522256142078632860871314912602201882035164980643579207953404631705311351737456109117285358168867807661542486856790777111225290468019355281137486073219485440547487321275219968468108891293513341206528,813966605576154086191388158047028539690522256142078632860871314912602201882035164980643579207953404631705311351737456109117285358168867807661542486856790777111225290468019355281137486073219485440547487321275219968468108891293513341206527,,False,
101,1000,788,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,789,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,790,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,791,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,792,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,793,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,794,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,795,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,796,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,797,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,833501804109981784259981473840157224643094790289488520049532226470504654727204008940179025108944286342866238824179155055736100206764920635045419506541353755761894697439251819807884785738976753091120627016985825247711343504684557661395484672,833501804109981784259981473840157224643094790289488520049532226470504654727204008940179025108944286342866238824179155055736100206764920635045419506541353755761894697439251819807884785738976753091120627016985825247711343504684557661395484671,,False,
101,1000,798,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,799,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,800,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,801,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,802,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,803,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,804,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,805,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,806,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,807,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,808,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,809,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,3414023389634485388328884116849283992138116261025744978122883999623187065762627620618973286846235796860380114223837819108295066446909114921146038298793384983600720680711175453933096082386848780661230088261573940214625662995187948181075905216512,3414023389634485388328884116849283992138116261025744978122883999623187065762627620618973286846235796860380114223837819108295066446909114921146038298793384983600720680711175453933096082386848780661230088261573940214625662995187948181075905216511,,False,
101,1000,810,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,811,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,13656093558537941553315536467397135968552465044102979912491535998492748263050510482475893147384943187441520456895351276433180265787636459684584153195173539934402882722844701815732384329547395122644920353046295760858502651980751792724303620866048,13656093558537941553315536467397135968552465044102979912491535998492748263050510482475893147384943187441520456895351276433180265787636459684584153195173539934402882722844701815732384329547395122644920353046295760858502651980751792724303620866047,,False,
101,1000,812,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,813,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,814,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,815,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,816,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,817,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,818,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,819,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,820,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,821,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,13983839803942852150595109342614667231797724205161451430391332862456574221363722734055314582922181823940116947860839707067576592166539734717014172871857704892828551908192974659309961553456532605588398441519406859119106715628289835749686907766833152,13983839803942852150595109342614667231797724205161451430391332862456574221363722734055314582922181823940116947860839707067576592166539734717014172871857704892828551908192974659309961553456532605588398441519406859119106715628289835749686907766833151,,False,
101,1000,822,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,823,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,55935359215771408602380437370458668927190896820645805721565331449826296885454890936221258331688727295760467791443358828270306368666158938868056691487430819571314207632771898637239846213826130422353593766077627436476426862513159342998747631067332608,55935359215771408602380437370458668927190896820645805721565331449826296885454890936221258331688727295760467791443358828270306368666158938868056691487430819571314207632771898637239846213826130422353593766077627436476426862513159342998747631067332607,,False,
101,1000,824,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,825,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,826,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,827,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,894965747452342537638086997927338702835054349130332891545045303197220750167278254979540133307019636732167484663093741252324901898658543021888907063798893113141027322124350378195837539421218086757657500257242038983622829800210549487979962097077321728,894965747452342537638086997927338702835054349130332891545045303197220750167278254979540133307019636732167484663093741252324901898658543021888907063798893113141027322124350378195837539421218086757657500257242038983622829800210549487979962097077321727,,False,
101,1000,828,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,829,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,3579862989809370150552347991709354811340217396521331566180181212788883000669113019918160533228078546928669938652374965009299607594634172087555628255195572452564109288497401512783350157684872347030630001028968155934491319200842197951919848388309286912,3579862989809370150552347991709354811340217396521331566180181212788883000669113019918160533228078546928669938652374965009299607594634172087555628255195572452564109288497401512783350157684872347030630001028968155934491319200842197951919848388309286911,,False,
101,1000,830,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,831,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,832,14,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,833,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,834,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,835,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,836,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,837,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,838,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,839,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,3665779701564795034165604343510379326812382614037843523768505561895816192685171732396196386025552432054958017180031964169522798176905392217656963333320266191425647911421339149090150561469309283359365121053663391676919110861662410702765924749628709797888,3665779701564795034165604343510379326812382614037843523768505561895816192685171732396196386025552432054958017180031964169522798176905392217656963333320266191425647911421339149090150561469309283359365121053663391676919110861662410702765924749628709797887,,False,
101,1000,840,32,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,841,3,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,842,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,843,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,844,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,845,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,846,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,847,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,848,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,849,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,850,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,851,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,852,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,853,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,60060134630437601839769261564074054890494076748396028293423195126101052500953853663579281588642651046788432153477643700953461525330417946094091687253119241280317815380727220618693026799113163298559838143343221009234642712357476936954116911097916781328596992,60060134630437601839769261564074054890494076748396028293423195126101052500953853663579281588642651046788432153477643700953461525330417946094091687253119241280317815380727220618693026799113163298559838143343221009234642712357476936954116911097916781328596991,,False,
101,1000,854,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,855,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,856,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,857,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,960962154087001629436308185025184878247905227974336452694771122017616840015261658617268505418282416748614914455642299215255384405286687137505466996049907860485085046091635529899088428785810612776957410293491536147754283397719630991265870577566668501257551872,960962154087001629436308185025184878247905227974336452694771122017616840015261658617268505418282416748614914455642299215255384405286687137505466996049907860485085046091635529899088428785810612776957410293491536147754283397719630991265870577566668501257551871,,False,
101,1000,858,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,859,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,3843848616348006517745232740100739512991620911897345810779084488070467360061046634469074021673129666994459657822569196861021537621146748550021867984199631441940340184366542119596353715143242451107829641173966144591017133590878523965063482310266674005030207488,3843848616348006517745232740100739512991620911897345810779084488070467360061046634469074021673129666994459657822569196861021537621146748550021867984199631441940340184366542119596353715143242451107829641173966144591017133590878523965063482310266674005030207487,,False,
101,1000,860,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,861,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,862,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,863,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,61501577861568104283923723841611832207865934590357532972465351809127477760976746151505184346770074671911354525161107149776344601938347976800349887747194103071045442949864673913541659442291879217725274258783458313456274137454056383441015716964266784080483319808,61501577861568104283923723841611832207865934590357532972465351809127477760976746151505184346770074671911354525161107149776344601938347976800349887747194103071045442949864673913541659442291879217725274258783458313456274137454056383441015716964266784080483319807,,False,
101,1000,864,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,865,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,866,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,867,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,868,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,869,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,870,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,871,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,872,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,873,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,874,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,875,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,876,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,877,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1007641851683931820587806291420968258893675472328417820220872324040744595635843008946260940337480903424595632540239579541935629958157893251896932560850028184716008537290582817399466548302510149103210893455908181007667595468047259786297601506742546990374638711734272,1007641851683931820587806291420968258893675472328417820220872324040744595635843008946260940337480903424595632540239579541935629958157893251896932560850028184716008537290582817399466548302510149103210893455908181007667595468047259786297601506742546990374638711734271,,False,
101,1000,878,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,879,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,880,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,881,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,2,1,candidate_work_limit,3,16122269626942909129404900662735492142298807557254685123533957184651913530173488143140175045399694454793530120643833272670970079330526292030350920973600450955456136596649325078391464772840162385651374295294530896122681527488756156580761624107880751845994219387748352,16122269626942909129404900662735492142298807557254685123533957184651913530173488143140175045399694454793530120643833272670970079330526292030350920973600450955456136596649325078391464772840162385651374295294530896122681527488756156580761624107880751845994219387748351,,False,
101,1000,882,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,883,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,64489078507771636517619602650941968569195230229018740494135828738607654120693952572560700181598777819174120482575333090683880317322105168121403683894401803821824546386597300313565859091360649542605497181178123584490726109955024626323046496431523007383976877550993408,64489078507771636517619602650941968569195230229018740494135828738607654120693952572560700181598777819174120482575333090683880317322105168121403683894401803821824546386597300313565859091360649542605497181178123584490726109955024626323046496431523007383976877550993407,,False,
101,1000,884,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,885,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,886,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,887,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1031825256124346184281913642415071497107123683664299847906173259817722465931103241160971202905580445106785927721205329450942085077153682689942458942310428861149192742185556805017053745461770392681687954898849977351851617759280394021168743942904368118143630040815894528,1031825256124346184281913642415071497107123683664299847906173259817722465931103241160971202905580445106785927721205329450942085077153682689942458942310428861149192742185556805017053745461770392681687954898849977351851617759280394021168743942904368118143630040815894527,,False,
101,1000,888,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,889,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,890,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,891,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,892,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,893,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,894,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,895,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,896,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,897,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,898,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,899,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,900,27,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,901,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,902,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,903,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,904,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,905,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,906,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
