scale_digits,candidate_bound,factor_bound,prime_count,candidate_count,exact_count,certified_composite_count,unresolved_no_factor_count,wheel_open_count,wheel_open_certified_count,wheel_open_unresolved_count,first_wheel_unresolved_offset,factor_touch_count,factor_power_count,sieve_seconds,init_seconds,strip_seconds,classify_seconds,total_seconds
1234,4096,200000000,11078937,4096,0,3983,113,1093,980,113,81,13069,16235,0.910070,0.000454,0.606524,0.000018,1.517078
